,Quarter,close,volume,ticker
3180,22.Q3,105.2,87173809,MMM
3181,22.Q2,119.8,80250766,MMM
3182,22.Q1,120.6,64249000,MMM
3183,21.Q4,138.8,74565338,MMM
3184,21.Q3,149.4,57695401,MMM
3185,21.Q2,165.5,55048053,MMM
3186,21.Q1,164.8,55537458,MMM
3187,20.Q4,146.9,83866031,MMM
3188,20.Q3,133.7,55278404,MMM
3189,20.Q2,125.8,70126743,MMM
3190,20.Q1,127.0,98448862,MMM
3191,19.Q4,132.7,84539259,MMM
3192,19.Q3,138.0,80616979,MMM
3193,19.Q2,146.1,74841971,MMM
3194,19.Q1,158.5,65671523,MMM
3195,18.Q4,167.5,63438473,MMM
3196,18.Q3,159.1,80483744,MMM
3197,24.Q3,1153.1,6722100,ORLY
3198,24.Q2,1126.3,8753500,ORLY
3199,24.Q1,1013.3,7764000,ORLY
3200,23.Q4,1023.0,8709300,ORLY
3201,23.Q3,930.4,9770700,ORLY
3202,23.Q2,925.8,7911500,ORLY
3203,23.Q1,917.3,6582100,ORLY
3204,22.Q4,792.3,8444600,ORLY
3205,22.Q3,837.2,10640900,ORLY
3206,22.Q2,703.6,9198000,ORLY
3207,22.Q1,606.5,12157100,ORLY
3208,21.Q4,651.8,10332900,ORLY
3209,21.Q3,622.3,8853600,ORLY
3210,21.Q2,603.8,7744800,ORLY
3211,21.Q1,552.9,9899500,ORLY
3212,20.Q4,425.5,12931400,ORLY
3213,20.Q3,436.6,10239700,ORLY
3214,20.Q2,477.4,13266000,ORLY
3215,20.Q1,386.3,18200100,ORLY
3216,19.Q4,406.1,12835600,ORLY
3217,19.Q3,435.5,11151400,ORLY
3218,19.Q2,380.8,13004500,ORLY
3219,19.Q1,378.6,14687900,ORLY
3220,18.Q4,344.7,14591400,ORLY
3221,18.Q3,320.8,17071900,ORLY
3222,24.Q3,509.0,15428400,NOC
3223,24.Q2,484.3,18855000,NOC
3224,24.Q1,485.0,25318400,NOC
3225,23.Q4,446.8,22418600,NOC
3226,23.Q3,471.4,23613600,NOC
3227,23.Q2,445.0,15692000,NOC
3228,23.Q1,461.3,13870000,NOC
3229,22.Q4,448.0,29611900,NOC
3230,22.Q3,549.0,22886100,NOC
3231,22.Q2,478.9,15275200,NOC
3232,22.Q1,439.4,15160200,NOC
3233,21.Q4,369.9,18467000,NOC
3234,21.Q3,357.2,16200800,NOC
3235,21.Q2,363.0,13120800,NOC
3236,21.Q1,354.4,19791800,NOC
3237,20.Q4,286.6,24788400,NOC
3238,20.Q3,289.8,23760700,NOC
3239,20.Q2,325.0,22610000,NOC
3240,20.Q1,330.7,19903500,NOC
3241,19.Q4,374.6,22488900,NOC
3242,19.Q3,352.5,24627200,NOC
3243,19.Q2,345.6,17245800,NOC
3244,19.Q1,289.9,19168500,NOC
3245,18.Q4,275.5,24031500,NOC
3246,18.Q3,262.0,31491100,NOC
3247,24.Q3,162.8,59622800,COF
3248,24.Q2,151.4,57967500,COF
3249,24.Q1,143.4,54293800,COF
3250,23.Q4,135.3,59695000,COF
3251,23.Q3,101.3,57315800,COF
3252,23.Q2,117.0,53948600,COF
3253,23.Q1,97.3,52550800,COF
3254,22.Q4,119.0,80558900,COF
3255,22.Q3,106.0,57641100,COF
3256,22.Q2,109.8,51538900,COF
3257,22.Q1,124.6,55353600,COF
3258,21.Q4,146.7,65867500,COF
3259,21.Q3,151.0,59735200,COF
3260,21.Q2,161.7,62009100,COF
3261,21.Q1,149.1,57648400,COF
3262,20.Q4,104.3,76292700,COF
3263,20.Q3,73.1,74833200,COF
3264,20.Q2,63.8,76975900,COF
3265,20.Q1,64.8,133795900,COF
3266,19.Q4,99.8,48286900,COF
3267,19.Q3,93.2,46338000,COF
3268,19.Q2,92.4,62489800,COF
3269,19.Q1,92.8,42186900,COF
3270,18.Q4,80.6,71427100,COF
3271,18.Q3,89.3,72052600,COF
3272,24.Q3,245.7,20047300,ECL
3273,24.Q2,230.7,22942300,ECL
3274,24.Q1,226.1,26071900,ECL
3275,23.Q4,198.2,21896800,ECL
3276,23.Q3,167.7,23563900,ECL
3277,23.Q2,183.1,20122900,ECL
3278,23.Q1,167.8,18293900,ECL
3279,22.Q4,154.8,20371600,ECL
3280,22.Q3,157.1,27393300,ECL
3281,22.Q2,165.2,23451400,ECL
3282,22.Q1,169.3,26396100,ECL
3283,21.Q4,189.4,31293500,ECL
3284,21.Q3,222.2,21219800,ECL
3285,21.Q2,220.8,22306700,ECL
3286,21.Q1,224.1,17043600,ECL
3287,20.Q4,204.5,17934000,ECL
3288,20.Q3,183.6,24295100,ECL
3289,20.Q2,187.1,28591800,ECL
3290,20.Q1,193.5,33527700,ECL
3291,19.Q4,196.1,23103300,ECL
3292,19.Q3,192.1,22837000,ECL
3293,19.Q2,201.7,21231500,ECL
3294,19.Q1,184.1,20438700,ECL
3295,18.Q4,158.2,20824400,ECL
3296,18.Q3,153.1,32240600,ECL
3297,24.Q3,28.7,79976200,EPD
3298,24.Q2,28.9,95108800,EPD
3299,24.Q1,28.1,114597600,EPD
3300,23.Q4,26.8,112088800,EPD
3301,23.Q3,26.0,103407000,EPD
3302,23.Q2,26.5,86590900,EPD
3303,23.Q1,26.3,77789600,EPD
3304,22.Q4,25.6,104330900,EPD
3305,22.Q3,25.2,111880700,EPD
3306,22.Q2,26.7,135547100,EPD
3307,22.Q1,25.9,114952200,EPD
3308,21.Q4,23.6,158903500,EPD
3309,21.Q3,22.7,152144900,EPD
3310,21.Q2,22.6,137793400,EPD
3311,21.Q1,23.0,109485700,EPD
3312,20.Q4,20.2,189842800,EPD
3313,20.Q3,16.6,173696300,EPD
3314,20.Q2,17.6,165699200,EPD
3315,20.Q1,17.6,239456900,EPD
3316,19.Q4,25.8,119911600,EPD
3317,19.Q3,26.0,89517700,EPD
3318,19.Q2,30.1,80172200,EPD
3319,19.Q1,28.6,61341800,EPD
3320,18.Q4,27.7,126698200,EPD
3321,18.Q3,26.8,121022000,EPD
3322,24.Q3,188.5,42763700,TEAM
3323,24.Q2,176.6,29163700,TEAM
3324,24.Q1,172.3,39265700,TEAM
3325,23.Q4,249.8,30753500,TEAM
3326,23.Q3,180.6,30913600,TEAM
3327,23.Q2,181.9,33349000,TEAM
3328,23.Q1,147.7,29399600,TEAM
3329,22.Q4,161.6,52106100,TEAM
3330,22.Q3,202.7,37494600,TEAM
3331,22.Q2,209.3,34387900,TEAM
3332,22.Q1,224.8,37892100,TEAM
3333,21.Q4,324.3,58692300,TEAM
3334,21.Q3,458.1,20442500,TEAM
3335,21.Q2,325.1,23512300,TEAM
3336,21.Q1,237.6,28599700,TEAM
3337,20.Q4,231.1,28258600,TEAM
3338,20.Q3,191.6,43361300,TEAM
3339,20.Q2,176.6,44955100,TEAM
3340,20.Q1,155.5,37922700,TEAM
3341,19.Q4,147.0,41879800,TEAM
3342,19.Q3,120.8,55653000,TEAM
3343,19.Q2,140.1,29108700,TEAM
3344,19.Q1,110.2,42759800,TEAM
3345,18.Q4,98.4,43882000,TEAM
3346,18.Q3,75.9,53727900,TEAM
3347,24.Q3,122.0,55640500,EOG
3348,24.Q2,126.8,56238200,EOG
3349,24.Q1,132.1,64683300,EOG
3350,23.Q4,113.8,62203000,EOG
3351,23.Q3,126.2,58438200,EOG
3352,23.Q2,132.5,57184400,EOG
3353,23.Q1,119.5,56633100,EOG
3354,22.Q4,132.2,58243700,EOG
3355,22.Q3,136.5,77451600,EOG
3356,22.Q2,111.2,78260700,EOG
3357,22.Q1,116.8,67944900,EOG
3358,21.Q4,111.5,100876800,EOG
3359,21.Q3,92.5,84891000,EOG
3360,21.Q2,72.9,99895900,EOG
3361,21.Q1,73.6,73716200,EOG
3362,20.Q4,51.0,100981600,EOG
3363,20.Q3,34.2,130088000,EOG
3364,20.Q2,46.8,80301100,EOG
3365,20.Q1,47.5,154590000,EOG
3366,19.Q4,72.9,87184100,EOG
3367,19.Q3,69.3,100869800,EOG
3368,19.Q2,85.8,72829300,EOG
3369,19.Q1,96.1,83726000,EOG
3370,18.Q4,99.2,68687700,EOG
3371,18.Q3,105.3,74613300,EOG
3372,24.Q3,273.9,29567000,FDX
3373,24.Q2,302.2,34520300,FDX
3374,24.Q1,261.8,32950700,FDX
3375,23.Q4,241.3,48500600,FDX
3376,23.Q3,240.1,41454900,FDX
3377,23.Q2,270.0,38529200,FDX
3378,23.Q1,227.8,39881700,FDX
3379,22.Q4,193.9,35373400,FDX
3380,22.Q3,160.3,86364700,FDX
3381,22.Q2,233.1,32272800,FDX
3382,22.Q1,198.7,46092000,FDX
3383,21.Q4,245.9,43918500,FDX
3384,21.Q3,235.5,65996300,FDX
3385,21.Q2,280.0,40940500,FDX
3386,21.Q1,290.3,38260400,FDX
3387,20.Q4,235.3,57508300,FDX
3388,20.Q3,259.5,59373100,FDX
3389,20.Q2,168.4,71875800,FDX
3390,20.Q1,126.8,58028300,FDX
3391,19.Q4,144.6,54891000,FDX
3392,19.Q3,152.7,57242400,FDX
3393,19.Q2,170.5,44560100,FDX
3394,19.Q1,189.5,36377900,FDX
3395,18.Q4,177.6,46269700,FDX
3396,18.Q3,220.3,40076300,FDX
3397,24.Q3,233.6,21695900,BDX
3398,24.Q2,241.1,30400800,BDX
3399,24.Q1,234.6,23373900,BDX
3400,23.Q4,238.8,31022400,BDX
3401,23.Q3,252.8,21269100,BDX
3402,23.Q2,278.6,25887900,BDX
3403,23.Q1,264.3,19461900,BDX
3404,22.Q4,252.2,22202300,BDX
3405,22.Q3,236.0,25512400,BDX
3406,22.Q2,244.3,16321300,BDX
3407,22.Q1,247.2,22783200,BDX
3408,21.Q4,247.9,29881727,BDX
3409,21.Q3,233.7,27116381,BDX
3410,21.Q2,249.5,22160404,BDX
3411,21.Q1,242.7,26839631,BDX
3412,20.Q4,255.4,26301813,BDX
3413,20.Q3,225.5,24000074,BDX
3414,20.Q2,274.5,30646582,BDX
3415,20.Q1,246.4,41437681,BDX
3416,19.Q4,268.5,27588599,BDX
3417,19.Q3,249.8,23665206,BDX
3418,19.Q2,246.6,18249107,BDX
3419,19.Q1,234.9,33904854,BDX
3420,18.Q4,243.4,24962547,BDX
3421,18.Q3,224.9,26847627,BDX
3422,24.Q3,310.5,35454900,APD
3423,24.Q2,263.9,35943900,APD
3424,24.Q1,236.3,32056500,APD
3425,23.Q4,255.7,27984700,APD
3426,23.Q3,282.4,17251400,APD
3427,23.Q2,305.3,16039600,APD
3428,23.Q1,294.4,14384100,APD
3429,22.Q4,320.5,20272800,APD
3430,22.Q3,250.4,21079400,APD
3431,22.Q2,248.2,21539000,APD
3432,22.Q1,234.1,24556200,APD
3433,21.Q4,282.1,21376100,APD
3434,21.Q3,299.8,21688100,APD
3435,21.Q2,291.0,16100900,APD
3436,21.Q1,288.5,16330300,APD
3437,20.Q4,266.8,23332600,APD
3438,20.Q3,276.2,18675700,APD
3439,20.Q2,286.6,31028000,APD
3440,20.Q1,225.6,28768800,APD
3441,19.Q4,238.7,26787300,APD
3442,19.Q3,213.3,19103400,APD
3443,19.Q2,228.3,22439200,APD
3444,19.Q1,205.8,21982800,APD
3445,18.Q4,164.4,28308600,APD
3446,18.Q3,154.4,26642900,APD
3447,24.Q3,52.4,132748800,WMB
3448,24.Q2,42.9,128635500,WMB
3449,24.Q1,38.4,143779500,WMB
3450,23.Q4,34.7,139791500,WMB
3451,23.Q3,34.4,136911400,WMB
3452,23.Q2,34.5,135179400,WMB
3453,23.Q1,30.3,106977600,WMB
3454,22.Q4,32.2,137221200,WMB
3455,22.Q3,32.7,144320300,WMB
3456,22.Q2,34.1,142212900,WMB
3457,22.Q1,34.3,155033900,WMB
3458,21.Q4,29.9,218881400,WMB
3459,21.Q3,28.1,191763900,WMB
3460,21.Q2,25.0,134837000,WMB
3461,21.Q1,24.4,136481000,WMB
3462,20.Q4,21.2,186038500,WMB
3463,20.Q3,19.2,196047400,WMB
3464,20.Q2,19.1,176286500,WMB
3465,20.Q1,19.4,353579600,WMB
3466,19.Q4,20.7,230467400,WMB
3467,19.Q3,22.3,190577200,WMB
3468,19.Q2,24.6,161985300,WMB
3469,19.Q1,28.3,117364700,WMB
3470,18.Q4,26.9,194120300,WMB
3471,18.Q3,24.3,219256400,WMB
3472,24.Q3,16.5,249286500,ET
3473,24.Q2,16.3,389807000,ET
3474,24.Q1,15.7,247385000,ET
3475,23.Q4,14.3,283821800,ET
3476,23.Q3,13.1,279462600,ET
3477,23.Q2,13.3,188651300,ET
3478,23.Q1,12.9,152863800,ET
3479,22.Q4,13.3,272176900,ET
3480,22.Q3,12.8,379212700,ET
3481,22.Q2,11.3,406271800,ET
3482,22.Q1,11.1,399606600,ET
3483,21.Q4,9.6,434921100,ET
3484,21.Q3,9.5,318185400,ET
3485,21.Q2,9.9,250165700,ET
3486,21.Q1,8.6,322098200,ET
3487,20.Q4,6.3,455378900,ET
3488,20.Q3,5.2,467287500,ET
3489,20.Q2,6.6,559053100,ET
3490,20.Q1,8.4,869512800,ET
3491,19.Q4,12.6,316033400,ET
3492,19.Q3,12.6,272097900,ET
3493,19.Q2,14.4,191933400,ET
3494,19.Q1,15.1,165899300,ET
3495,18.Q4,14.7,314140000,ET
3496,18.Q3,15.5,257029600,ET
3497,24.Q3,206.4,42091800,RCL
3498,24.Q2,156.7,52157200,RCL
3499,24.Q1,139.6,67035700,RCL
3500,23.Q4,127.5,49933000,RCL
3501,23.Q3,84.7,81386700,RCL
3502,23.Q2,109.1,68994700,RCL
3503,23.Q1,65.4,53165300,RCL
3504,22.Q4,64.9,76502100,RCL
3505,22.Q3,53.4,160038700,RCL
3506,22.Q2,38.7,142512100,RCL
3507,22.Q1,77.7,49578000,RCL
3508,21.Q4,77.8,83137400,RCL
3509,21.Q3,84.4,55198600,RCL
3510,21.Q2,76.9,99032400,RCL
3511,21.Q1,86.9,71674300,RCL
3512,20.Q4,65.0,75800300,RCL
3513,20.Q3,56.4,178035300,RCL
3514,20.Q2,48.7,264530600,RCL
3515,20.Q1,46.8,547399500,RCL
3516,19.Q4,117.1,39165200,RCL
3517,19.Q3,108.8,33981300,RCL
3518,19.Q2,116.3,52748600,RCL
3519,19.Q1,120.9,30043800,RCL
3520,18.Q4,120.1,38475300,RCL
3521,18.Q3,104.7,48069100,RCL
3522,24.Q3,283.8,25972800,ADSK
3523,24.Q2,247.5,25975300,ADSK
3524,24.Q1,212.9,42657200,ADSK
3525,23.Q4,253.8,25556200,ADSK
3526,23.Q3,197.6,24167200,ADSK
3527,23.Q2,212.0,30261800,ADSK
3528,23.Q1,194.8,23720600,ADSK
3529,22.Q4,215.2,23639700,ADSK
3530,22.Q3,214.3,28423700,ADSK
3531,22.Q2,216.3,28475100,ADSK
3532,22.Q1,189.3,29907600,ADSK
3533,21.Q4,249.8,35572000,ADSK
3534,21.Q3,317.6,20551100,ADSK
3535,21.Q2,321.1,21618900,ADSK
3536,21.Q1,291.9,21350500,ADSK
3537,20.Q4,277.4,31828400,ADSK
3538,20.Q3,235.5,31278000,ADSK
3539,20.Q2,236.4,24402900,ADSK
3540,20.Q1,187.1,44125100,ADSK
3541,19.Q4,196.9,29717800,ADSK
3542,19.Q3,147.4,33057600,ADSK
3543,19.Q2,156.2,27544200,ADSK
3544,19.Q1,178.2,34744100,ADSK
3545,18.Q4,147.2,34996100,ADSK
3546,18.Q3,129.2,63059500,ADSK
3547,24.Q3,198.0,19885900,RSG
3548,24.Q2,194.3,28709100,RSG
3549,24.Q1,191.7,29363500,RSG
3550,23.Q4,171.1,23646900,RSG
3551,23.Q3,148.5,27541200,RSG
3552,23.Q2,151.1,20661300,RSG
3553,23.Q1,144.6,20732100,RSG
3554,22.Q4,124.8,32673900,RSG
3555,22.Q3,132.6,27100900,RSG
3556,22.Q2,138.7,17594400,RSG
3557,22.Q1,134.3,23149400,RSG
3558,21.Q4,127.7,24899600,RSG
3559,21.Q3,134.6,21809700,RSG
3560,21.Q2,118.4,22273100,RSG
3561,21.Q1,106.3,19870200,RSG
3562,20.Q4,90.5,20750200,RSG
3563,20.Q3,88.2,22100200,RSG
3564,20.Q2,87.2,23106900,RSG
3565,20.Q1,78.3,31785200,RSG
3566,19.Q4,95.1,24223100,RSG
3567,19.Q3,87.5,21848100,RSG
3568,19.Q2,88.7,19194000,RSG
3569,19.Q1,82.8,27666800,RSG
3570,18.Q4,76.7,26024000,RSG
3571,18.Q3,72.7,32613300,RSG
3572,24.Q3,120.2,54940900,TTD
3573,24.Q2,89.9,75813100,TTD
3574,24.Q1,82.8,60212300,TTD
3575,23.Q4,68.4,98213700,TTD
3576,23.Q3,71.0,85159900,TTD
3577,23.Q2,91.3,124313300,TTD
3578,23.Q1,64.3,53075200,TTD
3579,22.Q4,50.7,78070000,TTD
3580,22.Q3,53.2,114289300,TTD
3581,22.Q2,45.0,125190100,TTD
3582,22.Q1,58.9,89871600,TTD
3583,21.Q4,69.5,136546000,TTD
3584,21.Q3,74.9,67106400,TTD
3585,21.Q2,81.9,111515400,TTD
3586,21.Q1,72.9,116348000,TTD
3587,20.Q4,76.6,150698000,TTD
3588,20.Q3,56.6,218953000,TTD
3589,20.Q2,45.1,301591000,TTD
3590,20.Q1,29.3,454367000,TTD
3591,19.Q4,26.9,368706000,TTD
3592,19.Q3,20.1,329341000,TTD
3593,19.Q2,26.3,267505000,TTD
3594,19.Q1,22.1,239784000,TTD
3595,18.Q4,14.3,174143000,TTD
3596,18.Q3,12.4,304460000,TTD
3597,24.Q3,72.7,85233100,CARR
3598,24.Q2,68.1,79515500,CARR
3599,24.Q1,61.5,110179100,CARR
3600,23.Q4,54.7,69043600,CARR
3601,23.Q3,47.7,117922200,CARR
3602,23.Q2,59.5,111560500,CARR
3603,23.Q1,41.8,129721000,CARR
3604,22.Q4,45.5,72534100,CARR
3605,22.Q3,39.8,113278200,CARR
3606,22.Q2,40.5,77649300,CARR
3607,22.Q1,38.3,92625500,CARR
3608,21.Q4,47.7,93151400,CARR
3609,21.Q3,52.2,72412300,CARR
3610,21.Q2,55.2,94462600,CARR
3611,21.Q1,43.6,133385200,CARR
3612,20.Q4,38.5,111614300,CARR
3613,20.Q3,33.4,93473300,CARR
3614,20.Q2,27.2,148450200,CARR
3615,20.Q1,17.7,468019400,CARR
3616,24.Q3,33.6,281504800,CSX
3617,24.Q2,35.1,234940400,CSX
3618,24.Q1,33.2,318886200,CSX
3619,23.Q4,35.7,254433700,CSX
3620,23.Q3,29.9,298891700,CSX
3621,23.Q2,33.3,288515800,CSX
3622,23.Q1,30.6,275362500,CSX
3623,22.Q4,30.9,273129700,CSX
3624,22.Q3,29.1,364770200,CSX
3625,22.Q2,32.3,311864500,CSX
3626,22.Q1,34.3,273167900,CSX
3627,21.Q4,34.2,319228500,CSX
3628,21.Q3,36.2,264682500,CSX
3629,21.Q2,32.3,245468000,CSX
3630,21.Q1,33.6,217519800,CSX
3631,20.Q4,28.6,257599800,CSX
3632,20.Q3,26.3,274562100,CSX
3633,20.Q2,23.8,231860100,CSX
3634,20.Q1,22.1,323410500,CSX
3635,19.Q4,25.4,267287700,CSX
3636,19.Q3,23.4,390863400,CSX
3637,19.Q2,23.5,424817700,CSX
3638,19.Q1,26.5,267159900,CSX
3639,18.Q4,21.9,375011100,CSX
3640,18.Q3,23.0,502507500,CSX
3641,24.Q3,234.9,31102500,HLT
3642,24.Q2,214.7,32883800,HLT
3643,24.Q1,197.3,34073000,HLT
3644,23.Q4,191.0,30182400,HLT
3645,23.Q3,151.5,37725900,HLT
3646,23.Q2,155.5,40714400,HLT
3647,23.Q1,144.0,32600400,HLT
3648,22.Q4,145.1,31162700,HLT
3649,22.Q3,135.3,40959900,HLT
3650,22.Q2,128.1,45591600,HLT
3651,22.Q1,155.3,39919000,HLT
3652,21.Q4,145.1,53564100,HLT
3653,21.Q3,143.9,44598800,HLT
3654,21.Q2,131.4,48331000,HLT
3655,21.Q1,128.7,37059600,HLT
3656,20.Q4,101.4,57186400,HLT
3657,20.Q3,87.8,46691200,HLT
3658,20.Q2,75.1,57162400,HLT
3659,20.Q1,75.7,109101800,HLT
3660,19.Q4,107.8,44199900,HLT
3661,19.Q3,97.0,43714800,HLT
3662,19.Q2,96.6,49374600,HLT
3663,19.Q1,87.0,48319100,HLT
3664,18.Q4,74.5,65396500,HLT
3665,18.Q3,71.2,125260400,HLT
3666,24.Q3,150.0,75954500,TGT
3667,24.Q2,150.4,71579300,TGT
3668,24.Q1,161.0,64748000,TGT
3669,23.Q4,139.1,72667900,TGT
3670,23.Q3,110.8,100487800,TGT
3671,23.Q2,136.5,83492500,TGT
3672,23.Q1,157.8,51108200,TGT
3673,22.Q4,172.1,66227800,TGT
3674,22.Q3,164.2,66991400,TGT
3675,22.Q2,163.4,66664300,TGT
3676,22.Q1,228.6,73976600,TGT
3677,21.Q4,220.4,85086200,TGT
3678,21.Q3,259.6,58000200,TGT
3679,21.Q2,261.0,54521100,TGT
3680,21.Q1,207.3,54576700,TGT
3681,20.Q4,181.2,82343900,TGT
3682,20.Q3,152.2,59130800,TGT
3683,20.Q2,125.9,67601900,TGT
3684,20.Q1,109.7,130051200,TGT
3685,19.Q4,110.7,133711800,TGT
3686,19.Q3,106.9,92869400,TGT
3687,19.Q2,86.4,84269600,TGT
3688,19.Q1,77.4,92402600,TGT
3689,18.Q4,73.0,112264800,TGT
3690,18.Q3,83.6,106675800,TGT
3691,24.Q3,24.5,329207300,KMI
3692,24.Q2,21.1,371290200,KMI
3693,24.Q1,18.3,295533200,KMI
3694,23.Q4,16.9,330890400,KMI
3695,23.Q3,16.2,318734600,KMI
3696,23.Q2,17.7,266090400,KMI
3697,23.Q1,17.1,215247800,KMI
3698,22.Q4,18.3,264813300,KMI
3699,22.Q3,18.1,435081200,KMI
3700,22.Q2,18.0,293841400,KMI
3701,22.Q1,18.1,315739500,KMI
3702,21.Q4,17.4,366541600,KMI
3703,21.Q3,16.8,348707100,KMI
3704,21.Q2,17.4,270173000,KMI
3705,21.Q1,17.0,300551000,KMI
3706,20.Q4,14.1,371599300,KMI
3707,20.Q3,11.9,339671900,KMI
3708,20.Q2,14.1,271371500,KMI
3709,20.Q1,15.2,377998200,KMI
3710,19.Q4,20.9,292591400,KMI
3711,19.Q3,20.0,245958100,KMI
3712,19.Q2,20.6,259590800,KMI
3713,19.Q1,19.9,283124700,KMI
3714,18.Q4,18.1,372277100,KMI
3715,18.Q3,17.0,410740900,KMI
3716,24.Q3,178.2,38690000,DLR
3717,24.Q2,149.5,34583100,DLR
3718,24.Q1,138.8,33785700,DLR
3719,23.Q4,140.5,37369900,DLR
3720,23.Q3,124.4,43753000,DLR
3721,23.Q2,124.6,56569400,DLR
3722,23.Q1,99.2,56842000,DLR
3723,22.Q4,114.6,39585900,DLR
3724,22.Q3,100.2,53081900,DLR
3725,22.Q2,132.4,29870100,DLR
3726,22.Q1,146.1,28917000,DLR
3727,21.Q4,149.2,29532100,DLR
3728,21.Q3,157.8,26988000,DLR
3729,21.Q2,154.2,23004200,DLR
3730,21.Q1,154.3,27165100,DLR
3731,20.Q4,143.9,36119800,DLR
3732,20.Q3,144.3,25579300,DLR
3733,20.Q2,160.5,32484700,DLR
3734,20.Q1,149.5,52449500,DLR
3735,19.Q4,123.0,33920800,DLR
3736,19.Q3,127.0,35237700,DLR
3737,19.Q2,114.4,21382700,DLR
3738,19.Q1,117.7,22666400,DLR
3739,18.Q4,108.3,31634100,DLR
3740,18.Q3,103.3,43258800,DLR
3741,24.Q3,96.9,54177700,OKE
3742,24.Q2,83.3,47782500,OKE
3743,24.Q1,79.1,58447600,OKE
3744,23.Q4,68.2,66734800,OKE
3745,23.Q3,65.2,92122600,OKE
3746,23.Q2,67.0,51622400,OKE
3747,23.Q1,65.4,36236200,OKE
3748,22.Q4,68.5,48938500,OKE
3749,22.Q3,59.3,51546400,OKE
3750,22.Q2,59.7,51259600,OKE
3751,22.Q1,63.3,48482100,OKE
3752,21.Q4,60.7,58286100,OKE
3753,21.Q3,63.6,44913100,OKE
3754,21.Q2,52.0,50360500,OKE
3755,21.Q1,52.3,58734100,OKE
3756,20.Q4,39.8,61406200,OKE
3757,20.Q3,29.0,100206800,OKE
3758,20.Q2,27.9,136839000,OKE
3759,20.Q1,29.9,166745100,OKE
3760,19.Q4,74.9,39723800,OKE
3761,19.Q3,69.8,43225900,OKE
3762,19.Q2,70.1,40438100,OKE
3763,19.Q1,67.9,35505000,OKE
3764,18.Q4,64.2,63904000,OKE
3765,18.Q3,65.6,54031400,OKE
3766,24.Q3,43.0,181114000,TFC
3767,24.Q2,44.7,165060800,TFC
3768,24.Q1,37.5,188458300,TFC
3769,23.Q4,37.1,206933300,TFC
3770,23.Q3,28.4,236431700,TFC
3771,23.Q2,33.2,208967400,TFC
3772,23.Q1,32.6,258188900,TFC
3773,22.Q4,49.4,145712200,TFC
3774,22.Q3,44.8,159100400,TFC
3775,22.Q2,50.5,110474100,TFC
3776,22.Q1,48.3,158334900,TFC
3777,21.Q4,62.8,141082600,TFC
3778,21.Q3,63.5,87166100,TFC
3779,21.Q2,54.4,101484500,TFC
3780,21.Q1,59.3,108724400,TFC
3781,20.Q4,48.0,114817700,TFC
3782,20.Q3,42.1,118101700,TFC
3783,20.Q2,37.5,107236200,TFC
3784,20.Q1,37.3,166554900,TFC
3785,19.Q4,51.6,126702900,TFC
3786,19.Q3,53.0,110394500,TFC
3787,19.Q2,51.5,93047300,TFC
3788,19.Q1,51.2,107675600,TFC
3789,18.Q4,48.8,111508900,TFC
3790,18.Q3,49.2,119464500,TFC
3791,24.Q3,104.8,45776000,AFL
3792,24.Q2,95.4,41850500,AFL
3793,24.Q1,83.7,49611300,AFL
3794,23.Q4,84.3,36873200,AFL
3795,23.Q3,78.1,55543600,AFL
3796,23.Q2,72.3,40174500,AFL
3797,23.Q1,69.8,44760500,AFL
3798,22.Q4,73.5,61072600,AFL
3799,22.Q3,65.1,50583400,AFL
3800,22.Q2,57.3,43577000,AFL
3801,22.Q1,57.3,53274400,AFL
3802,21.Q4,62.8,75562800,AFL
3803,21.Q3,53.7,61414300,AFL
3804,21.Q2,55.0,74331500,AFL
3805,21.Q1,53.7,59233700,AFL
3806,20.Q4,45.2,70797300,AFL
3807,20.Q3,34.0,71207600,AFL
3808,20.Q2,35.6,70679500,AFL
3809,20.Q1,37.2,82831100,AFL
3810,19.Q4,51.6,63904300,AFL
3811,19.Q3,53.2,65659900,AFL
3812,19.Q2,52.6,66875700,AFL
3813,19.Q1,50.4,70233800,AFL
3814,18.Q4,47.7,82877700,AFL
3815,18.Q3,43.1,84071400,AFL
3816,24.Q3,50.8,291372600,GM
3817,24.Q2,44.3,322709200,GM
3818,24.Q1,44.5,311653100,GM
3819,23.Q4,38.8,421123300,GM
3820,23.Q3,28.2,391199400,GM
3821,23.Q2,38.4,279486600,GM
3822,23.Q1,33.0,271634900,GM
3823,22.Q4,39.3,327651700,GM
3824,22.Q3,39.2,317684500,GM
3825,22.Q2,36.3,292472200,GM
3826,22.Q1,37.9,363967100,GM
3827,21.Q4,52.7,470897500,GM
3828,21.Q3,54.4,402164700,GM
3829,21.Q2,56.8,290439200,GM
3830,21.Q1,57.2,343319800,GM
3831,20.Q4,50.7,628836300,GM
3832,20.Q3,34.5,309205400,GM
3833,20.Q2,24.9,307215900,GM
3834,20.Q1,22.3,359992000,GM
3835,19.Q4,33.4,206959200,GM
3836,19.Q3,37.2,212810900,GM
3837,19.Q2,40.3,150765800,GM
3838,19.Q1,39.0,159149400,GM
3839,18.Q4,39.0,245901200,GM
3840,18.Q3,36.6,389476100,GM
3841,24.Q3,75.4,93543100,BK
3842,24.Q2,65.1,97736700,BK
3843,24.Q1,56.5,80007800,BK
3844,23.Q4,55.5,98530300,BK
3845,23.Q3,42.5,107576800,BK
3846,23.Q2,45.4,103482200,BK
