,Ticker,Quarter,EPS,BPS,PER,PBR,ROE,ROA,ROIC,Debt_ratio,매출액,영업이익,순이익,자산총액,부채총액,자본총액,영업활동,투자활동,재무활동,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500,close,volume,Market Cap,Sector,index
9373,FSLR,18.Q4,1.36,49.76,30.83,0.85,2.80,2.1,3.80,36.60,691,11,52,"7,121","1,909","5,212",-185,113,112,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,50.6,31040200.0,"$19,526",Oils/Energy,374.0
9374,FSLR,18.Q3,-3.27,49.34,-14.91,0.98,-6.60,-4.9,2.00,37.20,676,58,58,"7,095","1,924","5,171",-225,-423,73,2.25,0.0,2.5,0.0,73.76,0.0,290.72,41.8,40984700.0,"$19,526",Oils/Energy,374.0
9375,BF.B,24.Q4,2.12,7.84,20.73,5.62,28.80,12.2,20.00,124.90,"1,095",333,258,"8,332","4,627","3,705",112,-31,-78,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,,,"$19,511",Consumer Staples,
9376,BF.B,24.Q3,2.07,7.33,21.61,6.16,28.90,12.1,19.90,136.80,951,251,195,"8,205","4,740","3,465",17,10,-51,5.5,0.0,3.0,1.4,85.26,3.96,534.01,,,"$19,511",Consumer Staples,
9377,BF.B,24.Q2,2.14,7.44,22.08,6.43,30.20,12.6,20.50,132.20,964,490,266,"8,166","4,649","3,517",285,-14,-406,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,,,"$19,511",Consumer Staples,
9378,BF.B,24.Q1,2.01,6.82,27.06,8.05,29.00,12.0,19.40,153.80,"1,069",289,285,"8,237","4,992","3,245",265,124,-189,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,,,"$19,511",Consumer Staples,
9379,BF.B,23.Q4,1.62,7.21,34.52,7.80,23.80,9.8,16.90,134.90,"1,107",339,242,"8,115","4,661","3,454",59,-17,-73,5.5,0.25,4.4,2.0,86.72,8.92,443.37,,,"$19,511",Consumer Staples,
9380,BF.B,23.Q3,1.59,6.96,44.24,10.14,24.10,10.0,17.50,142.20,"1,038",320,231,"8,086","4,748","3,338",38,-44,50,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,,,"$19,511",Consumer Staples,
9381,BF.B,23.Q2,1.63,6.82,39.84,9.55,25.80,10.8,18.90,138.00,"1,046",300,207,"7,777","4,509","3,268",230,-55,-229,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,,,"$19,511",Consumer Staples,
9382,BF.B,23.Q1,1.51,6.34,43.88,10.50,25.00,10.6,18.80,155.20,"1,081",297,100,"7,754","4,716","3,038",94,"-1,242",467,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,,,"$19,511",Consumer Staples,
9383,BF.B,22.Q4,1.84,6.35,36.77,10.72,31.90,13.6,23.00,125.40,"1,094",312,227,"6,852","3,812","3,040",143,-24,95,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,,,"$19,511",Consumer Staples,
9384,BF.B,22.Q3,1.86,5.86,39.73,12.67,32.60,13.9,23.00,132.30,"1,007",337,249,"6,521","3,714","2,807",173,-34,-94,1.75,1.25,0.3,1.3,108.08,12.49,389.8,,,"$19,511",Consumer Staples,
9385,BF.B,22.Q2,1.74,5.71,38.55,11.80,30.90,13.0,21.90,132.80,996,304,151,"6,373","3,636","2,737",253,-64,-108,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,,,"$19,511",Consumer Staples,
9386,BF.B,22.Q1,1.68,5.26,40.01,12.82,29.90,12.4,20.50,147.20,"1,037",343,259,"6,226","3,707","2,519",348,-28,-568,0.25,0.0,7.4,3.9,80.0,10.0,453.42,,,"$19,511",Consumer Staples,
9387,BF.B,21.Q4,1.59,6.10,42.39,11.12,28.60,11.7,19.00,126.30,994,321,236,"6,616","3,693","2,923",150,-20,-221,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,,,"$19,511",Consumer Staples,
9388,BF.B,21.Q3,1.6,5.60,44.04,12.66,30.20,11.9,19.20,145.20,906,295,192,"6,579","3,896","2,683",185,-15,-141,0.25,0.0,6.4,0.8,66.0,6.0,422.6,,,"$19,511",Consumer Staples,
9389,BF.B,21.Q2,1.88,5.55,40.44,13.75,37.30,14.1,20.90,145.60,812,166,120,"6,522","3,866","2,656",245,-22,-191,0.25,0.0,5.6,1.2,60.0,14.5,383.63,,,"$19,511",Consumer Staples,
9390,BF.B,21.Q1,1.89,5.16,37.65,13.90,40.50,14.7,21.40,163.20,911,272,219,"6,495","4,027","2,468",289,-27,-139,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,,,"$19,511",Consumer Staples,
9391,BF.B,20.Q4,1.92,5.02,36.14,13.88,43.30,15.5,21.90,164.30,985,331,240,"6,350","3,947","2,403",192,-15,-118,0.25,0.0,35.2,63.9,42.9,12.4,342.57,,,"$19,511",Consumer Staples,
9392,BF.B,20.Q3,2.01,4.50,34.36,15.42,47.80,16.8,22.40,188.00,753,255,324,"6,191","4,041","2,150",91,162,-37,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,,,"$19,511",Consumer Staples,
9393,BF.B,20.Q2,1.72,4.13,35.96,15.06,43.60,14.9,20.10,191.90,709,211,128,"5,766","3,791","1,975",215,-30,235,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,,,"$19,511",Consumer Staples,
9394,BF.B,20.Q1,1.79,4.20,37.67,16.12,47.30,15.9,21.10,175.20,899,300,231,"5,518","3,513","2,005",322,-36,-243,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,,,"$19,511",Consumer Staples,
9395,BF.B,19.Q4,1.78,4.07,36.64,16.11,50.60,16.1,21.50,185.90,989,349,282,"5,553","3,611","1,942",115,-32,-157,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,,,"$19,511",Consumer Staples,
9396,BF.B,19.Q3,1.71,3.48,31.86,15.73,52.10,15.8,21.50,220.00,766,242,186,"5,322","3,659","1,663",72,-43,-26,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,,,"$19,511",Consumer Staples,
9397,BF.B,19.Q2,1.73,3.45,30.45,15.44,55.60,16.3,22.00,212.00,744,226,159,"5,139","3,492","1,647",223,-33,-141,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,,,"$19,511",Consumer Staples,
9398,BF.B,19.Q1,1.63,3.13,28.67,15.10,55.40,15.5,20.60,245.80,904,319,227,"5,163","3,670","1,493",305,-29,-215,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,,,"$19,511",Consumer Staples,
9399,BF.B,18.Q4,1.55,3.11,29.77,14.89,55.70,14.8,21.90,244.00,910,327,249,"5,149","3,652","1,497",146,-32,-121,2.25,0.0,2.5,0.0,73.76,0.0,290.72,,,"$19,511",Consumer Staples,
9400,LDOS,24.Q3,8.78,34.25,17.95,4.66,27.40,9.3,24.60,187.90,"4,190",506,364,"13,338","8,671","4,614",656,-23,-257,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,183.2,16903900.0,"$19,322",Aerospace,376.0
9401,LDOS,24.Q2,3.19,32.95,45.24,4.43,10.20,3.4,12.50,188.50,"4,132",467,322,"12,909","8,399","4,455",374,-21,-159,5.5,0.0,3.0,1.4,85.26,3.96,534.01,144.4,19426100.0,"$19,322",Aerospace,376.0
9402,LDOS,24.Q1,2.32,31.36,55.45,4.18,7.50,2.5,10.20,199.70,"3,975",408,284,"12,817","8,504","4,258",63,-12,-228,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,140.2,20932800.0,"$19,322",Aerospace,376.0
9403,LDOS,23.Q4,1.44,30.55,74.79,3.54,4.60,1.5,8.10,200.80,"3,980",352,229,"12,695","8,437","4,201",304,-76,-245,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,110.5,13803100.0,"$19,322",Aerospace,376.0
9404,LDOS,23.Q3,1.04,30.19,86.11,3.05,3.40,1.1,7.10,206.30,"3,921",-344,-399,"12,757","8,554","4,146",795,-52,-249,5.5,0.25,4.4,2.0,86.72,8.92,443.37,99.1,15343500.0,"$19,322",Aerospace,376.0
9405,LDOS,23.Q2,5.12,33.51,17.14,2.64,16.30,5.4,16.10,182.10,"3,838",324,207,"13,026","8,373","4,597",164,-44,-164,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,93.5,15605900.0,"$19,322",Aerospace,376.0
9406,LDOS,23.Q1,4.86,32.20,18.76,2.86,16.00,5.2,15.90,196.60,"3,699",259,162,"13,132","8,668","4,409",-98,-39,-57,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,93.3,12537500.0,"$19,322",Aerospace,376.0
9407,LDOS,22.Q4,4.96,31.45,20.99,3.35,16.80,5.3,16.30,202.80,"3,697",258,177,"13,071","8,718","4,299",125,-258,-135,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,98.8,17674800.0,"$19,322",Aerospace,376.0
9408,LDOS,22.Q3,4.88,29.93,17.51,2.92,16.70,5.2,15.90,219.30,"3,608",277,162,"13,099","8,960","4,086",729,-26,-217,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,101.6,12829800.0,"$19,322",Aerospace,376.0
9409,LDOS,22.Q3,5.14,29.30,19.31,3.50,17.70,5.5,15.90,220.50,"3,597",268,171,"12,887","8,830","4,004",45,-8,6,1.75,1.25,0.3,1.3,108.08,12.49,389.8,101.6,12829800.0,"$19,322",Aerospace,376.0
9410,LDOS,22.Q2,5.08,28.15,21.05,3.85,17.60,5.5,15.50,228.10,"3,494",273,175,"13,030","9,022","3,955",93,-21,-519,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,107.0,12626600.0,"$19,322",Aerospace,376.0
9411,LDOS,21.Q4,5.27,30.58,16.57,2.91,18.30,5.8,16.10,207.80,"3,491",264,174,"13,261","8,917","4,291",212,-37,-69,0.25,0.0,7.4,3.9,80.0,10.0,453.42,89.4,20657000.0,"$19,322",Aerospace,376.0
9412,LDOS,21.Q4,5.4,29.07,17.77,3.35,19.40,6.0,16.60,221.50,"3,483",300,205,"13,281","9,115","4,115",565,-53,-209,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,89.4,20657000.0,"$19,322",Aerospace,376.0
9413,LDOS,21.Q3,5.1,28.99,19.76,3.54,18.80,5.8,16.60,216.80,"3,448",265,169,"13,035","8,887","4,099",17,-396,313,0.25,0.0,6.4,0.8,66.0,6.0,422.6,100.0,12585200.0,"$19,322",Aerospace,376.0
9414,LDOS,21.Q2,4.98,27.72,19.06,3.48,19.10,5.8,16.80,220.10,"3,315",303,205,"12,638","8,658","3,933",239,-244,-148,0.25,0.0,5.6,1.2,60.0,14.5,383.63,106.4,12037700.0,"$19,322",Aerospace,376.0
9415,LDOS,21.Q1,4.36,27.14,23.82,3.87,17.40,5.2,16.50,223.70,"3,252",295,197,"12,511","8,640","3,862",-52,-101,98,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,101.3,18228900.0,"$19,322",Aerospace,376.0
9416,LDOS,20.Q4,4.26,26.06,21.00,3.47,17.50,5.5,18.00,231.20,"3,242",261,163,"12,285","8,570","3,706",592,-15,-517,0.25,0.0,35.2,63.9,42.9,12.4,342.57,106.1,13401200.0,"$19,322",Aerospace,376.0
9417,LDOS,20.Q3,4.24,24.91,21.81,3.76,18.00,5.8,19.40,243.00,"2,914",242,153,"12,143","8,596","3,538",422,"-1,014",709,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,83.0,16798800.0,"$19,322",Aerospace,376.0
9418,LDOS,20.Q2,4.11,23.73,20.97,3.71,17.70,6.1,21.00,227.40,"2,889",186,115,"10,988","7,629","3,355",372,"-1,685","1,161",1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,95.2,23332600.0,"$19,322",Aerospace,376.0
9419,LDOS,20.Q1,4.6,24.11,21.11,4.13,20.00,7.1,23.50,174.30,"2,954",259,181,"9,367","5,950","3,413",169,-54,-144,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,98.8,26070300.0,"$19,322",Aerospace,376.0
9420,LDOS,19.Q3,4.58,22.57,18.14,3.77,20.40,7.3,22.00,189.80,"2,835",243,161,"9,410","6,160","3,246",349,-102,-204,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,86.2,27799900.0,"$19,322",Aerospace,376.0
9421,LDOS,19.Q2,4.43,23.29,17.45,3.43,19.70,7.3,21.50,177.60,"2,728",204,136,"9,327","5,965","3,359",186,-16,-64,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,82.1,18054400.0,"$19,322",Aerospace,376.0
9422,LDOS,19.Q1,4.44,22.54,14.02,2.84,19.80,7.5,21.80,184.10,"2,577",188,189,"9,360","6,063","3,294",288,237,-297,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,73.5,19577300.0,"$19,322",Aerospace,376.0
9423,LDOS,18.Q4,3.8,22.09,13.51,2.37,17.10,6.6,19.20,165.00,"2,647",182,188,"8,770","5,459","3,308",104,-20,-290,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,58.0,15259400.0,"$19,322",Aerospace,376.0
9424,LDOS,18.Q3,3.29,22.95,20.53,3.01,14.80,5.7,16.60,157.80,"2,575",199,147,"8,908","5,451","3,454",371,15,-134,2.25,0.0,2.5,0.0,73.76,0.0,290.72,64.8,21952500.0,"$19,322",Aerospace,376.0
9425,ERIE,24.Q3,10.69,42.17,44.59,12.80,31.20,21.1,41.00,47.00,"1,000",180,160,"2,864",916,"1,948",199,-91,-58,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,448.8,3247000.0,"$19,238",Finance,377.0
9426,ERIE,24.Q2,10.14,39.59,31.56,9.15,31.10,21.0,40.10,47.20,990,190,164,"2,692",863,"1,829",131,-53,-53,5.5,0.0,3.0,1.4,85.26,3.96,534.01,441.1,1330300.0,"$19,238",Finance,377.0
9427,ERIE,24.Q1,9.26,37.37,38.30,10.75,29.60,19.9,37.90,48.10,881,139,125,"2,556",830,"1,726",87,-27,-59,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,382.7,1362600.0,"$19,238",Finance,377.0
9428,ERIE,23.Q4,8.53,36.00,34.68,9.30,28.30,18.9,36.00,48.70,818,127,111,"2,472",809,"1,663",148,-52,-55,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,345.8,2913200.0,"$19,238",Finance,377.0
9429,ERIE,23.Q3,7.66,34.90,33.87,8.42,26.30,17.4,33.20,48.60,859,148,131,"2,395",783,"1,612",53,-37,-55,5.5,0.25,4.4,2.0,86.72,8.92,443.37,276.2,2693200.0,"$19,238",Finance,377.0
9430,ERIE,23.Q2,6.76,33.45,27.41,6.28,24.30,15.8,30.30,50.50,840,134,118,"2,326",781,"1,545",132,-56,-55,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,222.0,1893600.0,"$19,238",Finance,377.0
9431,ERIE,23.Q1,6.04,32.19,33.84,7.20,22.50,14.3,27.30,49.60,752,111,86,"2,224",737,"1,487",48,-12,-55,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,217.3,1625900.0,"$19,238",Finance,377.0
9432,ERIE,22.Q4,5.71,31.36,38.48,7.93,21.80,13.5,25.50,54.60,701,81,65,"2,239",791,"1,448",128,-32,-52,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,244.4,2522100.0,"$19,238",Finance,377.0
9433,ERIE,22.Q3,5.5,29.37,35.64,7.57,21.50,13.1,24.30,60.50,741,106,84,"2,178",821,"1,357",132,-33,-92,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,257.0,1460700.0,"$19,238",Finance,377.0
9434,ERIE,22.Q2,5.61,29.00,30.19,6.63,22.20,13.2,24.80,62.80,726,104,80,"2,180",841,"1,339",83,-28,-105,1.75,1.25,0.3,1.3,108.08,12.49,389.8,203.4,1278000.0,"$19,238",Finance,377.0
9435,ERIE,22.Q1,5.59,28.88,27.78,6.10,22.50,13.2,24.60,66.70,672,84,69,"2,224",890,"1,334",24,-14,-52,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,160.3,1608100.0,"$19,238",Finance,377.0
9436,ERIE,21.Q4,5.69,29.06,29.88,6.63,23.40,13.6,25.40,67.00,636,62,55,"2,242",900,"1,342",139,-142,-49,0.25,0.0,7.4,3.9,80.0,10.0,453.42,184.1,1339700.0,"$19,238",Finance,377.0
9437,ERIE,21.Q3,5.84,27.86,26.97,6.40,24.80,14.2,26.30,73.80,688,95,90,"2,237",950,"1,287",136,-8,-49,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,205.8,1332400.0,"$19,238",Finance,377.0
9438,ERIE,21.Q2,5.83,26.96,29.32,7.17,24.90,14.3,26.30,73.80,680,85,79,"2,164",919,"1,245",94,-25,-49,0.25,0.0,6.4,0.8,66.0,6.0,422.6,184.9,1090600.0,"$19,238",Finance,377.0
9439,ERIE,21.Q1,5.89,26.16,33.18,8.45,25.40,14.5,27.20,73.70,630,76,74,"2,099",891,"1,208",33,-11,-49,0.25,0.0,5.6,1.2,60.0,14.5,383.63,214.0,1215500.0,"$19,238",Finance,377.0
9440,ERIE,20.Q4,5.61,25.72,38.68,9.55,24.70,14.1,27.00,78.20,609,65,63,"2,117",929,"1,188",108,-25,-139,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,243.1,1190100.0,"$19,238",Finance,377.0
9441,ERIE,20.Q3,5.55,27.00,33.48,7.79,24.70,14.1,27.90,73.10,653,96,89,"2,159",912,"1,247",107,-103,-45,0.25,0.0,35.2,63.9,42.9,12.4,342.57,232.9,1539400.0,"$19,238",Finance,377.0
9442,ERIE,20.Q2,5.64,25.85,30.04,7.42,25.90,14.7,30.10,74.40,657,91,82,"2,083",889,"1,194",107,-33,-45,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,210.1,980800.0,"$19,238",Finance,377.0
9443,ERIE,20.Q1,5.75,24.18,22.76,6.13,27.10,15.4,31.80,75.20,617,86,59,"1,957",841,"1,117",20,-83,-45,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,178.1,2718700.0,"$19,238",Finance,377.0
9444,ERIE,19.Q4,6.06,24.53,24.20,6.77,29.30,16.5,35.00,77.90,597,69,60,"2,016",883,"1,133",127,-92,-42,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,166.5,1914300.0,"$19,238",Finance,377.0
9445,ERIE,19.Q3,6.11,24.23,26.84,7.66,30.70,17.2,36.60,76.40,639,106,94,"1,975",855,"1,119",123,-74,-42,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,184.3,3363800.0,"$19,238",Finance,377.0
9446,ERIE,19.Q2,5.85,23.02,38.41,11.05,30.80,16.9,36.10,77.70,648,97,88,"1,890",826,"1,063",90,-22,-42,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,222.8,3550900.0,"$19,238",Finance,377.0
9447,ERIE,19.Q1,5.69,21.95,27.69,8.13,31.40,17.0,36.10,77.50,594,86,75,"1,799",786,"1,014",24,64,-42,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,189.3,2102700.0,"$19,238",Finance,377.0
9448,ERIE,18.Q4,5.51,21.08,21.37,6.32,31.90,17.0,35.00,82.60,576,75,62,"1,778",805,974,89,-28,-39,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,146.4,1036500.0,"$19,238",Finance,377.0
9449,ERIE,18.Q3,4.93,19.94,22.84,6.40,29.50,15.5,33.70,91.00,612,97,80,"1,760",838,921,133,-47,-39,2.25,0.0,2.5,0.0,73.76,0.0,290.72,129.7,819500.0,"$19,238",Finance,377.0
9450,CFG,24.Q3,2.55,55.83,15.82,0.74,4.80,0.5,0.70,781.20,"1,729",470,344,0,"194,774","24,932",130,161,"-1,147",5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,42.1,111342000.0,"$19,148",Finance,378.0
9451,CFG,24.Q2,2.63,52.56,13.44,0.69,5.10,0.5,0.70,821.40,"1,781",480,357,0,"196,069","23,869",834,179,-841,5.5,0.0,3.0,1.4,85.26,3.96,534.01,42.7,143255100.0,"$19,148",Finance,378.0
9452,CFG,24.Q1,2.77,51.50,12.74,0.70,5.50,0.6,0.80,827.80,"1,788",430,304,0,"196,687","23,761",554,"1,039","-1,622",5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,34.1,115186300.0,"$19,148",Finance,378.0
9453,CFG,23.Q4,3.13,51.24,10.36,0.64,6.30,0.7,0.90,811.90,"1,817",205,159,0,"197,622","24,342",670,225,"-4,667",5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,32.7,119310900.0,"$19,148",Finance,378.0
9454,CFG,23.Q3,4.03,48.73,6.48,0.55,8.30,0.9,1.10,884.70,"1,842",549,400,0,"202,392","22,878","1,015",382,"2,436",5.5,0.25,4.4,2.0,86.72,8.92,443.37,23.4,136730800.0,"$19,148",Finance,378.0
9455,CFG,23.Q2,4.41,49.19,5.83,0.54,9.10,1.0,1.30,845.80,"1,918",612,444,0,"199,481","23,585",122,"3,149",322,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,32.3,137589800.0,"$19,148",Finance,378.0
9456,CFG,23.Q1,4.16,49.85,7.17,0.61,8.60,0.9,1.20,818.40,"1,960",664,488,0,"198,055","24,201","1,154","1,492","-5,219",2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,30.9,176411500.0,"$19,148",Finance,378.0
9457,CFG,22.Q4,4.1,49.77,9.89,0.82,8.40,0.9,1.20,857.10,"2,068",828,621,0,"203,043","23,690","1,441",-158,"1,104",4.5,2.0,3.4,0.7,84.88,-12.03,393.28,43.3,82611200.0,"$19,148",Finance,378.0
9458,CFG,22.Q3,4.0,46.70,9.27,0.74,7.90,0.9,1.20,870.70,"2,054",813,611,0,"201,538","23,146","3,000",883,"-2,237",2.5,0.75,2.7,2.4,96.91,-11.17,406.6,40.9,98494300.0,"$19,148",Finance,378.0
9459,CFG,22.Q2,3.95,49.50,10.22,0.73,7.40,0.9,1.20,831.90,"1,783",478,332,0,"202,384","24,328","-1,876","-9,448","7,902",1.75,1.25,0.3,1.3,108.08,12.49,389.8,38.0,84075800.0,"$19,148",Finance,378.0
9460,CFG,22.Q1,4.72,52.26,9.50,0.87,8.70,1.1,1.50,770.20,"1,642",536,396,0,"170,023","22,074","1,554","-3,914","3,138",0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,39.4,187069900.0,"$19,148",Finance,378.0
9461,CFG,21.Q4,5.16,55.02,9.13,0.86,9.50,1.2,1.60,704.50,"1,745",684,498,0,"164,989","23,420","1,105","-7,499","1,836",0.25,0.0,7.4,3.9,80.0,10.0,453.42,51.5,121186900.0,"$19,148",Finance,378.0
9462,CFG,21.Q3,4.98,54.97,9.39,0.86,9.30,1.1,1.60,698.40,"1,692",681,504,0,"163,584","23,423","1,280","-1,284","1,079",0.25,0.0,3.5,-2.9,70.0,4.0,453.08,47.4,87291800.0,"$19,148",Finance,378.0
9463,CFG,21.Q2,4.48,54.46,10.19,0.84,8.40,1.0,1.40,697.90,"1,822",831,616,0,"161,905","23,199",580,-631,"-1,968",0.25,0.0,6.4,0.8,66.0,6.0,422.6,42.2,100665400.0,"$19,148",Finance,378.0
9464,CFG,21.Q1,3.57,53.18,12.30,0.83,6.80,0.8,1.10,726.50,"1,799",781,588,0,"164,564","22,653",-690,"-1,072","3,689",0.25,0.0,5.6,1.2,60.0,14.5,383.63,46.3,96126800.0,"$19,148",Finance,378.0
9465,CFG,20.Q4,2.22,53.09,16.08,0.67,4.20,0.5,0.70,708.70,"1,583",571,424,0,"160,676","22,673",866,-637,"3,288",0.25,0.0,4.4,-30.8,45.5,2.6,369.85,36.4,81161900.0,"$19,148",Finance,378.0
9466,CFG,20.Q3,2.22,52.64,11.32,0.48,4.30,0.5,0.70,697.70,"1,363",375,289,0,"156,759","22,469",658,"2,100",-988,0.25,0.0,35.2,63.9,42.9,12.4,342.57,27.2,101376200.0,"$19,148",Finance,378.0
9467,CFG,20.Q2,2.51,52.55,9.83,0.48,5.00,0.6,0.80,702.40,"1,286",307,225,155,"157,456","22,418",-86,"1,169","2,305",0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,24.8,106652100.0,"$19,148",Finance,378.0
9468,CFG,20.Q1,2.93,51.32,6.16,0.37,5.90,0.8,1.00,705.10,"1,057",45,12,0,"154,769","21,950","-1,327","-8,768","10,767",1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,22.4,143469700.0,"$19,148",Finance,378.0
9469,CFG,19.Q4,3.81,49.37,10.28,0.80,7.80,1.1,1.30,646.50,"1,527",541,427,0,"143,532","22,201",727,"-2,089",906,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,37.3,91199800.0,"$19,148",Finance,378.0
9470,CFG,19.Q3,3.79,49.03,9.08,0.72,8.10,1.1,1.30,652.20,"1,537",564,432,206,"142,511","21,851",393,-498,912,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,35.2,101675100.0,"$19,148",Finance,378.0
9471,CFG,19.Q2,3.73,48.06,9.29,0.74,8.20,1.1,1.30,639.20,"1,531",580,435,257,"140,732","22,017",105,183,311,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,37.3,102968100.0,"$19,148",Finance,378.0
9472,CFG,19.Q1,3.66,46.73,8.62,0.70,8.40,1.1,1.30,649.30,"1,503",566,424,93,"139,811","21,531",472,"-1,471",-639,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,36.2,98873700.0,"$19,148",Finance,378.0
9473,CFG,18.Q4,3.52,43.48,8.22,0.67,8.30,1.1,1.30,671.10,"1,508",557,450,0,"139,701","20,817",560,"-2,014","1,537",2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,33.9,113204600.0,"$19,148",Finance,378.0
9474,CFG,18.Q3,3.9,42.60,9.62,0.91,9.40,1.2,1.30,682.20,"1,486",576,436,381,"138,322","20,276",-208,"-1,690","2,024",2.25,0.0,2.5,0.0,73.76,0.0,290.72,37.3,134259500.0,"$19,148",Finance,378.0
9475,LH,24.Q3,5.26,97.31,43.09,2.30,5.40,2.5,8.50,127.60,"3,282",254,169,"18,613","10,427","8,170",277,-579,"1,548",5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,228.3,13341800.0,"$19,121",Medical,379.0
9476,LH,24.Q2,5.37,94.98,38.16,2.14,5.70,2.7,9.20,108.60,"3,221",295,205,"16,712","8,692","8,006",561,-185,-210,5.5,0.0,3.0,1.4,85.26,3.96,534.01,215.4,11679900.0,"$19,121",Medical,379.0
9477,LH,24.Q1,5.06,94.64,42.42,2.31,5.30,2.6,8.50,107.50,"3,177",321,228,"16,531","8,556","7,960",-30,-393,-12,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,201.4,18128000.0,"$19,121",Medical,379.0
9478,LH,23.Q4,4.77,92.76,46.17,2.45,4.80,2.3,7.90,112.20,"3,033",-123,-167,"16,725","8,835","7,875",580,-331,-447,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,222.3,14375700.0,"$19,121",Medical,379.0
9479,LH,23.Q3,7.57,88.86,26.94,2.26,7.10,3.5,8.80,114.20,"3,057",252,183,"16,886","8,994","7,873",276,-488,"-1,097",5.5,0.25,4.4,2.0,86.72,8.92,443.37,199.7,18135400.0,"$19,121",Medical,379.0
9480,LH,23.Q2,9.36,99.15,25.74,2.43,8.50,4.3,9.90,101.50,"3,034",266,189,"17,719","8,914","8,785",351,-254,"1,545",5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,213.9,15150000.0,"$19,121",Medical,379.0
9481,LH,23.Q1,11.11,116.85,20.30,1.96,9.80,5.0,11.50,95.10,"3,038",330,213,"20,200","9,839","10,342",121,-100,-61,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,194.8,12564913.0,"$19,121",Medical,379.0
