,Ticker,Quarter,EPS,BPS,PER,PBR,ROE,ROA,ROIC,Debt_ratio,매출액,영업이익,순이익,자산총액,부채총액,자본총액,영업활동,투자활동,재무활동,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500,close,volume,Market Cap,Sector,index
969,MS,19.Q4,5.19,50.43,9.72,1.02,10.40,1.0,1.10,996.60,"10,976","2,894","2,239","197,834","812,732","81,549",-136,"-7,840","9,214",1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,52.3,226791900.0,"$198,866",Finance,38.0
970,MS,19.Q3,4.7,50.84,9.06,0.87,9.60,0.9,1.00,996.60,"10,032","2,710","2,173","197,834","812,732","81,549","13,337","-7,899","-3,919",2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,46.0,231980600.0,"$198,866",Finance,38.0
971,MS,19.Q2,4.6,49.91,9.51,0.90,9.60,0.9,1.10,996.60,"10,244","2,903","2,201","197,834","812,732","81,549","10,531","-10,595","-1,397",2.5,0.0,2.4,-0.1,66.7,3.6,293.0,44.6,182721700.0,"$198,866",Finance,38.0
972,MS,19.Q1,4.67,49.19,9.03,0.88,9.90,0.9,1.10,996.60,"10,286","2,955","2,429","197,834","812,732","81,549","17,041","-7,227","-15,864",2.5,0.0,2.5,1.9,63.1,-1.93,282.48,48.2,242779700.0,"$198,866",Finance,38.0
973,MS,18.Q4,4.73,46.98,8.30,0.85,10.30,1.0,1.20,962.20,"8,548","1,857","1,531","179,559","772,125","80,246","-7,179","-8,815","10,843",2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,42.3,314950600.0,"$198,866",Finance,38.0
974,MS,18.Q3,4.2,47.29,11.08,1.01,9.30,0.9,1.20,962.20,"9,872","2,851","2,112","179,559","772,125","80,246","14,565","-4,763","1,536",2.25,0.0,2.5,0.0,73.76,0.0,290.72,45.7,313771700.0,"$198,866",Finance,38.0
975,ABT,24.Q3,3.29,23.01,34.40,4.96,14.70,7.9,20.80,85.80,"10,635","1,859","1,646","74,356","34,328","40,028","2,705",-594,"-1,576",5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,113.4,114207200.0,"$198,127",Medical,39.0
976,ABT,24.Q2,3.17,22.70,32.53,4.57,14.30,7.6,20.20,84.60,"10,377","1,669","1,302","73,017","33,457","39,560","1,960",-453,-791,5.5,0.0,3.0,1.4,85.26,3.96,534.01,105.9,168901900.0,"$198,127",Medical,39.0
977,ABT,24.Q1,3.21,22.44,35.03,5.05,14.70,7.7,20.50,85.60,"9,964","1,386","1,225","72,467","33,424","39,043","1,025",-425,"-1,176",5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,106.0,116327500.0,"$198,127",Medical,39.0
978,ABT,23.Q4,3.26,22.31,33.39,4.92,15.10,7.8,21.00,88.60,"10,241","1,780","1,594","73,214","34,387","38,827","3,038",-824,"-2,052",5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,113.2,112974400.0,"$198,127",Medical,39.0
979,ABT,23.Q3,2.94,21.68,32.56,4.46,13.80,7.0,20.00,91.30,"10,143","1,647","1,436","72,090","34,396","37,694","1,877",-634,"-2,340",5.5,0.25,4.4,2.0,86.72,8.92,443.37,94.6,154056800.0,"$198,127",Medical,39.0
980,ABT,23.Q2,2.93,21.49,36.73,5.07,14.00,7.0,20.50,96.10,"9,978","1,542","1,375","73,354","35,950","37,404","1,203","-1,213","-1,289",5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,111.3,97307900.0,"$198,127",Medical,39.0
981,ABT,23.Q1,3.29,21.38,30.32,4.73,15.80,7.9,22.50,98.20,"9,747","1,509","1,318","73,794","36,562","37,232","1,143",-462,"-1,410",2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,110.5,111525900.0,"$198,127",Medical,39.0
982,ABT,22.Q4,3.91,21.05,27.61,5.19,19.10,9.4,26.10,101.70,"10,091","1,304","1,033","74,438","37,533","36,905","2,326",-632,"-1,457",4.5,2.0,3.4,0.7,84.88,-12.03,393.28,110.6,102767600.0,"$198,127",Medical,39.0
983,ABT,22.Q3,4.43,20.47,21.48,4.72,21.90,10.7,28.60,102.90,"10,410","1,770","1,435","72,801","36,917","35,884","2,780",-484,"-1,543",2.5,0.75,2.7,2.4,96.91,-11.17,406.6,98.9,154040800.0,"$198,127",Medical,39.0
984,ABT,22.Q2,4.79,20.93,22.24,5.18,23.90,11.5,30.70,102.10,"11,257","2,376","2,018","74,202","37,486","36,716","2,410",-264,-813,1.75,1.25,0.3,1.3,108.08,12.49,389.8,108.8,93492900.0,"$198,127",Medical,39.0
985,ABT,22.Q1,4.31,20.22,27.02,5.86,22.00,10.4,28.10,107.70,"11,895","2,912","2,447","74,007","38,378","35,629","2,065",-360,"-3,823",0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,113.5,102385000.0,"$198,127",Medical,39.0
986,ABT,21.Q4,3.94,20.30,35.20,6.91,20.40,9.6,26.10,108.70,"11,468","2,378","1,989","75,196","39,172","36,024","3,067",-671,"-1,886",0.25,0.0,7.4,3.9,80.0,10.0,453.42,127.5,155539600.0,"$198,127",Medical,39.0
987,ABT,21.Q3,4.03,19.52,28.91,6.05,21.40,9.9,26.40,113.00,"10,928","2,546","2,100","73,795","39,157","34,638","2,701",-651,"-1,377",0.25,0.0,3.5,-2.9,70.0,4.0,453.08,128.9,110081300.0,"$198,127",Medical,39.0
988,ABT,21.Q2,3.55,19.13,32.31,6.05,19.30,8.9,23.00,115.30,"10,223","1,392","1,189","73,269","39,240","34,029","2,128",-264,"-1,264",0.25,0.0,6.4,0.8,66.0,6.0,422.6,121.0,99473100.0,"$198,127",Medical,39.0
989,ABT,21.Q1,3.19,19.02,37.09,6.28,17.70,8.1,20.50,115.40,"10,456","2,109","1,793","72,785","38,997","33,788","2,637",-422,-967,0.25,0.0,5.6,1.2,60.0,14.5,383.63,120.1,106577900.0,"$198,127",Medical,39.0
990,ABT,20.Q4,2.5,18.61,43.17,5.88,14.30,6.5,16.60,119.80,"10,701","2,432","2,162","72,548","39,545","33,003","3,798",-731,-787,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,123.6,108930500.0,"$198,127",Medical,39.0
991,ABT,20.Q3,1.89,17.81,56.97,6.10,10.90,5.0,13.50,118.50,"8,853","1,495","1,232","69,043","37,448","31,595","2,066",-472,"-1,915",0.25,0.0,35.2,63.9,42.9,12.4,342.57,105.1,102805400.0,"$198,127",Medical,39.0
992,ABT,20.Q2,1.73,17.37,52.00,5.25,10.00,4.6,12.80,123.30,"7,328",672,537,"68,776","37,978","30,798","1,322",-619,658,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,100.6,104582100.0,"$198,127",Medical,39.0
993,ABT,20.Q1,1.99,17.20,38.88,4.57,11.40,5.3,14.70,119.50,"7,726",758,564,"66,777","36,350","30,427",715,-393,-735,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,92.1,235185700.0,"$198,127",Medical,39.0
994,ABT,19.Q4,2.06,17.70,41.66,4.91,11.70,5.4,14.60,116.90,"8,314","1,389","1,049","67,887","36,586","31,301","2,416",-489,"-2,185",1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,87.1,119657000.0,"$198,127",Medical,39.0
995,ABT,19.Q3,1.84,18.07,44.92,4.62,10.50,4.8,13.70,114.10,"8,076","1,198",960,"68,539","36,520","32,019","1,948",-432,-513,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,83.6,111637800.0,"$198,127",Medical,39.0
996,ABT,19.Q2,1.63,18.03,51.25,4.65,9.30,4.2,12.70,114.50,"7,979","1,206","1,006","68,427","36,533","31,894","1,060",-498,-449,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,87.1,103737300.0,"$198,127",Medical,39.0
997,ABT,19.Q1,1.48,17.65,53.55,4.51,8.50,3.8,11.90,117.20,"7,535",739,672,"67,610","36,481","31,129",712,-396,"-1,142",2.5,0.0,2.5,1.9,63.1,-1.93,282.48,79.6,118461000.0,"$198,127",Medical,39.0
998,ABT,18.Q4,1.33,17.48,53.65,4.14,7.60,3.4,11.30,118.60,"7,765","1,165",654,"67,173","36,451","30,722","1,765",-496,"-4,776",2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,73.0,157850300.0,"$198,127",Medical,39.0
999,ABT,18.Q3,0.49,17.56,145.26,4.17,2.80,1.2,9.90,131.80,"7,656",995,563,"71,637","40,739","30,898","2,183",-323,"2,471",2.25,0.0,2.5,0.0,73.76,0.0,290.72,68.9,182684600.0,"$198,127",Medical,39.0
1000,ADBE,24.Q3,11.84,32.69,47.52,17.51,34.90,18.1,149.60,105.10,"5,408","1,992","1,684","29,830","15,285","14,545","2,021",-47,"-2,453",5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,478.1,61014000.0,"$196,844",Computer and Technology,40.0
1001,ADBE,24.Q2,11.13,33.06,39.23,13.42,32.50,17.3,151.80,102.20,"5,309","1,885","1,573","30,007","15,164","14,843","1,940",111,-642,5.5,0.0,3.0,1.4,85.26,3.96,534.01,551.7,51420600.0,"$196,844",Computer and Technology,40.0
1002,ADBE,24.Q1,10.46,34.13,53.75,16.69,30.70,16.6,152.10,86.00,"5,182",907,620,"28,751","13,291","15,460","1,174",66,"-2,128",5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,462.8,64948000.0,"$196,844",Computer and Technology,40.0
1003,ADBE,23.Q4,11.82,36.14,51.37,16.88,35.40,19.2,150.10,80.30,"5,048","1,743","1,483","29,779","13,261","16,518","1,597",153,"-1,217",5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,617.8,55343600.0,"$196,844",Computer and Technology,40.0
1004,ADBE,23.Q3,11.11,34.60,50.13,16.27,34.80,18.5,139.10,84.40,"4,890","1,697","1,403","29,090","13,314","15,776","1,873",145,-871,5.5,0.25,4.4,2.0,86.72,8.92,443.37,532.1,55818500.0,"$196,844",Computer and Technology,40.0
1005,ADBE,23.Q2,10.48,32.40,41.24,13.49,33.80,17.9,123.40,87.60,"4,816","1,624","1,295","27,838","13,000","14,838","2,139",322,"-1,080",5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,546.2,61164600.0,"$196,844",Computer and Technology,40.0
1006,ADBE,23.Q1,10.15,30.95,33.25,11.09,33.50,17.7,112.90,87.70,"4,655","1,586","1,247","26,667","12,461","14,206","1,693",156,"-2,014",2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,377.6,39097900.0,"$196,844",Computer and Technology,40.0
1007,ADBE,22.Q4,10.1,29.90,33.39,11.30,33.90,17.9,106.80,93.30,"4,525","1,505","1,176","27,165","13,114","14,051","2,325",-69,"-1,911",4.5,2.0,3.4,0.7,84.88,-12.03,393.28,370.3,48869800.0,"$196,844",Computer and Technology,40.0
1008,ADBE,22.Q3,10.14,30.65,35.80,11.99,33.80,18.1,99.60,86.10,"4,433","1,484","1,136","26,744","12,371","14,373","1,704",-103,"-1,060",2.5,0.75,2.7,2.4,96.91,-11.17,406.6,318.5,82411600.0,"$196,844",Computer and Technology,40.0
1009,ADBE,22.Q2,10.24,29.63,41.53,14.52,34.30,18.5,95.70,88.20,"4,386","1,529","1,178","26,326","12,341","13,985","2,040",-138,"-1,250",1.75,1.25,0.3,1.3,108.08,12.49,389.8,410.1,46401300.0,"$196,844",Computer and Technology,40.0
1010,ADBE,22.Q1,10.07,29.12,44.18,15.48,34.00,18.4,91.80,88.60,"4,262","1,580","1,266","25,976","12,201","13,775","1,769",-260,"-2,604",0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,396.0,54962600.0,"$196,844",Computer and Technology,40.0
1011,ADBE,21.Q4,10.02,31.02,60.84,19.83,34.10,18.6,87.80,84.10,"4,110","1,501","1,233","27,241","12,444","14,797","2,066","-1,739","-1,078",0.25,0.0,7.4,3.9,80.0,10.0,453.42,534.3,84110900.0,"$196,844",Computer and Technology,40.0
1012,ADBE,21.Q3,12.08,30.22,54.39,22.03,42.40,23.1,82.90,81.40,"3,935","1,441","1,212","26,144","11,730","14,414","1,404",-133,-899,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,650.4,44398000.0,"$196,844",Computer and Technology,40.0
1013,ADBE,21.Q2,11.53,28.98,43.20,17.41,42.60,23.0,79.20,84.70,"3,835","1,406","1,116","25,582","11,730","13,852","1,988",-107,"-1,080",0.25,0.0,6.4,0.8,66.0,6.0,422.6,621.6,33921000.0,"$196,844",Computer and Technology,40.0
1014,ADBE,21.Q1,11.48,28.28,37.91,15.58,45.10,23.9,74.80,84.40,"3,905","1,454","1,261","24,985","11,439","13,546","1,772","-1,558","-1,244",0.25,0.0,5.6,1.2,60.0,14.5,383.63,508.3,40867600.0,"$196,844",Computer and Technology,40.0
1015,ADBE,20.Q4,10.83,27.58,43.51,17.25,45.40,23.5,70.00,83.10,"3,424","1,215","2,250","24,284","11,020","13,264","1,782",-131,-940,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,458.8,57398700.0,"$196,844",Computer and Technology,40.0
1016,ADBE,20.Q3,7.94,24.40,64.16,21.15,35.40,18.0,84.30,91.40,"3,225","1,069",955,"22,414","10,701","11,713","1,436",-315,-414,0.25,0.0,35.2,63.9,42.9,12.4,342.57,447.1,48077600.0,"$196,844",Computer and Technology,40.0
1017,ADBE,20.Q2,7.58,22.62,50.36,17.12,35.10,17.7,103.50,98.50,"3,128","1,016","1,100","21,603","10,722","10,881","1,184",80,-901,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,444.3,54648000.0,"$196,844",Computer and Technology,40.0
1018,ADBE,20.Q1,6.6,21.71,51.48,15.90,31.40,15.8,137.00,102.70,"3,091",937,955,"21,214","10,749","10,465","1,325",-48,"-1,233",1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,353.6,73060300.0,"$196,844",Computer and Technology,40.0
1019,ADBE,19.Q4,6.0,21.67,50.78,14.23,29.10,14.8,156.50,97.20,"2,992",970,851,"20,762","10,232","10,530","1,377",-169,-766,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,351.1,44249000.0,"$196,844",Computer and Technology,40.0
1020,ADBE,19.Q3,5.62,21.08,49.71,13.48,28.20,14.2,110.10,95.80,"2,834",854,793,"20,055","9,812","10,243",922,-165,-624,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,277.9,60801100.0,"$196,844",Computer and Technology,40.0
1021,ADBE,19.Q2,5.35,20.35,49.85,13.31,27.90,14.5,87.20,98.00,"2,744",750,633,"19,666","9,734","9,932","1,110",10,-772,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,298.9,42485400.0,"$196,844",Computer and Technology,40.0
1022,ADBE,19.Q1,5.39,20.23,48.01,13.04,29.20,15.6,71.40,97.60,"2,601",695,674,"19,506","9,634","9,871","1,013",-132,-784,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,289.2,46806300.0,"$196,844",Computer and Technology,40.0
1023,ADBE,18.Q4,5.2,19.07,47.27,13.08,29.10,16.1,68.40,100.50,"2,465",720,678,"18,769","9,407","9,362","1,108","-3,139","1,925",2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,247.8,68179500.0,"$196,844",Computer and Technology,40.0
1024,ADBE,18.Q3,4.84,18.09,53.45,14.56,27.90,16.1,66.60,73.70,"2,291",719,666,"15,396","6,534","8,862",955,"-1,520",-672,2.25,0.0,2.5,0.0,73.76,0.0,290.72,245.8,106809200.0,"$196,844",Computer and Technology,40.0
1025,AMD,24.Q3,1.12,35.18,145.67,4.67,3.20,2.7,10.40,22.20,"6,819",724,771,"69,636","12,651","56,985",628,-138,-706,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,144.1,900788500.0,"$193,455",Computer and Technology,41.0
1026,AMD,24.Q2,0.83,34.94,193.64,4.64,2.40,2.0,7.60,20.10,"5,835",269,265,"67,886","11,348","56,538",593,386,"-1,056",5.5,0.0,3.0,1.4,85.26,3.96,534.01,144.5,1243397700.0,"$193,455",Computer and Technology,41.0
1027,AMD,24.Q1,0.69,34.75,261.32,5.19,2.00,1.6,5.80,20.80,"5,473",36,123,"67,895","11,697","56,198",521,-135,-129,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,158.4,1242532400.0,"$193,455",Computer and Technology,41.0
1028,AMD,23.Q4,0.53,34.63,278.85,4.26,1.50,1.3,4.60,21.50,"6,168",342,667,"67,885","11,993","55,892",381,150,-159,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,167.7,1955862700.0,"$193,455",Computer and Technology,41.0
1029,AMD,23.Q3,0.11,34.02,798.67,3.02,0.40,0.3,0.80,23.00,"5,800",224,299,"67,626","12,656","54,970",421,102,-803,5.5,0.25,4.4,2.0,86.72,8.92,443.37,98.5,1160901200.0,"$193,455",Computer and Technology,41.0
1030,AMD,23.Q3,-0.03,34.20,"-7,337.45",3.33,,,-1.90,23.30,"5,359",-20,27,"67,967","12,831","55,136",379,-438,75,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,98.5,1160901200.0,"$193,455",Computer and Technology,41.0
1031,AMD,23.Q2,0.22,33.95,399.83,2.89,0.70,0.6,2.40,23.70,"5,353",-145,-139,"67,634","12,940","54,694",486,"-1,237",-259,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,114.4,1141783400.0,"$193,455",Computer and Technology,41.0
1032,AMD,22.Q4,0.84,35.07,79.12,1.91,2.40,2.0,12.60,23.40,"5,599",-149,21,"67,580","12,830","54,750",567,"1,067",-197,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,75.2,1081467000.0,"$193,455",Computer and Technology,41.0
1033,AMD,22.Q3,1.66,33.77,48.27,2.01,5.30,4.2,29.00,24.30,"5,565",-64,66,"67,811","13,269","54,542",965,"-1,298","-1,233",2.5,0.75,2.7,2.4,96.91,-11.17,406.6,60.1,1961500500.0,"$193,455",Computer and Technology,41.0
1034,AMD,22.Q2,2.37,34.10,45.08,2.56,10.00,7.9,48.60,22.40,"6,550",526,447,"67,502","12,333","55,169","1,038",-928,114,1.75,1.25,0.3,1.3,108.08,12.49,389.8,94.5,1633255900.0,"$193,455",Computer and Technology,41.0
1035,AMD,22.Q1,2.68,39.72,42.30,2.59,17.60,13.4,61.70,20.90,"5,887",951,786,"66,915","11,582","55,333",995,"3,158","-1,948",0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,85.5,1719017900.0,"$193,455",Computer and Technology,41.0
1036,AMD,21.Q4,2.57,6.18,55.81,23.54,44.90,28.5,65.70,65.70,"4,826","1,207",974,"12,419","4,922","7,497",822,0,-727,0.25,0.0,7.4,3.9,80.0,10.0,453.42,114.2,1638612600.0,"$193,455",Computer and Technology,41.0
1037,AMD,21.Q3,3.25,5.88,32.33,17.98,59.90,38.9,56.20,56.30,"4,313",948,923,"11,153","4,017","7,136",849,-83,-949,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,120.2,930236100.0,"$193,455",Computer and Technology,41.0
1038,AMD,21.Q2,2.82,5.81,30.28,14.73,59.10,37.4,49.40,51.30,"3,850",831,710,"10,691","3,626","7,065",952,119,-211,0.25,0.0,6.4,0.8,66.0,6.0,422.6,106.2,1138187300.0,"$193,455",Computer and Technology,41.0
1039,AMD,21.Q1,2.37,5.34,32.52,14.48,59.20,35.4,41.20,55.10,"3,445",662,555,"10,047","3,570","6,477",898,-722,-8,0.25,0.0,5.6,1.2,60.0,14.5,383.63,81.6,986273800.0,"$193,455",Computer and Technology,41.0
1040,AMD,20.Q4,2.06,4.93,44.35,18.92,62.10,35.0,36.00,53.50,"3,244",570,"1,781","8,962","3,125","5,837",554,-294,35,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,85.6,997848700.0,"$193,455",Computer and Technology,41.0
1041,AMD,20.Q3,0.74,3.27,104.26,23.70,27.00,13.8,32.70,81.60,"2,801",449,390,"7,023","3,156","3,867",339,-549,-269,0.25,0.0,35.2,63.9,42.9,12.4,342.57,75.3,1181118000.0,"$193,455",Computer and Technology,41.0
1042,AMD,20.Q2,0.53,2.82,96.35,17.75,21.50,10.3,25.30,99.20,"1,932",173,157,"6,583","3,278","3,305",243,-36,238,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,77.4,1563684800.0,"$193,455",Computer and Technology,41.0
1043,AMD,20.Q1,0.43,2.60,111.87,17.94,19.60,8.8,20.80,93.10,"1,786",177,162,"5,864","2,827","3,037",-65,-73,2,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,52.4,1714615700.0,"$193,455",Computer and Technology,41.0
1044,AMD,19.Q4,0.3,2.59,150.81,18.19,15.70,6.4,15.40,113.20,"2,127",348,170,"6,028","3,201","2,827",442,-26,-107,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,47.0,1227882000.0,"$193,455",Computer and Technology,41.0
1045,AMD,19.Q3,0.19,1.98,149.17,14.33,11.70,4.2,9.20,141.40,"1,801",186,120,"5,253","3,077","2,176",234,57,-98,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,33.9,1067281800.0,"$193,455",Computer and Technology,41.0
1046,AMD,19.Q2,0.17,1.75,171.98,17.28,12.60,4.0,9.40,168.40,"1,531",59,35,"5,102","3,201","1,901",30,-7,-38,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,30.5,1155469400.0,"$193,455",Computer and Technology,41.0
1047,AMD,19.Q1,0.25,1.71,94.32,14.35,21.50,6.1,13.70,175.80,"1,272",38,16,"4,931","3,143","1,788",-213,-173,286,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,27.6,1275793800.0,"$193,455",Computer and Technology,41.0
1048,AMD,18.Q4,0.32,1.29,52.85,14.07,33.80,8.0,19.10,259.90,"1,419",28,38,"4,556","3,290","1,266",120,-88,0,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,24.4,2311913200.0,"$193,455",Computer and Technology,41.0
1049,AMD,18.Q3,0.26,1.14,107.55,26.77,33.80,7.1,18.70,286.40,"1,653",150,102,"4,347","3,222","1,125",76,11,8,2.25,0.0,2.5,0.0,73.76,0.0,290.72,18.2,2655213100.0,"$193,455",Computer and Technology,41.0
1050,PM,24.Q3,6.3,-6.24,19.20,,,14.9,22.40,,"9,911","3,654","3,082","66,892","74,605","-9,694","3,342","-1,003","-2,981",5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,132.7,111952500.0,"$193,141",Consumer Staples,42.0
1051,PM,24.Q2,5.65,-6.27,17.89,,,13.6,21.30,,"9,468","3,444","2,406","65,782","73,724","-9,744","4,632",-337,"-3,532",5.5,0.0,3.0,1.4,85.26,3.96,534.01,115.2,102580500.0,"$193,141",Consumer Staples,42.0
1052,PM,24.Q1,5.12,-6.64,17.86,,,12.5,19.60,,"8,793","3,045","2,148","65,315","73,878","-10,309",241,-193,"1,135",5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,94.9,146316700.0,"$193,141",Consumer Staples,42.0
1053,PM,23.Q4,5.02,-7.23,18.69,,,12.4,19.40,,"9,047","2,889","2,196","65,304","74,750","-11,225","3,302",-568,"-2,897",5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,90.8,102749500.0,"$193,141",Consumer Staples,42.0
1054,PM,23.Q3,5.15,-6.08,17.93,,,12.9,20.50,,"9,141","3,370","2,054","62,927","70,633","-9,433","3,415","-1,956","-1,765",5.5,0.25,4.4,2.0,86.72,8.92,443.37,89.2,93297400.0,"$193,141",Consumer Staples,42.0
1055,PM,23.Q2,5.17,-6.25,18.83,,,14.2,22.30,,"8,967","2,566","1,568","61,868","69,828","-9,703","3,442",-483,"-1,784",5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,99.7,89836100.0,"$193,141",Consumer Staples,42.0
1056,PM,23.Q1,5.59,-5.76,17.31,,,17.0,26.40,,"8,019","2,731","1,995","62,060","69,113","-8,924",-955,-591,864,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,100.0,71792800.0,"$193,141",Consumer Staples,42.0
1057,PM,22.Q4,5.81,-5.78,17.34,,,19.6,31.20,,"8,152","2,924","2,397","61,681","67,992","-8,957","3,093","-15,528","9,877",4.5,2.0,3.4,0.7,84.88,-12.03,393.28,104.2,94519600.0,"$193,141",Consumer Staples,42.0
1058,PM,22.Q3,5.62,-5.89,14.72,,,21.2,33.40,,"8,032","2,968","2,087","40,717","48,120","-9,137","3,068",-96,"-2,271",2.5,0.75,2.7,2.4,96.91,-11.17,406.6,91.8,99196300.0,"$193,141",Consumer Staples,42.0
1059,PM,22.Q2,5.83,-5.83,16.85,,,21.9,33.50,,"7,832","3,056","2,233","40,960","48,220","-9,044","3,524",141,"-3,099",1.75,1.25,0.3,1.3,108.08,12.49,389.8,97.2,100536300.0,"$193,141",Consumer Staples,42.0
1060,PM,22.Q1,5.78,-6.52,16.14,,,21.8,32.10,,"7,746","3,298","2,331","41,733","49,936","-10,098","1,118",-196,-701,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,100.0,111504700.0,"$193,141",Consumer Staples,42.0
1061,PM,21.Q4,5.83,-6.49,16.24,,,22.3,31.40,,"8,104","2,947","2,093","41,290","49,498","-10,106","4,032",-340,"-3,801",0.25,0.0,7.4,3.9,80.0,10.0,453.42,102.8,125873900.0,"$193,141",Consumer Staples,42.0
1062,PM,21.Q3,5.74,-6.77,16.43,,,21.6,30.10,,"8,122","3,455","2,426","41,589","50,221","-10,551","3,870","-1,890","-2,053",0.25,0.0,3.5,-2.9,70.0,4.0,453.08,94.5,83388600.0,"$193,141",Consumer Staples,42.0
1063,PM,21.Q2,5.67,-7.13,17.41,,,21.6,29.30,,"7,594","3,129","2,172","40,686","49,886","-11,113","3,630",-183,"-2,474",0.25,0.0,6.4,0.8,66.0,6.0,422.6,100.1,79065300.0,"$193,141",Consumer Staples,42.0
1064,PM,21.Q1,5.54,-7.42,15.98,,,21.2,28.40,,"7,585","3,444","2,418","39,804","49,378","-11,548",435,55,"-3,649",0.25,0.0,5.6,1.2,60.0,14.5,383.63,95.0,98505100.0,"$193,141",Consumer Staples,42.0
1065,PM,20.Q4,5.16,-8.07,16.00,,,20.1,27.30,,"7,444","2,905","1,976","44,815","55,446","-12,567","3,162",-586,-465,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,79.7,92502100.0,"$193,141",Consumer Staples,42.0
1066,PM,20.Q3,4.93,-7.77,15.17,,,19.4,26.60,,"7,446","3,243","2,307","39,129","49,374","-12,092","3,614",-434,"-2,528",0.25,0.0,35.2,63.9,42.9,12.4,342.57,71.0,105030100.0,"$193,141",Consumer Staples,42.0
1067,PM,20.Q2,4.67,-7.71,14.98,,,18.1,25.40,,"6,651","2,731","1,947","39,162","49,282","-11,997","1,925",-648,-954,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,76.8,109997400.0,"$193,141",Consumer Staples,42.0
1068,PM,20.Q1,4.91,-8.32,14.83,,,18.9,26.80,,"7,153","2,789","1,826","37,494","48,557","-12,944","1,111",514,"-4,549",1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,74.6,126509400.0,"$193,141",Consumer Staples,42.0
1069,PM,19.Q4,4.61,-7.44,18.43,,,17.7,25.20,,"7,713","2,506","1,616","42,875","52,474","-11,577","3,324",-184,"-2,959",1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,82.7,102807900.0,"$193,141",Consumer Staples,42.0
1070,PM,19.Q3,4.81,-7.08,15.80,,,18.8,26.00,,"7,642","2,788","1,896","41,420","50,575","-11,010","2,083",122,453,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,81.4,114545100.0,"$193,141",Consumer Staples,42.0
1071,PM,19.Q2,5.03,-7.20,15.60,,,19.9,27.20,,"7,699","3,187","2,319","39,923","49,332","-11,199","3,442",-153,"-2,404",2.5,0.0,2.4,-0.1,66.7,3.6,293.0,83.6,104243900.0,"$193,141",Consumer Staples,42.0
