Ticker,Quarter,매출액,영업이익,순이익,자산총액,부채총액,자본총액,영업활동,투자활동,재무활동
VZ,24.06/30,"32,796","7,818","4,593","379,146","281,607","96,172","9,485","-3,865","-5,634"
VZ,24.03/31,"32,981","7,521","4,602","380,158","284,432","94,334","7,084","-5,245","-1,428"
VZ,23.12/31,"35,130",600,"-2,705","380,255","286,456","92,430","8,677","-7,824","-3,016"
VZ,23.09/30,"33,336","7,473","4,762","384,830","285,742","97,741","10,778","-5,408","-6,055"
VZ,23.06/30,"32,596","7,220","4,648","379,955","283,453","95,193","9,731","-4,090","-3,203"
VZ,23.03/31,"32,912","7,584","4,909","377,716","283,497","92,883","8,289","-6,110","-2,383"
VZ,22.12/31,"35,251","7,225","6,577","379,680","287,217","91,144","8,942","-5,342","-3,076"
VZ,22.09/30,"34,241","7,894","4,900","375,090","286,307","87,468","10,534","-8,664","-1,616"
VZ,22.06/30,"33,789","7,552","5,199","370,147","282,790","86,016","10,844","-6,661","-4,082"
VZ,22.03/31,"33,554","7,796","4,580","365,716","280,541","83,762","6,821","-7,995",245
VZ,21.12/31,"34,067","7,608","4,613","366,596","283,396","81,790","8,377","-10,135","-5,192"
VZ,21.09/30,"32,915","8,905","6,407","353,457","274,968","77,044","10,724","-2,617","-3,081"
VZ,21.06/30,"33,764","8,165","5,800","349,190","274,078","73,684","10,744","-4,748","-11,406"
VZ,21.03/31,"32,867","7,770","5,245","345,573","272,890","71,232","9,694","-49,653","27,956"
VZ,20.12/31,"34,692","7,180","4,588","316,481","247,209","67,842","9,296","-5,043","9,062"
VZ,20.09/30,"31,543","7,678","4,357","296,994","230,464","65,069","8,920","-6,345","-1,505"
VZ,20.06/30,"30,447","7,361","4,700","293,259","229,146","62,697","14,728","-5,144","-8,795"
VZ,20.03/31,"31,610","6,579","4,156","294,500","232,847","60,210","8,824","-6,980","2,563"
VZ,19.12/31,"34,775","6,639","5,095","291,727","228,892","61,395","8,998","-5,424","-3,863"
VZ,19.09/30,"32,894","8,180","5,194","284,875","224,563","58,921","10,912","-3,568","-6,258"
VZ,19.06/30,"32,071","7,850","3,944","283,108","225,161","56,582","8,755","-3,786","-5,386"
VZ,19.03/31,"32,128","7,709","5,032","283,947","226,487","55,856","7,081","-4,803","-2,657"
VZ,18.12/31,"34,281",637,"1,939","264,829","210,119","53,145","8,095","-4,798","-2,956"
VZ,18.09/30,"32,607","7,675","4,924","265,562","209,475","54,495","9,811","-4,408","-4,556"
BKNG,24.09/30,"7,994","3,179","2,517","27,978","31,631","-3,653","2,373",-2,"-3,165"
BKNG,24.06/30,"5,859","1,856","1,521","28,541","32,817","-4,276","2,525",137,"-1,966"
BKNG,24.03/31,"4,415",791,776,"27,728","31,780","-4,052","2,704",69,784
BKNG,23.12/31,"4,784",609,222,"24,342","27,086","-2,744","1,346",-39,"-2,490"
BKNG,23.09/30,"7,341","3,103","2,511","25,635","26,260",-625,"1,372",-22,"-2,632"
BKNG,23.06/30,"5,462","1,673","1,290","26,558","27,223",-665,"1,737",-39,"-1,225"
BKNG,23.03/31,"3,778",450,266,"25,206","24,132","1,074","2,889","1,586","-2,562"
BKNG,22.12/31,"4,049","1,345","1,235","25,361","22,579","2,782","2,173",510,479
BKNG,22.09/30,"6,052","2,583","1,666","22,063","18,393","3,670",2,-785,"-1,999"
BKNG,22.06/30,"4,294","1,000",857,"24,493","20,491","4,002","2,684",-122,"-1,238"
BKNG,22.03/31,"2,695",174,-700,"22,384","18,011","4,373","1,695",-121,"-2,139"
BKNG,21.12/31,"2,981",848,618,"23,641","17,463","6,178",279,-783,-5
BKNG,21.09/30,"4,676","2,015",769,"23,341","17,796","5,545","1,596",-79,"-1,096"
BKNG,21.06/30,"2,160",-56,-167,"23,881","19,077","4,799","1,152",-71,"-2,007"
BKNG,21.03/31,"1,141",-311,-55,"23,655","18,891","4,764",-207,-65,"1,869"
BKNG,20.12/31,"1,238",-153,-165,"21,874","16,981","4,893",-577,-66,-4
BKNG,20.09/30,"2,640",315,801,"22,145","17,232","4,913",920,-72,-61
BKNG,20.06/30,630,-484,122,"20,912","16,913","3,999",122,"1,042","2,874"
BKNG,20.03/31,"2,288",-309,-699,"17,862","14,027","3,831",-380,"1,733","-1,281"
BKNG,19.12/31,"3,339","1,172","1,171","21,402","15,469","5,933","1,077",96,"-1,344"
BKNG,19.09/30,"5,040","2,370","1,950","21,446","15,495","5,951","1,851",765,"-1,389"
BKNG,19.06/30,"3,850","1,247",979,"21,494","16,187","5,307","1,787","4,080","-2,939"
BKNG,19.03/31,"2,837",556,765,"22,366","15,451","6,915",150,"2,109","-2,548"
BKNG,18.12/31,"3,213","1,143",646,"22,687","13,902","8,785","1,084",409,"-1,839"
BKNG,18.09/30,"4,849","2,247","1,767","24,370","14,419","9,952","1,964",43,"-2,204"
DHR,24.09/27,"5,798",958,818,"80,615","29,310","51,299","1,513",-606,-845
DHR,24.06/28,"5,743","1,168",907,"78,555","28,653","49,897","1,417",-360,"-5,715"
DHR,24.03/29,"5,796","1,312","1,088","83,402","29,955","53,442","1,739",-321,-133
DHR,23.12/31,"2,693",541,"1,079","84,488","30,998","53,486","1,619","-6,017","-2,246"
DHR,23.09/29,"5,624","1,185","1,129","87,734","35,319","52,407","1,672",-329,"2,443"
DHR,23.06/30,"5,912","1,163","1,106","84,902","33,178","51,716","1,926",-431,-208
DHR,23.03/31,"5,949","1,517","1,450","85,040","33,554","51,478","1,947",-304,-262
DHR,22.12/31,"3,541","1,144","2,232","84,350","34,260","50,082","2,541",-816,-906
DHR,22.09/30,"7,663","2,015","1,572","81,030","34,037","46,985","2,010",-515,-230
DHR,22.07/01,"7,751","2,205","1,680","81,806","35,205","46,594","2,000",-400,"-1,160"
DHR,22.04/01,"7,688","2,172","1,725","83,392","37,030","46,356","1,968",-503,-274
DHR,21.12/31,"3,497","1,066","1,788","83,184","38,007","45,167","2,333",-879,"-1,422"
DHR,21.10/01,"7,229","1,309","1,158","82,498","39,037","43,451","2,034","-10,048","3,305"
DHR,21.07/02,"7,218","2,005","1,785","78,027","35,261","42,756","2,120","-1,067",-139
DHR,21.04/02,"6,858","1,997","1,702","75,426","34,996","40,419","1,871",-993,-449
DHR,20.12/31,"6,760","1,601","1,241","76,161","36,384","39,766","2,221",-581,"-1,420"
DHR,20.10/02,"5,884","1,088",883,"72,891","34,918","37,961","1,723",-329,"-1,319"
DHR,20.07/03,"5,297",844,927,"71,268","34,996","36,262","1,445",539,-889
DHR,20.04/03,"4,343",698,595,"68,930","37,864","31,055",819,"-20,868","4,634"
DHR,19.12/31,"4,868",961,"1,275","62,082","31,800","30,271","1,112",-266,"4,755"
DHR,19.09/27,"4,378",776,668,"61,531","28,336","32,502",966,-245,"8,128"
DHR,19.06/28,"4,445",812,731,"53,322","21,109","32,201","1,172",-229,605
DHR,19.03/29,"4,220",720,334,"51,774","20,206","31,557",703,-499,"2,878"
DHR,18.12/31,"2,520",614,747,"47,833","19,606","28,214","1,238",-297,-915
DHR,18.09/28,"4,853",831,664,"47,720","20,034","27,673",920,-287,-733
T,24.09/30,"30,213","2,116",-174,"393,719","277,437","102,351","10,235","-5,150","-5,562"
T,24.06/30,"29,797","5,760","3,597","398,026","278,679","105,310","9,093","-4,016","-5,478"
T,24.03/31,"30,028","5,847","3,445","399,428","280,808","104,540","7,547","-2,961","-7,815"
T,23.12/31,"32,022","5,271","2,188","407,060","289,618","103,297","11,378","-5,874","-6,330"
T,23.09/30,"30,350","5,782","3,495","406,698","288,843","103,703","10,336","-4,545","-7,754"
T,23.06/30,"29,917","6,406","4,489","408,453","292,378","101,903","9,922","-5,423","2,181"
T,23.03/31,"30,139","6,002","4,228","400,873","292,527","99,396","6,678","-3,818","-3,711"
T,22.12/31,"31,343","-21,092","-23,517","402,853","296,396","97,500","10,313","-3,823","-5,191"
T,22.09/30,"30,043","6,012","6,026","426,463","286,485","122,406","10,071","-5,543","-6,151"
T,22.06/30,"29,643","4,956","4,157","426,433","291,126","117,746","5,907","-3,788","-36,650"
T,22.03/31,"29,712","5,537","4,810","577,195","390,639","169,036","5,732","-12,651","24,251"
T,21.12/31,"31,095","4,894","5,043","551,622","367,767","166,332","11,255","-4,757","-6,587"
T,21.09/30,"31,326","6,237","5,918","547,107","365,804","163,771","9,866","3,298","-3,735"
T,21.06/30,"35,740","7,572","1,570","544,710","364,864","162,296","10,910","-3,779","-6,583"
T,21.03/31,"43,939","7,661","7,550","546,985","363,906","165,488","9,927","-26,852","18,483"
T,20.12/31,"16,981","-8,778","-13,883","525,761","346,521","161,673","10,081",177,"-10,237"
T,20.09/30,"42,340","6,132","2,816","538,553","343,497","175,553","12,123","-3,448","-15,857"
T,20.06/30,"40,950","3,532","1,281","547,898","354,445","175,896","12,059","-5,256",188
T,20.03/31,"42,779","7,486","4,610","545,354","349,905","177,779","8,866","-5,022","-6,099"
T,19.12/31,"46,821","5,321","2,394","551,669","349,735","184,221","11,943","-3,688","-2,742"
T,19.09/30,"44,588","7,901","3,700","548,796","354,469","183,049","11,389","-5,703","-7,558"
T,19.06/30,"44,957","7,500","3,713","546,914","352,833","184,257","14,284","-1,898","-10,362"
T,19.03/31,"44,827","7,233","4,096","548,384","353,433","185,112","11,052","-5,401","-4,421"
T,18.12/31,"47,993","6,160","4,858","531,864","337,980","184,089","12,080","-3,158","-12,310"
T,18.09/30,"45,739","7,269","4,718","534,870","349,899","183,848","12,346","-7,352","-9,959"
BLK,24.09/30,"5,197","2,006","1,631","1,449","89,192","41,178","1,381",-74,"2,360"
BLK,24.06/30,"4,805","1,800","1,495","1,351","83,032","40,102","1,365",163,-641
BLK,24.03/31,"4,728","1,693","1,573","1,445","82,243","39,725",-408,-22,"1,095"
BLK,23.12/31,"4,631","1,585","1,375","1,240","81,971","39,347","1,998",-186,-503
BLK,23.09/30,"4,522","1,637","1,604","1,217","77,954","38,627","1,576",-270,-735
BLK,23.06/30,"4,463","1,615","1,366","1,156","82,748","38,208",985,-281,440
BLK,23.03/31,"4,243","1,438","1,157","1,183","82,333","37,712",-394,-222,"-1,194"
BLK,22.12/31,"4,337","1,427","1,259","1,294","78,843","37,744","1,973",-416,"-1,126"
BLK,22.09/30,"4,311","1,526","1,406","1,601","77,313","37,162","1,760",-214,"-1,044"
BLK,22.06/30,"4,526","1,668","1,077","1,324","87,661","37,089","1,645",-302,"-1,921"
BLK,22.03/31,"4,699","1,764","1,436","1,451","104,468","37,489",-422,-198,"-1,351"
BLK,21.12/31,"5,106","2,039","1,643","1,397","113,755","37,693","1,917",-358,408
BLK,21.09/30,"5,050","1,935","1,681","1,402","131,270","36,817","1,774",-144,-629
BLK,21.06/30,"4,820","1,931","1,378","1,238","138,572","36,033","1,826",-285,"-1,475"
BLK,21.03/31,"4,398","1,545","1,199","1,196","136,019","35,380",-573,"-1,150",-591
BLK,20.12/31,"4,478","1,848","1,548","1,028","139,326","35,283","1,979",-77,138
BLK,20.09/30,"4,369","1,757","1,364",988,"129,102","33,873",995,-19,0
BLK,20.06/30,"3,648","1,406","1,214",914,"123,308","32,730","1,707",-124,-522
BLK,20.03/31,"3,710",684,806,982,"114,510","33,013",-938,-34,628
BLK,19.12/31,"3,977","1,538","1,301","1,167","133,693","33,547","1,256",93,"-1,214"
BLK,19.09/30,"3,692","1,502","1,119","1,252","130,268","32,407",931,-444,139
BLK,19.06/30,"3,524","1,278","1,003","1,277","130,687","31,893",922,"-1,545",604
BLK,19.03/31,"3,346","1,233","1,053","1,225","132,637","31,309",-225,-118,"-2,112"
BLK,18.12/31,"3,434","1,246",927,"1,292","126,033","32,374",523,-108,-472
BLK,18.09/30,"3,576","1,396","1,216","1,403","141,789","32,415","1,265",-558,-820
RTX,24.09/30,"20,089","1,894","1,472","164,822","101,963","61,114","2,523",-715,"-1,158"
RTX,24.06/30,"19,721","1,425",111,"161,169","100,488","58,985","2,733",-733,"-1,584"
RTX,24.03/31,"19,305","1,498","1,709","160,187","98,050","60,485",342,693,"-2,007"
RTX,23.12/31,"19,927","1,807","1,426","161,869","100,424","59,798","4,711",-978,"-2,618"
RTX,23.09/30,"13,464","-1,399",-984,"162,443","91,197","69,596","3,316",-859,"-2,377"
RTX,23.06/30,"18,315","1,468","1,327","162,161","88,074","72,480",719,-623,-628
RTX,23.03/31,"17,214","1,599","1,426","161,636","87,251","72,795",-863,-579,"1,096"
RTX,22.12/31,"18,093","1,462","1,422","158,864","84,650","72,632","4,628",-938,"-2,849"
RTX,22.09/30,"16,951","1,474","1,387","158,225","86,457","70,187",778,-755,617
RTX,22.06/30,"16,314","1,336","1,304","159,017","86,989","70,441","1,286",-618,"-1,882"
RTX,22.03/31,"15,716","1,052","1,084","159,366","85,344","72,462",476,-518,"-1,745"
RTX,21.12/31,"17,044","1,389",686,"161,404","86,705","73,068","3,117","-1,225","-1,530"
RTX,21.09/30,"16,213","1,219","1,393","158,772","85,803","71,308","1,929",-378,"-2,060"
RTX,21.06/30,"15,880","1,200","1,032","158,838","86,087","71,115","1,307",-343,"-1,556"
RTX,21.03/31,"15,251",905,753,"160,608","87,266","71,710",718,582,"-1,539"
RTX,20.12/31,"16,419",92,135,"162,153","88,269","72,163","1,335",-809,"-1,769"
RTX,20.09/30,"14,747",-300,264,"162,399","92,289","68,379","1,590","2,096",-692
RTX,20.06/30,"14,061","-3,842","-3,835","161,517","92,590","67,225",21,"3,096","-4,175"
RTX,20.03/31,"11,360","1,276",-83,"139,572","97,542","39,411",660,"-1,281","1,362"
RTX,19.12/31,"11,694",871,"1,143","139,615","95,289","41,774","2,782","-1,119","-1,670"
RTX,19.09/30,"11,373","1,370","1,148","139,009","96,083","40,468","2,491",-756,"-1,129"
RTX,19.06/30,"11,329","1,268","1,900","138,990","95,904","40,754","2,110",-823,-688
RTX,19.03/31,"18,365","1,933","1,346","137,380","95,325","39,738","1,500",-394,"-1,077"
RTX,18.12/31,"-13,756","-2,845",686,"134,211","93,492","38,446","2,005","-15,954","-2,874"
RTX,18.09/30,"16,510","1,707","1,238","114,939","80,564","32,106","1,762",-781,"11,050"
SPGI,24.09/30,"3,575","1,402",971,"60,368","21,977","33,992","1,445",57,"-1,875"
SPGI,24.06/30,"3,549","1,439","1,011","60,956","21,972","34,881","1,556",-299,-748
SPGI,24.03/31,"3,491","1,379",991,"60,477","22,228","34,327",948,-20,-657
SPGI,23.12/31,"3,152",887,579,"60,589","22,489","34,200","1,334",-45,"-1,678"
SPGI,23.09/30,"3,084","1,066",742,"60,561","21,537","35,419","1,013",-49,-855
SPGI,23.06/30,"3,101","1,019",511,"60,695","21,626","35,468",769,909,"-1,517"
SPGI,23.03/31,"3,160","1,080",795,"62,024","22,252","36,275",594,-253,-230
SPGI,22.12/31,"2,937",710,433,"61,784","22,040","36,388","1,113",-61,"-1,198"
SPGI,22.09/30,"2,861",847,608,"61,813","21,414","37,167",814,-56,"-2,860"
SPGI,22.06/30,"2,993","1,471",972,"64,323","21,523","39,433",454,844,"-2,063"
SPGI,22.03/31,"2,389","1,889","1,235","66,092","22,882","39,702",222,"2,901","-5,205"
SPGI,21.12/31,"2,088",904,675,"15,026","9,490","2,032",940,-78,-241
SPGI,21.09/30,"2,087","1,083",797,"14,111","9,010","1,845",967,-9,-246
SPGI,21.06/30,"2,106","1,154",798,"13,398","8,962","1,265",923,-9,-233
SPGI,21.03/31,"2,016","1,081",755,"12,830","8,924","1,032",768,-24,-293
SPGI,20.12/31,"1,867",657,454,"12,537","9,185",509,"1,141",-36,-216
SPGI,20.09/30,"1,846",944,455,"11,452","8,443",442,809,-18,-340
SPGI,20.06/30,"1,943","1,105",792,"11,105","8,434",210,937,-3,-209
SPGI,20.03/31,"1,786",912,639,"10,463","8,389",-250,680,-183,"-1,401"
SPGI,19.12/31,"1,735",818,541,"11,348","8,544",479,"1,004",-111,-67
SPGI,19.09/30,"1,689",891,617,"10,188","7,761",346,762,33,-676
SPGI,19.06/30,"1,704",813,555,"10,185","7,725",512,717,-32,-179
SPGI,19.03/31,"1,571",705,410,"9,720","7,685",327,293,-21,-829
SPGI,18.12/31,"1,537",704,511,"9,441","7,137",628,663,-167,-709
SPGI,18.09/30,"1,546",704,495,"9,383","6,940",905,498,-41,-175
PFE,24.09/29,"17,702","4,716","4,465","219,476","126,918","92,286","6,714","-2,057","-4,636"
PFE,24.06/30,"13,283",-104,41,"216,193","128,218","87,700","-1,781","4,600","-2,459"
PFE,24.03/31,"14,879","3,422","3,115","221,095","128,537","92,282","1,090","1,732","-4,931"
PFE,23.12/31,"14,249","-4,130","-3,369","226,501","137,213","89,014","5,240","-10,996","5,442"
PFE,23.10/01,"13,491","-3,352","-2,382","215,021","117,817","96,934","3,456",888,"-3,779"
PFE,23.07/02,"13,007","2,269","2,327","220,168","120,875","99,019","-1,208","-25,485","27,174"
PFE,23.04/02,"18,486","6,269","5,543","195,617","94,381","100,970","1,212","3,315","-2,771"
PFE,22.12/31,"24,290","5,229","4,995","197,205","101,288","95,661","8,582","-4,410","-5,015"
PFE,22.10/02,"22,638","9,002","8,608","195,350","102,459","92,631","5,974",-627,"-5,761"
PFE,22.07/03,"27,742","11,447","9,905","195,290","107,821","87,208","8,170","-11,313","2,520"
PFE,22.04/03,"25,661","9,051","7,864","183,841","101,155","82,424","6,541",567,"-6,578"
PFE,21.12/31,"23,838","3,826","3,394","181,476","104,013","77,201","5,914","-2,586","-3,351"
PFE,21.10/03,"24,035","7,843","8,147","179,188","103,221","75,691","10,829","-10,076","-1,101"
PFE,21.07/04,"18,899","6,949","5,563","169,920","99,605","70,042","11,299","-8,137","-2,557"
PFE,21.04/04,"14,516","5,693","4,877","158,818","89,953","68,620","4,538","-1,747","-2,807"
PFE,20.12/31,"11,427",604,846,"154,229","90,756","63,238","5,625","8,330","-13,787"
PFE,20.09/27,"10,277",570,"1,469","178,983","113,487","65,259","2,090",481,"-2,821"
PFE,20.06/28,"9,864","3,027","3,489","177,934","113,370","64,336","3,555","-13,011","9,159"
PFE,20.03/29,"10,083","2,837","3,355","166,336","100,998","65,026","3,133",-71,"-2,200"
PFE,19.12/31,"1,843","-7,891",-582,"167,594","104,148","63,143","3,769","-2,833","-2,440"
PFE,19.09/29,"12,680","2,639","7,680","170,446","105,051","65,103","4,510","-6,760","3,273"
PFE,19.06/30,"13,264","4,140","5,046","156,199","96,274","59,568","2,611","-1,902",-851
PFE,19.03/31,"13,118","4,322","3,884","155,421","96,263","58,806","1,698","7,550","-8,467"
PFE,18.12/31,"1,155","-9,236",-394,"159,422","95,664","63,407","4,738",-764,"-6,407"
PFE,18.09/30,"13,298","4,178","4,114","167,838","96,174","71,319","5,259","-2,904","-1,406"
HON,24.09/30,"9,728","2,121","1,413","73,492","55,518","17,406","1,997","-2,797","1,760"
HON,24.06/30,"9,577","2,224","1,544","69,329","51,819","16,947","1,371","-5,132","1,602"
HON,24.03/31,"9,105","2,091","1,463","65,645","48,600","16,454",448,-273,"3,696"
HON,23.12/31,"9,440","1,708","1,263","61,525","45,091","15,856","2,955",-539,"-2,336"
HON,23.09/30,"9,212","2,173","1,514","61,296","43,521","17,231","1,809",-45,"-2,564"
HON,23.06/30,"9,146","2,091","1,487","62,337","44,443","17,299","1,360",-680,"1,110"
HON,23.03/31,"8,864","1,952","1,394","59,883","42,368","16,919",-784,-29,"-1,973"
HON,22.12/31,"9,186","1,333","1,019","62,275","44,956","16,697","2,366",-633,279
HON,22.09/30,"8,951","2,079","1,552","60,287","41,957","17,707","2,083",126,"-2,777"
HON,22.06/30,"8,953","1,791","1,261","62,258","44,068","17,541",789,424,"-2,113"
HON,22.03/31,"8,376","1,590","1,134","63,352","44,301","18,365",36,-10,"-1,719"
HON,21.12/31,"8,657","2,896","1,428","64,470","45,228","18,569","2,663",286,"-3,059"
HON,21.09/30,"8,473","1,575","1,257","64,191","46,077","17,842","1,119",-104,"-1,318"
HON,21.06/30,"8,808","1,598","1,430","63,945","45,743","17,938","1,278",61,"-1,660"
HON,21.03/31,"8,454","1,509","1,427","63,561","45,309","17,986",978,"-1,304","-2,217"
HON,20.12/31,"8,900","1,676","1,359","64,586","46,796","17,549","2,782",-577,"-2,053"
HON,20.09/30,"7,797","1,311",758,"63,459","45,146","18,074","1,007",-52,-769
HON,20.06/30,"7,477","1,018","1,081","63,604","45,238","18,147","1,480",-708,"5,187"
HON,20.03/31,"8,463","1,691","1,581","57,422","39,557","17,644",939,350,"-2,446"
HON,19.12/31,"9,496","1,695","1,562","58,679","39,973","18,494","2,614",-411,"-4,109"
HON,19.09/30,"9,086","1,752","1,624","60,104","41,798","18,109","1,471",221,"1,072"
HON,19.06/30,"9,243","1,762","1,541","57,750","39,690","17,870","1,678",266,"-2,328"
HON,19.03/31,"8,884","1,642","1,416","58,560","39,604","18,767","1,134",-609,"-1,235"
HON,18.12/31,"9,729","1,520","1,721","57,773","39,415","18,180","1,559",-406,"-1,630"
HON,18.09/30,"10,762","1,682","2,338","61,927","43,511","18,239","1,878",-172,84
NEE,24.09/30,"7,567","2,856","1,852","186,013","126,475","50,051","4,269","-4,258",459
NEE,24.06/30,"6,069","1,670","1,622","184,724","125,288","49,140","3,933","-4,805",762
NEE,24.03/31,"5,731","2,013","2,268","179,950","120,561","48,641","3,077","-9,321","5,038"
NEE,23.12/31,"6,878","2,660","1,210","177,489","118,465","47,468","2,878","-4,690","2,446"
NEE,23.09/30,"7,172","1,836","1,219","171,674","115,106","47,095","3,664","-5,963","2,335"
NEE,23.06/30,"7,349","2,799","2,795","168,275","113,899","44,793","3,086","-4,997",478
NEE,23.03/31,"6,716","2,942","2,086","165,357","112,378","42,896","1,673","-7,817","6,890"
NEE,22.12/31,"6,164","2,046","1,522","158,935","109,499","39,229",995,"-4,510","2,991"
NEE,22.09/30,"6,719","1,862","1,696","156,409","109,663","38,629","2,474","-4,541","1,543"
NEE,22.06/30,"5,183",948,"1,380","151,770","107,163","36,439","2,831","-4,615","3,542"
NEE,22.03/31,"2,890",-775,-451,"144,945","100,693","35,887","1,962","-4,693","4,153"
NEE,21.12/31,"5,046","1,355","1,204","140,912","95,243","37,202","1,317","-1,746",741
NEE,21.09/30,"4,370",379,447,"139,163","94,437","36,649","2,741","-3,684",517
NEE,21.06/30,"3,927",510,256,"135,013","89,899","36,932","2,203","-3,741",806
NEE,21.03/31,"3,726",669,"1,666","132,441","86,711","37,378","1,292","-4,420","3,743"
NEE,20.12/31,"4,395",940,-5,"127,684","82,755","36,513","1,352","-4,493","2,260"
NEE,20.09/30,"4,785","1,008","1,229","126,382","84,320","37,287","2,839","-3,021","1,191"
NEE,20.06/30,"4,204","1,186","1,275","121,961","80,387","37,073","1,898","-3,050","-1,238"
NEE,20.03/31,"4,613","1,981",421,"120,637","79,762","36,403","1,894","-3,135","3,961"
NEE,19.12/31,"4,588",877,975,"117,691","75,844","37,005","1,912","-3,714","1,350"
NEE,19.09/30,"5,572","1,593",879,"114,222","74,048","36,592","2,962","-3,572",471
NEE,19.06/30,"4,970","1,747","1,234","110,552","72,126","34,910","1,684","-1,946",625
NEE,19.03/31,"4,075","1,135",680,"109,029","71,189","34,226","1,597","-6,945","1,427"
NEE,18.12/31,"4,390","1,107",422,"103,702","66,289","34,144","1,362","-2,389","5,565"
NEE,18.09/30,"4,416",968,"1,005","98,603","61,265","34,252","2,295","-3,206",882
CMCSA,24.09/30,"32,070","5,859","3,629","269,871","183,553","85,774","7,021","-3,680",-642
CMCSA,24.06/30,"29,688","6,635","3,929","262,555","178,851","83,219","4,724","-3,368","-1,794"
CMCSA,24.03/31,"30,058","5,809","3,857","263,601","180,552","82,549","7,848","-3,511","-4,023"
CMCSA,23.12/31,"31,253","4,484","3,260","264,811","181,585","82,703","5,922","4,557","-10,714"
CMCSA,23.09/30,"30,115","6,475","4,046","261,072","177,909","82,625","8,153","-4,190","-4,644"
CMCSA,23.06/30,"30,513","6,709","4,248","262,147","177,468","84,119","7,198","-4,158","-1,410"
CMCSA,23.03/31,"29,691","5,646","3,834","259,429","176,396","82,421","7,228","-3,370","-3,082"
CMCSA,22.12/31,"30,553","4,530","3,023","257,275","175,648","80,943","5,883","-3,982","-2,885"
CMCSA,22.09/30,"29,849","-2,426","-4,598","254,308","173,375","80,296","6,946","-3,366","-4,663"
CMCSA,22.06/30,"30,016","6,367","3,396","267,032","174,474","91,426","6,327","-4,195","-4,146"
CMCSA,22.03/31,"31,010","5,570","3,549","274,074","178,082","94,693","7,257","-2,597","-4,490"
CMCSA,21.12/31,"30,336","4,821","3,057","275,905","178,415","96,092","7,689","-5,040","-5,672"
CMCSA,21.09/30,"30,298","5,449","4,035","277,061","179,755","95,782","6,100","-2,775","-3,882"
CMCSA,21.06/30,"28,546","5,507","3,738","277,004","180,488","94,935","7,606","-3,019","-7,166"
CMCSA,21.03/31,"27,205","5,039","3,329","278,511","184,411","92,575","7,751","-2,612","-1,898"
CMCSA,20.12/31,"27,708","3,918","3,380","273,869","182,131","90,323","5,042","-4,074","-2,922"
CMCSA,20.09/30,"25,532","4,076","2,019","268,940","181,369","86,176","5,228","-3,495","-2,066"
CMCSA,20.06/30,"23,715","4,647","2,988","265,978","181,187","83,614","8,643","-1,377","-1,899"
CMCSA,20.03/31,"26,609","4,852","2,147","262,421","179,638","81,506","5,824","-3,101",374
CMCSA,19.12/31,"28,398","5,247","3,162","263,414","179,540","82,726","6,235","-3,929",-355
CMCSA,19.09/30,"26,827","5,340","3,217","256,374","177,214","78,144","5,191","-3,498","-2,094"
CMCSA,19.06/30,"26,858","5,356","3,125","256,555","178,725","76,850","7,040","-4,188","-2,407"
CMCSA,19.03/31,"26,859","5,182","3,553","256,189","180,327","74,959","7,231","-3,226","-4,325"
CMCSA,18.12/31,"27,846","4,514","2,511","251,684","179,182","71,613","5,790","-42,264","26,006"
CMCSA,18.09/30,"22,135","4,836","2,886","200,635","128,290","71,523","5,970","-3,284","6,094"
ANET,24.09/30,"1,811",785,748,"12,847","3,601","9,246","1,174",-374,-56
ANET,24.06/30,"1,690",700,665,"11,623","3,192","8,431",989,-478,-173
ANET,24.03/31,"1,571",660,638,"10,550","2,688","7,862",514,-296,-63
ANET,23.12/31,"1,540",640,614,"9,957","2,738","7,219",526,-337,-1.33
ANET,23.09/30,"1,509",603,545,"9,069","2,563","6,506",699,-226,15
ANET,23.06/30,"1,459",530,492,"8,186","2,328","5,858",434,-103,-29
ANET,23.03/31,"1,351",485,436,"7,543","2,214","5,329",374,-22,-68
ANET,22.12/31,"1,276",469,427,"6,775","1,890","4,886",40,-83,-5
ANET,22.09/30,"1,177",417,354,"6,162","1,777","4,385",134,126,-34
ANET,22.06/30,"1,052",363,299,"5,825","1,819","4,006",101,246,-486
ANET,22.03/31,877,278,272,"6,108","1,955","4,153",217,-73,-130
ANET,21.12/31,824,266,239,"5,734","1,756","3,979",225,-64,-171
ANET,21.09/30,749,233,224,"5,437","1,572","3,865",273,-425,-109
ANET,21.06/30,707,219,197,"5,208","1,510","3,698",263,-218,5
ANET,21.03/31,668,206,180,"4,894","1,442","3,451",255,-218,-86
ANET,20.12/31,648,195,183,"4,739","1,419","3,320",187,-278,12
ANET,20.09/30,605,188,168,"4,399","1,315","3,084",215,102,-149
ANET,20.06/30,541,167,145,"4,336","1,299","3,036",138,-103,3
ANET,20.03/31,523,150,138,"4,112","1,263","2,849",195,-329,-213
ANET,19.12/31,553,176,261,"4,185","1,291","2,895",327,-264,-48
ANET,19.09/30,654,229,209,"3,620",964,"2,656",269,-15,-103
ANET,19.06/30,608,207,189,"3,441",916,"2,526",196,30,-91
ANET,19.03/31,595,194,201,"3,332",932,"2,400",170,-35,24
ANET,18.12/31,596,194,170,"3,082",939,"2,143",296,-172,2
ANET,18.09/30,563,181,168,"2,798",852,"1,946",-119,-86,18
