Ticker,Quarter,매출액,영업이익,순이익,자산총액,부채총액,자본총액,영업활동,투자활동,재무활동
AAPL,24.09/28,"94,930","29,591","14,736","364,980","308,030","56,950","26,811","1,445","-24,948"
AAPL,24.06/29,"85,777","25,352","21,448","331,612","264,904","66,708","28,858",-127,"-36,017"
AAPL,24.03/30,"90,753","27,900","23,636","337,411","263,217","74,194","22,690",-310,"-30,433"
AAPL,23.12/30,"119,575","40,373","33,916","353,514","279,414","74,100","39,895","1,927","-30,585"
AAPL,23.09/30,"89,498","26,969","22,956","352,583","290,437","62,146","21,598","2,394","-23,153"
AAPL,23.07/01,"81,797","22,998","19,881","335,038","274,764","60,274","26,380",437,"-24,048"
AAPL,23.04/01,"94,836","28,318","24,160","332,160","270,002","62,158","28,560","2,319","-25,724"
AAPL,22.12/31,"117,154","36,016","29,998","346,747","290,020","56,727","34,005","-1,445","-35,563"
AAPL,22.09/24,"90,146","24,894","20,721","352,755","302,083","50,672","24,127","-1,217","-26,794"
AAPL,22.06/25,"82,959","23,076","19,442","336,309","278,202","58,107","22,892","4,234","-27,445"
AAPL,22.03/26,"97,278","29,979","25,010","350,662","283,263","67,399","28,166","-9,265","-28,351"
AAPL,21.12/25,"123,945","41,488","34,630","381,191","309,259","71,932","46,966","-16,106","-28,159"
AAPL,21.09/25,"83,360","23,786","20,551","351,002","287,912","63,090","20,200",835,"-20,382"
AAPL,21.06/26,"81,434","24,126","21,744","329,840","265,560","64,280","21,094","3,572","-29,396"
AAPL,21.03/27,"89,584","27,503","23,630","337,158","267,980","69,178","23,981","-10,368","-11,326"
AAPL,20.12/26,"111,439","33,534","28,755","354,054","287,830","66,224","38,763","-8,584","-32,249"
AAPL,20.09/26,"64,698","14,775","12,673","323,888","258,549","65,339","20,576","5,531","-21,357"
AAPL,20.06/27,"59,685","13,091","11,253","317,344","245,062","72,282","16,271","-5,165","-19,116"
AAPL,20.03/28,"58,313","12,853","11,249","320,400","241,975","78,425","13,311","9,013","-20,940"
AAPL,19.12/28,"91,819","25,569","22,236","340,618","251,087","89,531","30,516","-13,668","-25,407"
AAPL,19.09/28,"64,040","15,625","13,686","338,516","248,028","90,488","19,910",-798,"-21,039"
AAPL,19.06/29,"53,809","11,544","10,044","322,239","225,783","96,456","11,636","27,502","-26,804"
AAPL,19.03/30,"58,015","13,415","11,561","341,998","236,138","105,860","11,155","13,348","-29,457"
AAPL,18.12/29,"84,310","23,346","19,965","373,719","255,827","117,892","26,690","5,844","-13,676"
AAPL,18.09/29,"62,900","16,118","14,125","365,725","258,578","107,147","19,523","-3,001","-22,580"
NVDA,24.10/27,"35,082","21,869","19,309","96,013","30,114","65,899","17,627","-4,346","-12,745"
NVDA,24.07/28,"30,040","18,642","16,599","85,227","27,070","58,157","14,488","-3,184","-10,320"
NVDA,24.04/28,"26,044","16,909","14,881","77,072","27,930","49,142","15,345","-5,693","-9,345"
NVDA,24.01/28,"22,103","13,614","12,285","65,728","22,750","42,978","11,499","-6,109","-3,629"
NVDA,23.10/29,"18,120","10,417","9,243","54,148","20,883","33,265","7,332","-3,170","-4,525"
NVDA,23.07/30,"13,507","6,800","6,188","49,555","22,054","27,501","6,348",-446,"-5,099"
NVDA,23.04/30,"7,192","2,140","2,043","44,460","19,940","24,520","2,911",-841,-380
NVDA,23.01/29,"6,051","1,256","1,414","41,182","19,081","22,101","2,248",-3,"-1,656"
NVDA,22.10/30,"5,931",601,680,"40,488","19,139","21,349",392,"3,148","-3,753"
NVDA,22.07/31,"6,704",499,656,"43,476","19,625","23,851","1,270","1,618","-3,762"
NVDA,22.05/01,"8,288","1,868","1,618","45,212","18,892","26,320","1,731","2,612","-2,446"
NVDA,22.01/30,"7,643","2,970","3,003","44,187","17,575","26,612","3,033","-1,586",-745
NVDA,21.10/31,"7,103","2,671","2,464","40,632","16,834","23,798","1,519","-4,439","-1,420"
NVDA,21.08/01,"6,507","2,444","2,374","38,650","17,503","21,147","2,682","-2,533","4,501"
NVDA,21.05/02,"5,661","1,956","1,912","30,796","12,022","18,774","1,874","-1,272",-471
NVDA,21.01/31,"5,003","1,507","1,457","28,791","11,898","16,893","2,067","-3,129",-342
NVDA,20.10/25,"4,726","1,398","1,336","26,881","11,547","15,334","1,279","-2,001",-301
NVDA,20.07/26,"3,866",651,622,"25,180","11,266","13,914","1,567","-13,490",-297
NVDA,20.04/26,"3,080",976,917,"23,254","10,155","13,099",909,"-1,055","4,744"
NVDA,20.01/26,"3,105",990,951,"17,315","5,111","12,204","1,465",-151,-183
NVDA,19.10/27,"3,014",927,899,"15,810","4,596","11,214","1,640","1,256",-236
NVDA,19.07/28,"2,579",571,552,"14,775","4,439","10,336",936,"3,545",-148
NVDA,19.04/28,"2,220",358,394,"14,021","4,317","9,704",720,"1,495",-225
NVDA,19.01/27,"2,205",294,566,"13,292","3,950","9,342",898,40,-877
NVDA,18.10/28,"3,181","1,058","1,230","13,657","4,182","9,475",487,219,-703
MSFT,24.09/30,"65,585","30,552","24,667","523,013","235,290","287,723","34,180","-15,201","-16,576"
MSFT,24.06/30,"64,727","27,925","22,036","512,163","243,686","268,477","37,195","-14,848","-23,563"
MSFT,24.03/31,"61,858","27,581","21,939","484,275","231,123","253,152","31,917","-10,700","-18,808"
MSFT,23.12/31,"62,020","27,032","21,870","470,558","232,290","238,268","18,853","-71,925","-10,147"
MSFT,23.09/30,"56,517","26,895","22,291","445,785","225,071","220,714","30,583",503,"14,761"
MSFT,23.06/30,"56,189","24,254","20,081","411,976","205,753","206,223","28,770","-9,134","-11,413"
MSFT,23.03/31,"52,857","22,352","18,299","380,088","185,405","194,683","24,441","-3,264","-10,290"
MSFT,22.12/31,"52,747","20,399","16,425","364,552","181,416","183,136","11,173","-7,150","-11,349"
MSFT,22.09/30,"50,122","21,518","17,556","359,784","186,218","173,566","23,198","-3,132","-10,883"
MSFT,22.06/30,"51,865","20,534","16,740","364,840","198,298","166,542","24,629","-9,729","-13,269"
MSFT,22.03/31,"49,360","20,364","16,728","344,607","181,683","162,924","25,386","-16,171","-17,345"
MSFT,21.12/31,"51,728","22,247","18,765","340,389","180,379","160,010","14,480","-1,161","-11,986"
MSFT,21.09/30,"45,317","20,238","20,505","335,418","183,440","151,978","24,540","-3,250","-16,276"
MSFT,21.06/30,"46,152","19,095","16,458","333,779","191,791","141,988","22,710","-10,853","-11,371"
MSFT,21.03/31,"41,706","17,048","15,457","308,879","174,374","134,505","22,179","-9,684","-13,192"
MSFT,20.12/31,"43,076","17,897","15,463","304,137","173,901","130,236","12,516","-1,669","-13,634"
MSFT,20.09/30,"37,154","15,876","13,893","301,001","177,609","123,392","19,335","-5,371","-10,289"
MSFT,20.06/30,"38,033","13,407","11,202","301,311","183,007","118,304","18,673","-4,462","-12,262"
MSFT,20.03/31,"35,021","12,975","10,752","285,449","170,948","114,501","17,504",51,"-14,645"
MSFT,19.12/31,"36,906","13,891","11,649","282,794","172,685","110,109","10,680","-6,036","-8,915"
MSFT,19.09/30,"33,055","12,686","10,678","278,955","172,894","106,061","13,818","-1,776","-10,209"
MSFT,19.06/30,"33,717","12,405","13,187","286,556","184,226","102,330","16,108","-7,257","-8,686"
MSFT,19.03/31,"30,571","10,341","8,809","263,281","168,417","94,864","13,520","-1,363","-7,601"
MSFT,18.12/31,"32,471","10,258","8,420","258,859","166,731","92,128","8,900","-4,200","-13,216"
MSFT,18.09/30,"29,084","9,955","8,824","257,619","171,652","85,967","13,657","-2,953","-7,384"
AMZN,24.09/30,"158,877","17,411","15,328","584,626","325,475","259,151","25,971","-16,899","-2,758"
AMZN,24.06/30,"147,977","14,672","13,485","554,818","318,371","236,447","25,281","-22,138","-4,490"
AMZN,24.03/31,"143,313","15,307","10,431","530,969","314,308","216,661","18,989","-17,862","-1,256"
AMZN,23.12/31,"169,961","13,209","10,624","527,854","325,979","201,875","42,465","-12,601","-6,746"
AMZN,23.09/30,"143,083","11,188","9,879","486,883","303,910","182,973","21,217","-11,753","-8,948"
AMZN,23.06/30,"134,383","7,681","6,750","477,607","309,005","168,602","16,476","-9,673","-6,539"
AMZN,23.03/31,"127,358","4,774","3,172","464,378","309,852","154,526","4,788","-15,806","6,354"
AMZN,22.12/31,"149,204","2,737",278,"462,675","316,632","146,043","29,173","-10,821",86
AMZN,22.09/30,"127,101","2,525","2,872","428,362","290,873","137,489","11,404","-15,608","3,016"
AMZN,22.06/30,"121,234","3,317","-2,028","419,728","288,326","131,402","8,965","-12,078","4,626"
AMZN,22.03/31,"116,444","3,669","-3,844","410,767","276,766","134,001","-2,790",906,"1,990"
AMZN,21.12/31,"137,412","3,460","14,323","420,549","282,304","138,245","22,086","-12,580","-3,100"
AMZN,21.09/30,"110,812","4,852","3,156","382,406","261,842","120,564","7,313","-14,828","-2,776"
AMZN,21.06/30,"113,080","7,702","7,778","360,319","245,516","114,803","12,715","-22,080","15,643"
AMZN,21.03/31,"108,518","8,865","8,107","323,077","219,757","103,320","4,213","-8,666","-3,476"
AMZN,20.12/31,"125,555","6,873","7,222","321,195","227,791","93,404","30,431","-17,037","-1,816"
AMZN,20.09/30,"96,145","6,194","6,331","282,179","199,404","82,775","11,964","-15,876","-4,105"
AMZN,20.06/30,"88,912","5,843","5,243","258,314","184,586","73,728","20,606","-17,804","7,408"
AMZN,20.03/31,"75,452","3,989","2,535","221,238","155,966","65,272","3,064","-8,894","-2,591"
AMZN,19.12/31,"87,436","3,879","3,268","225,248","163,188","62,060","19,659","-3,536","-3,571"
AMZN,19.09/30,"69,981","3,157","2,134","199,099","142,591","56,508","7,892","-5,074","-1,960"
AMZN,19.06/30,"63,404","3,084","2,625","191,351","138,290","53,061","9,118","-7,549","-2,158"
AMZN,19.03/31,"59,700","4,420","3,561","178,102","129,692","48,410","1,846","-8,123","-2,377"
AMZN,18.12/31,"72,383","3,786","3,027","162,648","119,099","43,549","16,477","-3,572","-1,761"
AMZN,18.09/30,"56,576","3,724","2,883","143,695","104,570","39,125","8,588","-5,572","-2,369"
GOOGL,24.09/30,"88,268","28,521","26,301","430,266","116,147","314,119","30,698","-18,011","-20,094"
GOOGL,24.06/30,"84,742","27,425","23,619","414,770","114,017","300,753","26,640","-2,781","-20,889"
GOOGL,24.03/31,"80,539","25,472","23,662","407,350","114,506","292,844","28,848","-8,564","-19,714"
GOOGL,23.12/31,"86,310","23,697","20,687","402,392","119,013","283,379","18,915","-6,167","-19,308"
GOOGL,23.09/30,"76,693","21,343","19,689","396,711","123,509","273,202","30,656","-7,150","-18,382"
GOOGL,23.06/30,"74,604","21,838","18,368","383,044","115,903","267,141","28,666","-10,800","-17,835"
GOOGL,23.03/31,"69,787","17,415","15,051","369,491","108,597","260,894","23,509","-2,946","-16,568"
GOOGL,22.12/31,"76,048","18,160","13,624","365,264","109,120","256,144","23,614","-6,227","-17,629"
GOOGL,22.09/30,"69,092","17,135","13,910","358,255","104,629","253,626","23,353",-833,"-18,097"
GOOGL,22.06/30,"69,685","19,453","16,002","355,185","99,766","255,419","19,422","-4,187","-17,817"
GOOGL,22.03/31,"68,011","20,094","16,436","357,096","103,092","254,004","25,106","-9,051","-16,214"
GOOGL,21.12/31,"75,325","21,885","20,642","359,268","107,633","251,635","24,934","-11,016","-16,511"
GOOGL,21.09/30,"65,118","21,031","18,936","347,403","102,836","244,567","25,539","-10,050","-15,254"
GOOGL,21.06/30,"61,880","19,361","18,525","335,387","97,822","237,565","21,890","-9,074","-15,991"
GOOGL,21.03/31,"55,314","16,437","17,930","327,095","97,082","230,013","19,289","-5,383","-13,606"
GOOGL,20.12/31,"56,898","15,651","15,227","319,616","97,072","222,544","22,677","-7,281","-9,270"
GOOGL,20.09/30,"46,173","11,213","11,247","299,243","86,323","212,920","17,003","-15,197",546
GOOGL,20.06/30,"38,297","6,383","6,959","278,492","71,170","207,322","13,993","-8,448","-7,498"
GOOGL,20.03/31,"41,159","7,977","6,836","273,403","69,744","203,659","11,451","-1,847","-8,186"
GOOGL,19.12/31,"46,075","9,266","10,671","275,909","74,467","201,442","14,427","-4,703","-7,326"
GOOGL,19.09/30,"40,499","9,177","7,068","263,044","68,075","194,969","15,466","-8,945","-6,954"
GOOGL,19.06/30,"38,944","9,180","9,947","257,101","64,909","192,192","12,627","-10,455","-4,746"
GOOGL,19.03/31,"36,339","6,608","6,657","245,349","61,877","183,472","12,000","-5,388","-4,183"
GOOGL,18.12/31,"39,276","8,221","8,948","232,792","55,164","177,628","12,987","-6,876","-2,746"
GOOGL,18.09/30,"33,740","8,625","9,192","221,538","51,698","169,840","13,210","-10,408","-3,478"
META,24.09/30,"40,589","17,350","15,688","256,408","91,879","164,529","24,724","-8,620","-4,371"
META,24.06/30,"39,071","14,847","13,465","230,238","73,475","156,763","19,370","-8,298","-11,178"
META,24.03/31,"36,455","13,818","12,369","222,844","73,315","149,529","19,246","-8,734","-19,767"
META,23.12/31,"40,111","16,384","14,017","229,623","76,455","153,168","19,404","-6,472","-8,401"
META,23.09/30,"34,146","13,748","11,583","216,274","73,401","142,873","20,402","-6,077","-5,875"
META,23.06/30,"31,999","9,392","7,788","206,688","72,655","134,033","17,309","-5,203","5,292"
META,23.03/31,"28,645","7,227","5,709","184,491","59,696","124,795","13,998","-6,743","-10,516"
META,22.12/31,"32,165","6,399","4,653","185,727","60,014","125,713","14,511","-7,531","-7,060"
META,22.09/30,"27,714","5,664","4,395","178,894","54,800","124,094","9,692","-9,701","2,147"
META,22.06/30,"28,822","8,358","6,687","169,779","44,012","125,767","12,196","-6,959","-6,563"
META,22.03/31,"27,908","8,524","7,465","164,218","40,990","123,228","14,076","-4,779","-10,660"
META,21.12/31,"33,671","12,585","10,285","165,987","41,108","124,879","18,104","5,829","-21,742"
META,21.09/30,"29,010","10,423","9,194","169,585","36,225","133,360","14,090",-330,"-15,252"
META,21.06/30,"29,077","12,367","10,394","170,609","32,382","138,227","13,247","-8,195","-8,549"
META,21.03/31,"26,171","11,378","9,497","163,523","29,866","133,657","12,242","-4,874","-5,185"
META,20.12/31,"28,072","12,775","11,219","159,316","31,026","128,290","14,040","-5,173","-3,207"
META,20.09/30,"21,470","8,040","7,846","146,437","28,706","117,731","9,829","-16,599","-2,911"
META,20.06/30,"18,687","5,963","5,178","139,691","29,244","110,447","3,877","-4,178","-2,152"
META,20.03/31,"17,737","5,893","4,902","138,371","33,067","105,304","11,001","-4,109","-2,022"
META,19.12/31,"21,082","8,858","7,349","133,376","32,322","101,054","9,083","-4,036","-2,026"
META,19.09/30,"17,652","7,185","6,091","124,418","30,419","93,999","9,307","-5,050","-2,019"
META,19.06/30,"16,886","4,626","2,616","117,006","28,244","88,762","8,616","-4,010","-1,831"
META,19.03/31,"15,077","3,317","2,429","109,477","22,961","86,516","9,308","-6,768","-1,423"
META,18.12/31,"16,914","7,820","6,882","97,334","13,207","84,127","7,618","-3,685","-3,541"
META,18.09/30,"13,727","5,781","5,137","92,452","12,110","80,342","7,498","-4,247","-5,157"
TSLA,24.09/30,"25,182","2,717","2,167","119,852","49,142","69,931","6,255","-2,875",132
TSLA,24.06/30,"25,500","1,605","1,478","112,832","45,569","66,468","3,612","-3,225","2,540"
TSLA,24.03/31,"21,301","1,171","1,129","109,226","44,046","64,378",242,"-5,084",196
TSLA,23.12/31,"25,167","2,064","7,928","106,618","43,009","62,634","4,370","-4,804",887
TSLA,23.09/30,"23,350","1,764","1,853","93,941","39,446","53,466","3,308","-4,762","2,263"
TSLA,23.06/30,"24,927","2,399","2,703","90,591","38,409","51,130","3,065","-3,534",-328
TSLA,23.03/31,"23,329","2,664","2,513","86,833","37,598","48,054","2,513","-2,484",-233
TSLA,22.12/31,"24,318","3,901","3,687","82,338","36,440","44,704","3,278","-6,131",-495
TSLA,22.09/30,"21,454","3,688","3,292","74,426","33,302","39,851","5,100","-2,791",-712
TSLA,22.06/30,"16,934","2,464","2,259","68,513","30,855","36,376","2,351",-884,-406
TSLA,22.03/31,"18,756","3,603","3,318","66,038","30,632","34,085","3,995","-2,167","-1,914"
TSLA,21.12/31,"17,719","2,613","2,321","62,131","30,548","30,189","4,585","-1,916","-1,257"
TSLA,21.09/30,"13,757","2,004","1,618","57,834","29,340","27,053","3,147","-1,855","-1,381"
TSLA,21.06/30,"11,958","1,312","1,142","55,146","28,896","24,804","2,124","-1,515","-1,549"
TSLA,21.03/31,"10,389",594,438,"52,972","28,507","23,017","1,641","-2,582","-1,016"
TSLA,20.12/31,"10,744",575,270,"52,148","28,418","22,225","3,019","-1,047","2,692"
TSLA,20.09/30,"8,771",809,331,"45,691","28,143","16,031","2,400","-1,039","4,450"
TSLA,20.06/30,"6,036",327,104,"38,135","26,754","9,855",964,-566,123
TSLA,20.03/31,"5,985",283,16,"37,250","26,518","9,173",-440,-480,"2,708"
TSLA,19.12/31,"7,384",359,105,"34,309","26,199","6,618","1,425",-403,-79
TSLA,19.09/30,"6,303",261,143,"32,795","25,313","6,040",756,-486,118
TSLA,19.06/30,"6,350",-167,-408,"31,873","24,722","5,715",864,-241,"2,143"
TSLA,19.03/31,"4,541",-522,-702,"28,913","22,875","4,606",-640,-306,-653
TSLA,18.12/31,"7,226",414,140,"29,740","23,427","4,923","1,235",-365,-112
TSLA,18.09/30,"6,824",416,311,"29,263","23,409","4,509","1,391",-561,-84
AVGO,24.11/03,"14,054","4,627","4,324","165,645","97,967","67,678","5,604",-132,"-6,076"
AVGO,24.08/04,"13,072","3,788","-1,875","167,966","102,315","65,651","4,963","3,245","-8,065"
AVGO,24.05/05,"12,487","2,965","2,121","175,211","105,250","69,961","4,580",-706,"-5,929"
AVGO,24.02/04,"11,961","2,083","1,325","177,870","107,586","70,284","4,815","-25,477","18,337"
AVGO,23.10/29,"9,295","4,240","3,524","72,861","48,873","23,988","4,828",-124,"-2,570"
AVGO,23.07/30,"8,876","3,856","3,303","71,595","49,516","22,079","4,719",-144,"-4,073"
AVGO,23.04/30,"8,733","4,008","3,481","71,667","49,660","22,007","4,502",-318,"-5,278"
AVGO,23.01/29,"8,915","4,103","3,774","72,976","49,666","23,310","4,036",-103,"-3,702"
AVGO,22.10/30,"8,930","3,986","3,359","73,249","50,540","22,709","4,583",-128,"-2,016"
AVGO,22.07/31,"8,464","3,737","3,074","71,326","50,423","20,876","4,424",80,"-3,532"
AVGO,22.05/01,"8,103","3,394","2,590","71,719","50,729","20,963","4,243",-310,"-5,147"
AVGO,22.01/30,"7,706","3,108","2,472","73,224","50,230","22,968","3,486",-309,"-5,121"
AVGO,21.10/31,"7,407","2,581","1,989","75,570","50,581","24,962","3,541",50,"-2,533"
AVGO,21.08/01,"6,778","2,126","1,876","75,880","51,513","24,340","3,541",-47,"-1,907"
AVGO,21.05/02,"6,610","1,975","1,493","75,524","51,558","23,939","3,569",-126,"-3,477"
AVGO,21.01/31,"6,655","1,837","1,378","76,972","52,973","23,973","3,113",-122,"-1,057"
AVGO,20.11/01,"6,467","1,526","1,324","75,933","52,032","23,874","3,348",-100,"-4,487"
AVGO,20.08/02,"5,821","1,008",688,"79,298","55,713","23,557","3,178",-46,"-3,482"
AVGO,20.05/03,"5,742",766,563,"81,548","57,578","23,942","3,213",24,-474
AVGO,20.02/02,"5,858",714,385,"81,006","56,610","24,368","2,322","-10,987","10,054"
AVGO,19.11/03,"5,776","1,054",847,"67,493","42,523","24,941","2,479",-88,"-2,798"
AVGO,19.08/04,"5,515",865,715,"69,767","48,264","21,503","2,419",-35,"-2,250"
AVGO,19.05/05,"5,517",970,691,"70,916","48,744","22,172","2,667",-106,"-2,326"
AVGO,19.02/03,"5,789",555,471,"72,110","48,886","23,224","2,132","-15,193","13,862"
AVGO,18.11/04,"5,444","1,652","1,115","50,124","23,467","26,657","2,635",-118,"-2,361"
BRK.B,24.09/30,"113,509","33,500","26,251","56,493","515,445","629,069","1,803","-3,904","-3,065"
BRK.B,24.06/30,"117,510","39,115","30,348","53,597","500,889","601,697","13,602","-7,448",854
BRK.B,24.03/31,"91,745","16,529","12,702","52,232","492,250","571,490","10,566","-3,203","-9,802"
BRK.B,23.12/31,"130,190","47,702","37,574","54,863","499,208","561,273","14,400","-7,351",-136
BRK.B,23.09/30,"63,432","-15,961","-12,767","55,077","485,206","525,330","13,669","-28,048","-4,636"
BRK.B,23.06/30,"125,564","46,173","35,912","52,233","489,812","539,883","12,434","10,655",289
BRK.B,23.03/31,"120,151","45,282","35,504","52,525","480,812","504,554","8,693","-7,919","-9,922"
BRK.B,22.12/31,"92,535","22,343","18,080","49,816","466,784","473,424","10,311","-6,092","-1,351"
BRK.B,22.09/30,"63,439","-3,581","-2,798","47,971","438,549","455,430","11,682","-7,336","-1,918"
BRK.B,22.06/30,"9,282","-54,425","-43,621","47,580","440,207","461,229","8,531","-15,607","-1,036"
BRK.B,22.03/31,"68,865","7,652","5,580","46,005","452,641","508,141","6,826","-58,566","2,643"
BRK.B,21.12/31,"112,416","50,007","39,788","46,072","443,854","506,199","7,801","17,311","-7,144"
BRK.B,21.09/30,"75,504","13,163","10,344","47,132","439,683","472,480","12,067","23,514","-7,786"
BRK.B,21.06/30,"96,508","36,650","28,094","45,544","433,693","470,409","10,253","-22,629","-5,229"
BRK.B,21.03/31,"70,299","15,327","11,711","43,693","428,217","447,987","9,306","11,196","-8,349"
BRK.B,20.12/31,"103,804","46,136","35,835","45,568","422,393","443,164","10,546","16,649","-6,668"
BRK.B,20.09/30,"94,606","38,640","30,137","44,026","410,731","415,155","11,761","-11,855","-8,856"
BRK.B,20.06/30,"96,925","36,668","26,295","40,665","390,880","393,495","10,668","-14,747","-2,474"
BRK.B,20.03/31,"-9,010","-62,325","-49,746","39,614","385,213","371,565","6,798","-27,804",-346
BRK.B,19.12/31,"96,679","37,554","29,159","42,319","389,166","424,791","12,077","-21,077","-1,779"
BRK.B,19.09/30,"75,898","20,830","16,524","41,189","386,924","397,609","9,848","18,364","2,098"
BRK.B,19.06/30,"73,646","18,627","14,073","40,588","373,717","382,544","9,185","7,293","2,089"
BRK.B,19.03/31,"81,000","28,470","21,661","39,807","366,133","368,877","7,577","-10,201","-1,678"
BRK.B,18.12/31,"28,206","-28,539","-25,392","37,186","355,294","348,703","10,845","-21,818",-286
BRK.B,18.09/30,"78,156","23,781","18,540","40,199","357,040","375,606","10,464","-33,461",-10
WMT,24.10/31,"169,588","6,708","4,577","263,399","169,123","88,108","6,561","-2,533","-2,728"
WMT,24.07/31,"169,335","7,940","4,501","254,440","163,875","84,423","12,108","-5,719","-6,624"
WMT,24.04/30,"161,508","6,841","5,104","254,054","165,981","81,293","4,249","-4,409",-321
WMT,24.01/31,"173,388","7,254","5,494","252,399","162,050","83,861","16,712","-5,913","-13,235"
WMT,23.10/31,"160,804","6,202",453,"259,174","173,591","79,456",813,"-5,465","3,130"
WMT,23.07/31,"161,632","7,316","7,891","255,121","169,794","79,556","13,568","-5,049","-5,249"
WMT,23.04/30,"152,301","6,240","1,673","245,053","165,822","72,405","4,633","-4,860","1,940"
WMT,23.01/31,"164,048","5,561","6,275","243,197","159,443","76,693","13,143","-4,757","-11,458"
WMT,22.10/31,"152,813","2,695","-1,798","247,656","167,533","72,253","6,458","-4,381","-4,181"
WMT,22.07/31,"152,859","6,854","5,149","247,199","161,612","77,569","12,998","-4,026","-6,715"
WMT,22.04/30,"141,569","5,318","2,054","246,142","160,542","76,896","-3,758","-4,558","5,315"
WMT,22.01/31,"152,871","5,887","3,562","244,860","152,969","83,253","7,890","-4,485","-4,715"
WMT,21.10/31,"140,525","5,792","3,105","244,851","154,094","82,274","3,868","-3,932","-6,554"
WMT,21.07/31,"141,048","7,354","4,276","238,552","151,425","80,529","9,565","-3,448","-6,160"
WMT,21.04/30,"138,310","6,909","2,730","236,581","151,989","78,335","2,858","5,850","-5,399"
WMT,21.01/31,"152,079","5,487","-2,091","252,496","164,965","80,925","13,194","-3,564","-4,777"
WMT,20.10/31,"134,708","5,778","5,135","250,863","163,359","81,431","3,924","-2,873","-3,526"
WMT,20.07/31,"137,742","6,059","6,476","237,382","156,185","75,310","11,939","-1,938","-8,379"
WMT,20.04/30,"134,622","5,224","3,990","232,892","158,782","68,240","7,017","-1,696",565
WMT,20.01/31,"141,671","5,322","4,141","236,495","154,943","74,669","10,716","-2,843","-7,086"
WMT,19.10/31,"127,991","4,718","3,288","239,830","161,523","71,649","3,354","-2,461","-1,682"
WMT,19.07/31,"130,377","5,583","3,610","234,861","157,730","70,327","7,622","-2,689","-4,685"
WMT,19.04/30,"123,925","4,945","3,842","234,544","159,634","68,205","3,563","-1,135",-846
WMT,19.01/31,"138,793","6,067","3,687","219,295","139,661","72,496","10,445","-3,482","-8,458"
WMT,18.10/31,"124,894","4,986","1,710","226,583","147,114","71,996","6,213","-16,126","3,441"
LLY,24.09/30,"11,439","1,588",970,"75,607","61,286","14,240","3,712","-4,005",211
LLY,24.06/30,"11,303","3,517","2,967","71,875","58,239","13,562","1,466","-2,199","1,556"
LLY,24.03/31,"8,768","2,536","2,243","63,944","51,046","12,812","1,166","-1,178",-311
LLY,23.12/31,"9,353","2,509","2,190","64,006","53,143","10,772",-312,"-2,924","3,545"
LLY,23.09/30,"9,499",427,-57,"57,916","46,608","11,220","2,190","-3,081",572
LLY,23.06/30,"8,312","2,089","1,763","54,814","43,665","11,064",632,-459,"-1,033"
LLY,23.03/31,"6,960","1,530","1,345","53,163","41,868","11,190","1,731",-689,412
LLY,22.12/31,"7,302","2,096","1,938","49,490","38,714","10,650","1,663",-944,"-1,141"
LLY,22.09/30,"6,942","1,566","1,452","47,462","37,296","10,070","2,217",-955,"-1,263"
LLY,22.06/30,"6,488","1,091",953,"47,064","38,404","8,545","1,183",-827,-124
LLY,22.03/31,"7,810","2,054","1,903","46,919","37,457","9,331","2,523","-1,038","-2,878"
LLY,21.12/31,"8,000","1,840","1,726","48,806","39,651","8,979","2,262",-484,"-1,527"
LLY,21.09/30,"6,773","1,245","1,110","48,187","40,233","7,757","1,631",-617,-463
LLY,21.06/30,"6,740","1,594","1,390","47,809","41,146","6,444","1,776",-483,"-1,083"
LLY,21.03/31,"6,806","1,476","1,355","46,838","39,739","6,899","1,697","-1,284","-1,058"
LLY,20.12/31,"7,440","2,469","2,117","46,633","40,808","5,642","1,815",-674,"-1,292"
LLY,20.09/30,"5,741","1,437","1,208","43,946","38,950","4,827","1,807",-314,-279
LLY,20.06/30,"5,499","1,644","1,412","41,967","37,695","4,093","2,495",-210,"-1,673"
LLY,20.03/31,"5,860","1,680","1,457","41,103","37,906","3,079",382,"-1,061",107
LLY,19.12/31,"6,114","1,663","1,496","39,286","36,587","2,607","1,964",-41,"-1,114"
LLY,19.09/30,"5,477","1,406","1,254","37,893","34,431","3,383","1,510",-424,"-1,693"
LLY,19.06/30,"5,637","1,466","1,327","38,666","35,809","2,781","1,052",61,-886
LLY,19.03/31,"5,092",731,"4,242","38,007","35,442","2,480",311,"-7,679","1,368"
LLY,18.12/31,"5,638",932,"1,125","43,908","32,999","9,829","1,449",-659,"-1,640"
LLY,18.09/30,"5,307","1,341","1,150","44,625","30,474","13,077","2,122",-398,433
JPM,24.09/30,"42,654","20,089","12,537","314,356","3,864,212","345,836","-74,081","-43,405","10,746"
JPM,24.06/30,"50,200","26,487","17,718","295,813","3,802,451","340,552","38,469","-94,239","27,238"
JPM,24.03/31,"41,934","19,177","12,942","301,469","3,754,090","336,637","-154,158","-43,379","141,168"
JPM,23.12/31,"38,574","14,088","8,871","290,307","3,547,515","327,878","60,231","79,882","-35,897"
JPM,23.09/30,"39,874","18,117","12,685","292,070","3,580,962","317,371","45,119","-17,790","-4,316"
JPM,23.06/30,"41,307","20,485","14,011","286,934","3,555,724","312,516","18,865","-18,243","-49,915"
JPM,23.03/31,"38,349","18,242","12,193","275,077","3,441,223","303,082","-111,241","23,794","64,557"
