,Ticker,Quarter,EPS,BPS,PER,PBR,ROE,ROA,ROIC,Debt_ratio,매출액,영업이익,순이익,자산총액,부채총액,자본총액,영업활동,투자활동,재무활동,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500,close,volume,Market Cap,Sector,index,Sector_idx
2873,CTAS,18.Q4,2.11,7.08,21.22,6.62,30.7,13.2,20.0,144.6,1718.0,276.0,243.0,7405.0,4378.0,3027.0,182.0,-16.0,-195.0,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,46.9,45296000.0,75393.0,Business Services,114.0,3
2874,CTAS,18.Q3,1.87,7.87,27.06,6.78,28.4,11.9,18.4,117.8,1698.0,265.0,213.0,7287.0,3941.0,3346.0,163.0,-71.0,-113.0,2.25,0.0,2.5,0.0,73.76,0.0,290.72,45.5,76968800.0,75393.0,Business Services,114.0,3
2875,CL,24.Q3,3.49,0.53,29.57,194.99,821.5,17.3,29.6,3663.9,5033.0,1065.0,737.0,16774.0,15938.0,435.0,1167.0,-150.0,-904.0,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,93.7,104090100.0,75190.0,Consumer Staples,115.0,7
2876,CL,24.Q2,3.45,0.15,28.03,647.28,1192.0,17.3,28.9,13006.5,5058.0,1092.0,731.0,16480.0,15998.0,123.0,990.0,-111.0,-845.0,5.5,0.0,3.0,1.4,85.26,3.96,534.01,99.2,87393700.0,75190.0,Consumer Staples,115.0,7
2877,CL,24.Q1,3.16,0.28,28.39,322.28,1363.4,16.0,27.6,6936.5,5065.0,1047.0,683.0,16571.0,15954.0,230.0,681.0,-193.0,-361.0,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,91.9,96679100.0,75190.0,Consumer Staples,115.0,7
2878,CL,23.Q4,2.77,0.74,28.54,107.77,1735.8,14.2,24.4,2534.6,4950.0,1072.0,718.0,16393.0,15436.0,609.0,1136.0,-143.0,-992.0,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,84.2,113576500.0,75190.0,Consumer Staples,115.0,7
2879,CL,23.Q3,1.92,-0.01,37.04,,1971.4,9.9,18.2,,4915.0,1029.0,708.0,16043.0,15637.0,-9.0,1152.0,-161.0,-846.0,5.5,0.25,4.4,2.0,86.72,8.92,443.37,75.1,126559300.0,75190.0,Consumer Staples,115.0,7
2880,CL,23.Q2,1.8,-0.08,42.69,,628.3,9.3,17.6,,4822.0,974.0,502.0,16227.0,15912.0,-64.0,722.0,-174.0,-580.0,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,76.3,104207200.0,75190.0,Consumer Staples,115.0,7
2881,CL,23.Q1,1.92,-0.01,39.05,,539.4,10.0,17.6,,4770.0,909.0,372.0,16173.0,15748.0,-6.0,735.0,-264.0,-375.0,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,79.8,98758300.0,75190.0,Consumer Staples,115.0,7
2882,CL,22.Q4,2.13,0.48,36.87,164.11,472.2,11.3,19.9,3721.9,4629.0,202.0,5.0,15731.0,14925.0,401.0,673.0,-173.0,-666.0,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,74.5,104753000.0,75190.0,Consumer Staples,115.0,7
2883,CL,22.Q3,2.29,0.75,30.39,94.21,448.4,12.3,22.3,2449.4,4455.0,947.0,618.0,16288.0,15235.0,622.0,969.0,-946.0,99.0,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,73.8,97811200.0,75190.0,Consumer Staples,115.0,7
2884,CL,22.Q2,2.3,0.2,34.54,399.72,460.4,12.5,23.2,9019.6,4484.0,884.0,603.0,15711.0,15153.0,168.0,528.0,-341.0,-181.0,1.75,1.25,0.3,1.3,108.08,12.49,389.8,78.7,80883600.0,75190.0,Consumer Staples,115.0,7
2885,CL,22.Q1,2.41,0.38,31.18,198.55,411.9,13.1,24.4,4671.3,4399.0,860.0,559.0,15723.0,14995.0,321.0,386.0,-141.0,-204.0,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,77.1,133477700.0,75190.0,Consumer Staples,115.0,7
2886,CL,21.Q4,2.55,0.72,33.21,118.11,449.8,13.8,26.0,2310.2,4403.0,365.0,148.0,15040.0,14069.0,609.0,1106.0,-130.0,-1106.0,0.25,0.0,7.4,3.9,80.0,10.0,453.42,82.4,110562800.0,75190.0,Consumer Staples,115.0,7
2887,CL,21.Q3,3.14,0.7,23.92,107.87,517.5,16.8,31.2,2513.2,4414.0,967.0,634.0,15880.0,14853.0,591.0,994.0,-173.0,-784.0,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,76.2,95999200.0,75190.0,Consumer Staples,115.0,7
2888,CL,21.Q2,3.2,0.55,25.22,148.32,514.4,17.3,32.5,3262.3,4260.0,996.0,703.0,15999.0,15137.0,464.0,627.0,-147.0,-550.0,0.25,0.0,6.4,0.8,66.0,6.0,422.6,79.5,86884000.0,75190.0,Consumer Staples,115.0,7
2889,CL,21.Q1,3.11,0.31,25.14,255.31,552.6,17.1,33.3,5777.9,4344.0,1004.0,681.0,15801.0,15138.0,262.0,598.0,-142.0,-334.0,0.25,0.0,5.6,1.2,60.0,14.5,383.63,80.7,92791900.0,75190.0,Consumer Staples,115.0,7
2890,CL,20.Q4,3.14,0.87,27.2,98.65,695.0,17.5,33.2,1994.5,4324.0,969.0,647.0,15920.0,14819.0,743.0,963.0,-111.0,-951.0,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,78.0,105462900.0,75190.0,Consumer Staples,115.0,7
2891,CL,20.Q3,3.13,0.76,24.58,101.3,1163.7,17.7,32.6,2204.1,4153.0,1018.0,698.0,15466.0,14393.0,653.0,962.0,-151.0,-827.0,0.25,0.0,35.2,63.9,42.9,12.4,342.57,78.9,71183400.0,75190.0,Consumer Staples,115.0,7
2892,CL,20.Q2,2.99,0.31,24.41,234.14,,17.1,30.1,5376.5,3897.0,946.0,635.0,15141.0,14409.0,268.0,1026.0,-58.0,-833.0,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,77.2,74945600.0,75190.0,Consumer Staples,115.0,7
2893,CL,20.Q1,2.93,-0.13,22.5,,,17.3,29.3,,4097.0,952.0,715.0,15070.0,14729.0,-113.0,768.0,-459.0,-308.0,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,70.3,87767500.0,75190.0,Consumer Staples,115.0,7
2894,CL,19.Q4,2.75,0.14,24.93,504.26,,16.9,28.9,12372.6,4015.0,931.0,643.0,15034.0,14476.0,117.0,970.0,-24.0,-1020.0,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,73.8,89823500.0,75190.0,Consumer Staples,115.0,7
2895,CL,19.Q3,2.7,-0.38,27.07,,,17.5,29.6,,3928.0,856.0,578.0,15026.0,14852.0,-324.0,914.0,-1863.0,1054.0,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,68.6,76007000.0,75190.0,Consumer Staples,115.0,7
2896,CL,19.Q2,2.63,-0.4,27.05,,,17.9,31.1,,3866.0,888.0,586.0,13151.0,13161.0,-347.0,644.0,-114.0,-512.0,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,71.7,73626700.0,75190.0,Consumer Staples,115.0,7
2897,CL,19.Q1,2.68,-0.64,25.39,,,18.5,32.0,,3884.0,879.0,560.0,12883.0,13093.0,-552.0,605.0,-98.0,-392.0,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,72.8,67310600.0,75190.0,Consumer Staples,115.0,7
2898,CL,18.Q4,2.75,-0.12,21.51,,,19.0,32.9,,3811.0,891.0,606.0,12161.0,11964.0,-102.0,862.0,4.0,-978.0,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,64.7,104403100.0,75190.0,Consumer Staples,115.0,7
2899,CL,18.Q3,2.42,-0.5,27.44,,,16.6,33.2,,3845.0,874.0,523.0,12571.0,12639.0,-430.0,897.0,-161.0,-722.0,2.25,0.0,2.5,0.0,73.76,0.0,290.72,59.5,118852700.0,75190.0,Consumer Staples,115.0,7
2900,USB,24.Q3,3.26,37.71,14.01,1.21,9.0,0.8,1.0,1065.5,6276.0,2072.0,1714.0,0.0,627148.0,58859.0,972.0,1622.0,5136.0,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,48.3,188140000.0,74757.0,Finance,116.0,8
2901,USB,24.Q2,3.14,36.17,12.63,1.1,8.9,0.7,1.0,1104.5,6270.0,2056.0,1603.0,0.0,623173.0,56420.0,2874.0,-8328.0,-5699.0,5.5,0.0,3.0,1.4,85.26,3.96,534.01,44.9,206724200.0,74757.0,Finance,116.0,8
2902,USB,24.Q1,3.01,35.64,14.92,1.25,8.6,0.7,1.0,1129.4,6132.0,1673.0,1319.0,0.0,627573.0,55568.0,2661.0,-4953.0,18085.0,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,40.6,164028100.0,74757.0,Finance,116.0,8
2903,USB,23.Q4,3.27,35.84,13.34,1.22,9.4,0.7,1.0,1098.8,6219.0,1000.0,847.0,0.0,607720.0,55306.0,416.0,1800.0,-5378.0,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,41.5,201545700.0,74757.0,Finance,116.0,8
2904,USB,23.Q3,3.35,34.31,9.86,0.95,9.8,0.8,1.0,1156.9,6485.0,1955.0,1523.0,0.0,614461.0,53113.0,3873.0,5636.0,-15797.0,5.5,0.25,4.4,2.0,86.72,8.92,443.37,31.9,299757200.0,74757.0,Finance,116.0,8
2905,USB,23.Q2,3.6,34.59,9.3,0.96,10.7,0.8,1.1,1183.2,6320.0,1751.0,1361.0,0.0,627341.0,53019.0,3316.0,6546.0,-5448.0,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,39.7,278099100.0,74757.0,Finance,116.0,8
2906,USB,23.Q1,3.75,34.59,9.81,1.04,11.3,0.9,1.2,1186.9,6714.0,2159.0,1698.0,0.0,628923.0,52989.0,842.0,4943.0,6901.0,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,34.3,325147900.0,74757.0,Finance,116.0,8
2907,USB,22.Q4,3.69,34.09,11.78,1.28,11.1,0.9,1.2,1228.3,5144.0,1101.0,925.0,0.0,623573.0,50766.0,6888.0,34577.0,-29575.0,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,49.8,195357500.0,74757.0,Finance,116.0,8
2908,USB,22.Q3,4.2,31.97,9.62,1.26,12.3,1.1,1.4,1163.9,5934.0,2297.0,1812.0,0.0,552995.0,47513.0,3505.0,-7561.0,6584.0,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,42.5,239850500.0,74757.0,Finance,116.0,8
2909,USB,22.Q2,4.34,32.71,10.61,1.41,12.4,1.1,1.5,1115.8,5672.0,1948.0,1531.0,0.0,542312.0,48605.0,2249.0,-12152.0,4724.0,1.75,1.25,0.3,1.3,108.08,12.49,389.8,47.2,119712200.0,74757.0,Finance,116.0,8
2910,USB,22.Q1,4.63,34.48,11.44,1.54,13.0,1.2,1.6,1044.6,5457.0,1955.0,1557.0,0.0,534849.0,51200.0,8477.0,-7364.0,14285.0,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,48.6,161858600.0,74757.0,Finance,116.0,8
2911,USB,21.Q4,5.1,36.88,10.95,1.52,14.3,1.4,1.8,943.0,5670.0,2137.0,1673.0,0.0,517897.0,54918.0,703.0,-41718.0,6016.0,0.25,0.0,7.4,3.9,80.0,10.0,453.42,58.2,168718600.0,74757.0,Finance,116.0,8
2912,USB,21.Q3,4.98,36.24,11.83,1.64,14.1,1.3,1.8,954.8,6027.0,2598.0,2028.0,0.0,513117.0,53743.0,2647.0,9587.0,7097.0,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,60.4,107759100.0,74757.0,Finance,116.0,8
2913,USB,21.Q2,4.67,35.62,12.11,1.6,13.3,1.3,1.7,952.5,5926.0,2539.0,1982.0,0.0,505212.0,53039.0,5583.0,-5890.0,1379.0,0.25,0.0,6.4,0.8,66.0,6.0,422.6,55.5,114165800.0,74757.0,Finance,116.0,8
2914,USB,21.Q1,3.8,34.41,14.56,1.61,10.9,1.0,1.4,969.6,6271.0,2892.0,2280.0,0.0,501067.0,51678.0,937.0,-19466.0,-550.0,0.25,0.0,5.6,1.2,60.0,14.5,383.63,59.3,136786100.0,74757.0,Finance,116.0,8
2915,USB,20.Q4,3.06,35.19,15.19,1.32,8.8,0.8,1.1,942.0,5284.0,1920.0,1519.0,0.0,500180.0,53095.0,-1069.0,6410.0,13192.0,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,42.8,162652400.0,74757.0,Finance,116.0,8
2916,USB,20.Q3,3.03,34.9,11.73,1.03,8.9,0.9,1.1,927.0,5304.0,1933.0,1580.0,0.0,487260.0,52565.0,3284.0,-3855.0,-7774.0,0.25,0.0,35.2,63.9,42.9,12.4,342.57,39.0,139227700.0,74757.0,Finance,116.0,8
2917,USB,20.Q2,3.19,34.43,11.25,1.07,9.4,1.0,1.2,953.1,4077.0,759.0,689.0,0.0,494172.0,51850.0,-853.0,4264.0,2176.0,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,36.8,154893700.0,74757.0,Finance,116.0,8
2918,USB,20.Q1,3.87,33.95,8.66,1.02,11.5,1.2,1.5,952.3,4755.0,1439.0,1171.0,0.0,490747.0,51532.0,2354.0,-22259.0,44305.0,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,36.5,185086000.0,74757.0,Finance,116.0,8
2919,USB,19.Q4,4.16,32.8,14.07,1.79,12.5,1.4,1.7,854.2,5248.0,1847.0,1486.0,0.0,442943.0,51853.0,-62.0,-189.0,7384.0,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,53.2,142127800.0,74757.0,Finance,116.0,8
2920,USB,19.Q3,4.34,33.98,12.54,1.63,13.3,1.5,1.8,810.1,5528.0,2384.0,1908.0,0.0,433524.0,53517.0,3046.0,-9499.0,4793.0,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,57.0,118103900.0,74757.0,Finance,116.0,8
2921,USB,19.Q2,4.25,33.28,12.16,1.58,13.3,1.5,1.8,809.2,5430.0,2277.0,1821.0,0.0,428179.0,52913.0,609.0,-5328.0,3536.0,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,57.2,117625800.0,74757.0,Finance,116.0,8
2922,USB,19.Q1,4.18,32.5,11.34,1.48,13.4,1.5,1.8,812.7,5173.0,2086.0,1699.0,0.0,423089.0,52057.0,1296.0,-6544.0,1910.0,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,53.3,135882500.0,74757.0,Finance,116.0,8
2923,USB,18.Q4,4.14,31.23,10.89,1.45,13.6,1.5,1.8,814.7,5433.0,2153.0,1856.0,0.0,415717.0,51029.0,2650.0,-4757.0,3478.0,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,51.2,160690200.0,74757.0,Finance,116.0,8
2924,USB,18.Q3,4.0,30.92,13.0,1.71,13.4,1.4,1.6,821.0,5326.0,2282.0,1815.0,0.0,413600.0,50375.0,3225.0,-2051.0,-113.0,2.25,0.0,2.5,0.0,73.76,0.0,290.72,52.3,201322100.0,74757.0,Finance,116.0,8
2925,FTNT,24.Q3,1.99,1.19,38.77,65.32,1027.8,19.2,62.2,874.8,1508.0,471.0,540.0,8852.0,7944.0,908.0,608.0,-327.0,3.0,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,78.7,83117400.0,74492.0,Computer and Technology,117.0,4
2926,FTNT,24.Q2,1.7,0.38,35.07,159.76,,17.2,55.3,2694.2,1434.0,437.0,380.0,8053.0,7765.0,288.0,342.0,-50.0,-14.0,5.5,0.0,3.0,1.4,85.26,3.96,534.01,58.0,104020100.0,74492.0,Computer and Technology,117.0,4
2927,FTNT,24.Q1,1.54,-0.18,43.46,,,16.1,52.0,,1353.0,321.0,299.0,7662.0,7800.0,-138.0,830.0,-270.0,-30.0,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,63.2,96664900.0,74492.0,Computer and Technology,117.0,4
2928,FTNT,23.Q4,1.46,-0.6,39.16,,,15.8,52.8,,1415.0,385.0,311.0,7259.0,7722.0,-463.0,192.0,-72.0,-910.0,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,64.5,136294700.0,74492.0,Computer and Technology,117.0,4
2929,FTNT,23.Q3,1.44,0.1,40.05,621.91,3679.3,16.4,53.1,9993.5,1335.0,303.0,323.0,7479.0,7405.0,74.0,551.0,-111.0,-629.0,5.5,0.25,4.4,2.0,86.72,8.92,443.37,57.2,129840400.0,74492.0,Computer and Technology,117.0,4
2930,FTNT,23.Q2,1.32,0.41,56.03,184.79,,16.4,50.6,2230.7,1293.0,279.0,266.0,7486.0,7165.0,321.0,515.0,-424.0,-18.0,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,77.7,95089100.0,74492.0,Computer and Technology,117.0,4
2931,FTNT,23.Q1,1.2,0.02,53.91,4570.97,,16.3,43.8,59832.5,1262.0,274.0,248.0,6832.0,6821.0,11.0,678.0,-42.0,-14.0,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,63.0,72386000.0,74492.0,Computer and Technology,117.0,4
2932,FTNT,22.Q4,1.06,-0.36,44.55,,,15.2,34.5,,1283.0,358.0,314.0,6228.0,6510.0,-282.0,528.0,217.0,-27.0,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,52.3,105936200.0,74492.0,Computer and Technology,117.0,4
2933,FTNT,22.Q3,0.91,-0.81,52.18,,,13.4,27.8,,1150.0,266.0,232.0,5336.0,5959.0,-635.0,483.0,298.0,-527.0,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,57.2,106849500.0,74492.0,Computer and Technology,117.0,4
2934,FTNT,22.Q2,0.81,-0.49,67.38,,156.3,11.8,23.5,,1030.0,195.0,174.0,5295.0,5674.0,-393.0,323.0,294.0,-830.0,1.75,1.25,0.3,1.3,108.08,12.49,389.8,59.7,87870700.0,74492.0,Computer and Technology,117.0,4
2935,FTNT,22.Q1,0.76,0.27,86.14,252.44,80.6,11.0,22.8,2488.7,955.0,151.0,138.0,5651.0,5418.0,218.0,396.0,-45.0,-746.0,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,57.8,93489000.0,74492.0,Computer and Technology,117.0,4
2936,FTNT,21.Q4,0.73,0.96,96.84,75.17,61.7,10.7,23.7,655.1,964.0,215.0,199.0,5919.0,5121.0,782.0,367.0,-266.0,-634.0,0.25,0.0,7.4,3.9,80.0,10.0,453.42,59.4,176511000.0,74492.0,Computer and Technology,117.0,4
2937,FTNT,21.Q3,0.65,1.37,86.02,42.66,55.4,10.6,27.6,432.4,867.0,166.0,163.0,5971.0,4835.0,1118.0,399.0,-308.0,-119.0,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,67.3,82893500.0,74492.0,Computer and Technology,117.0,4
2938,FTNT,21.Q2,0.61,1.29,75.57,37.04,57.2,11.1,32.9,429.3,801.0,148.0,138.0,5559.0,4509.0,1050.0,418.0,-278.0,-121.0,0.25,0.0,6.4,0.8,66.0,6.0,422.6,54.4,96000000.0,74492.0,Computer and Technology,117.0,4
2939,FTNT,21.Q1,0.59,1.2,61.28,30.69,63.5,12.1,42.7,438.6,710.0,122.0,107.0,5282.0,4301.0,981.0,316.0,-474.0,956.0,0.25,0.0,5.6,1.2,60.0,14.5,383.63,40.8,109092000.0,74492.0,Computer and Technology,117.0,4
2940,FTNT,20.Q4,0.58,1.04,49.36,28.17,73.8,13.8,59.4,372.5,748.0,169.0,147.0,4045.0,3189.0,856.0,297.0,-65.0,-52.0,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,29.0,97133500.0,74492.0,Computer and Technology,117.0,4
2941,FTNT,20.Q3,0.54,0.88,41.45,26.73,58.7,13.1,52.9,402.8,651.0,127.0,123.0,3586.0,2873.0,713.0,221.0,-225.0,-30.0,0.25,0.0,35.2,63.9,42.9,12.4,342.57,22.1,148580000.0,74492.0,Computer and Technology,117.0,4
2942,FTNT,20.Q2,0.49,0.67,53.24,40.8,46.0,11.9,50.3,512.4,618.0,119.0,114.0,3331.0,2787.0,544.0,247.0,212.0,-169.0,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,27.7,171925000.0,74492.0,Computer and Technology,117.0,4
2943,FTNT,20.Q1,0.43,0.63,46.46,32.54,35.8,10.7,43.0,497.8,578.0,117.0,105.0,3206.0,2670.0,536.0,319.0,5.0,-920.0,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,21.5,215025000.0,74492.0,Computer and Technology,117.0,4
2944,FTNT,19.Q4,0.38,1.57,55.05,13.6,28.1,9.5,41.1,189.0,618.0,122.0,118.0,3879.0,2537.0,1342.0,190.0,-100.0,-44.0,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,23.1,117975000.0,74492.0,Computer and Technology,117.0,4
2945,FTNT,19.Q3,0.46,1.4,33.06,10.93,36.2,12.0,42.1,195.4,548.0,101.0,80.0,3546.0,2345.0,1200.0,221.0,-27.0,-41.0,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,16.3,128483000.0,74492.0,Computer and Technology,117.0,4
2946,FTNT,19.Q2,0.43,1.31,34.94,11.69,36.8,12.1,45.2,200.2,522.0,75.0,73.0,3369.0,2247.0,1122.0,195.0,-337.0,-53.0,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,16.1,151837000.0,74492.0,Computer and Technology,117.0,4
2947,FTNT,19.Q1,0.4,1.24,40.69,13.54,37.7,12.1,49.7,203.0,473.0,51.0,59.0,3206.0,2148.0,1058.0,201.0,-39.0,-58.0,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,18.7,190913000.0,74492.0,Computer and Technology,117.0,4
2948,FTNT,18.Q4,0.38,1.2,35.83,11.88,39.7,12.4,49.2,204.7,510.0,89.0,185.0,3078.0,2068.0,1010.0,180.0,-128.0,-110.0,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,15.3,222984500.0,74492.0,Computer and Technology,117.0,4
2949,FTNT,18.Q3,0.14,1.05,129.41,17.5,16.3,4.8,45.2,209.9,454.0,63.0,59.0,2764.0,1872.0,892.0,177.0,11.0,9.0,2.25,0.0,2.5,0.0,73.76,0.0,290.72,16.4,439329500.0,74492.0,Computer and Technology,117.0,4
2950,ZTS,24.Q3,5.32,11.56,36.43,16.91,48.0,17.0,24.5,174.3,2388.0,931.0,682.0,14357.0,9123.0,5234.0,951.0,-178.0,-628.0,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,178.8,40416800.0,74370.0,Medical,118.0,10
2951,ZTS,24.Q2,5.11,10.9,33.75,15.93,46.6,16.5,23.6,185.4,2361.0,839.0,624.0,14165.0,9205.0,4966.0,502.0,-132.0,-763.0,5.5,0.0,3.0,1.4,85.26,3.96,534.01,180.0,41270400.0,74370.0,Medical,118.0,10
2952,ZTS,24.Q1,5.19,11.04,32.4,15.32,48.4,16.9,24.5,183.8,2190.0,805.0,599.0,14348.0,9296.0,5058.0,595.0,-131.0,-524.0,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,159.2,94046500.0,74370.0,Medical,118.0,10
2953,ZTS,23.Q4,5.07,10.84,38.66,18.13,48.8,16.8,24.5,186.0,2213.0,709.0,525.0,14286.0,9295.0,4997.0,897.0,-210.0,-397.0,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,187.8,39437100.0,74370.0,Medical,118.0,10
2954,ZTS,23.Q3,4.91,11.03,35.13,15.77,49.0,16.1,24.5,177.9,2151.0,776.0,596.0,14106.0,9032.0,5078.0,724.0,-271.0,-416.0,5.5,0.25,4.4,2.0,86.72,8.92,443.37,157.0,37274200.0,74370.0,Medical,118.0,10
2955,ZTS,23.Q2,4.75,10.01,35.96,17.21,48.7,15.8,25.2,197.4,2180.0,930.0,671.0,13749.0,9128.0,4625.0,183.0,-80.0,-494.0,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,188.1,39788000.0,74370.0,Medical,118.0,10
2956,ZTS,23.Q1,4.42,9.7,37.24,17.16,45.7,14.8,24.7,206.1,2000.0,760.0,552.0,13754.0,9263.0,4494.0,549.0,-216.0,-1802.0,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,175.8,26891900.0,74370.0,Medical,118.0,10
2957,ZTS,22.Q4,4.49,9.4,32.31,15.51,46.2,15.0,26.1,238.9,2040.0,654.0,461.0,14925.0,10522.0,4405.0,741.0,-438.0,780.0,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,165.5,48324700.0,74370.0,Medical,118.0,10
2958,ZTS,22.Q3,4.38,9.97,33.59,14.89,44.8,15.0,25.8,193.3,2002.0,720.0,529.0,13674.0,9012.0,4663.0,526.0,-124.0,-529.0,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,150.8,39664800.0,74370.0,Medical,118.0,10
2959,ZTS,22.Q2,4.41,9.75,38.71,17.66,45.3,15.1,25.5,200.7,2052.0,723.0,529.0,13770.0,9190.0,4580.0,336.0,-203.0,-610.0,1.75,1.25,0.3,1.3,108.08,12.49,389.8,182.6,32506400.0,74370.0,Medical,118.0,10
2960,ZTS,22.Q1,4.36,9.86,42.94,19.11,45.5,14.9,24.9,197.6,1986.0,780.0,595.0,13860.0,9202.0,4658.0,309.0,-118.0,-545.0,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,177.2,42422600.0,74370.0,Medical,118.0,10
2961,ZTS,21.Q4,4.27,9.58,56.68,25.41,46.1,14.7,24.1,205.9,1967.0,560.0,414.0,13900.0,9356.0,4543.0,679.0,-142.0,-314.0,0.25,0.0,7.4,3.9,80.0,10.0,453.42,199.8,60555300.0,74370.0,Medical,118.0,10
2962,ZTS,21.Q3,4.15,9.87,46.42,19.67,46.9,14.4,23.6,192.9,1990.0,715.0,552.0,13705.0,9024.0,4679.0,653.0,-114.0,-919.0,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,216.2,28134800.0,74370.0,Medical,118.0,10
2963,ZTS,21.Q2,3.99,9.16,46.35,20.34,48.3,13.8,23.3,223.4,1948.0,693.0,512.0,14069.0,9717.0,4350.0,481.0,-139.0,-290.0,0.25,0.0,6.4,0.8,66.0,6.0,422.6,202.7,38903600.0,74370.0,Medical,118.0,10
2964,ZTS,21.Q1,3.71,8.6,42.18,18.3,49.1,13.1,21.9,237.3,1871.0,744.0,559.0,13796.0,9704.0,4089.0,400.0,-63.0,-339.0,0.25,0.0,5.6,1.2,60.0,14.5,383.63,173.0,37304100.0,74370.0,Medical,118.0,10
2965,ZTS,20.Q4,3.42,7.93,48.02,20.87,50.0,12.6,20.6,261.0,1807.0,478.0,359.0,13609.0,9836.0,3769.0,718.0,-177.0,-597.0,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,154.2,34345000.0,74370.0,Medical,118.0,10
2966,ZTS,20.Q3,3.47,7.58,47.25,21.81,55.2,13.3,21.2,280.9,1786.0,659.0,479.0,13725.0,10118.0,3602.0,562.0,-174.0,-93.0,0.25,0.0,35.2,63.9,42.9,12.4,342.57,158.6,36485500.0,74370.0,Medical,118.0,10
2967,ZTS,20.Q2,3.37,6.27,40.25,21.83,58.2,13.6,20.7,338.1,1548.0,540.0,377.0,13069.0,10082.0,2982.0,438.0,-164.0,1141.0,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,151.7,30177900.0,74370.0,Medical,118.0,10
2968,ZTS,20.Q1,3.35,5.79,34.7,20.3,61.1,14.2,20.9,318.7,1534.0,550.0,423.0,11528.0,8775.0,2753.0,408.0,-57.0,-328.0,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,129.3,53019800.0,74370.0,Medical,118.0,10
