,Ticker,Quarter,EPS,BPS,PER,PBR,ROE,ROA,ROIC,Debt_ratio,매출액,영업이익,순이익,자산총액,부채총액,자본총액,영업활동,투자활동,재무활동,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500,close,volume,Market Cap,Sector,index,Sector_idx
66,MSFT,20.Q3,6.19,16.31,33.51,12.9,40.7,16.2,51.7,143.9,37154.0,15876.0,13893.0,301001.0,177609.0,123392.0,19335.0,-5371.0,-10289.0,0.25,0.0,35.2,63.9,42.9,12.4,342.57,202.5,631618000.0,3246069.0,Computer and Technology,2.0,4
67,MSFT,20.Q2,5.76,15.55,34.85,13.05,39.5,15.4,49.0,154.7,38033.0,13407.0,11202.0,301311.0,183007.0,118304.0,18673.0,-4462.0,-12262.0,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,205.0,770190800.0,3246069.0,Computer and Technology,2.0,4
68,MSFT,20.Q1,5.99,15.06,25.93,10.48,42.7,16.3,48.4,149.3,35021.0,12975.0,10752.0,285449.0,170948.0,114501.0,17504.0,51.0,-14645.0,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,179.2,984705000.0,3246069.0,Computer and Technology,2.0,4
69,MSFT,19.Q4,5.73,14.45,27.14,10.93,42.9,15.9,47.1,156.8,36906.0,13891.0,11649.0,282794.0,172685.0,110109.0,10680.0,-6036.0,-8915.0,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,170.2,558530000.0,3246069.0,Computer and Technology,2.0,4
70,MSFT,19.Q3,5.3,13.89,25.83,10.01,41.6,15.1,44.4,163.0,33055.0,12686.0,10678.0,278955.0,172894.0,106061.0,13818.0,-1776.0,-10209.0,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,143.4,549523400.0,3246069.0,Computer and Technology,2.0,4
71,MSFT,19.Q2,5.06,13.34,26.16,10.03,41.8,14.7,42.9,180.0,33717.0,12405.0,13187.0,286556.0,184226.0,102330.0,16108.0,-7257.0,-8686.0,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,136.3,484079900.0,3246069.0,Computer and Technology,2.0,4
72,MSFT,19.Q1,4.5,12.37,25.91,9.54,39.3,13.5,41.8,177.5,30571.0,10341.0,8809.0,263281.0,168417.0,94864.0,13520.0,-1363.0,-7601.0,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,130.6,433157700.0,3246069.0,Computer and Technology,2.0,4
73,MSFT,18.Q4,4.31,11.98,23.25,8.46,39.5,13.1,40.2,181.0,32471.0,10258.0,8420.0,258859.0,166731.0,92128.0,8900.0,-4200.0,-13216.0,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,104.4,714212800.0,3246069.0,Computer and Technology,2.0,4
74,MSFT,18.Q3,2.41,11.2,46.6,10.2,23.1,7.4,39.5,199.7,29084.0,9955.0,8824.0,257619.0,171652.0,85967.0,13657.0,-2953.0,-7384.0,2.25,0.0,2.5,0.0,73.76,0.0,290.72,106.8,927548000.0,3246069.0,Computer and Technology,2.0,4
75,AMZN,24.Q3,4.68,24.68,39.22,7.55,21.8,9.1,14.6,125.6,158877.0,17411.0,15328.0,584626.0,325475.0,259151.0,25971.0,-16899.0,-2758.0,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,186.4,733878800.0,2365036.0,Retail/Wholesale,3.0,13
76,AMZN,24.Q2,4.19,22.63,45.28,8.51,21.2,8.5,13.7,134.6,147977.0,14672.0,13485.0,554818.0,318371.0,236447.0,25281.0,-22138.0,-4490.0,5.5,0.0,3.0,1.4,85.26,3.96,534.01,187.0,868061100.0,2365036.0,Retail/Wholesale,3.0,13
77,AMZN,24.Q1,3.58,20.85,49.72,8.65,19.6,7.4,12.2,145.1,143313.0,15307.0,10431.0,530969.0,314308.0,216661.0,18989.0,-17862.0,-1256.0,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,175.0,917021100.0,2365036.0,Retail/Wholesale,3.0,13
78,AMZN,23.Q4,2.9,19.59,51.61,7.78,17.2,6.2,10.2,161.5,169961.0,13209.0,10624.0,527854.0,325979.0,201875.0,42465.0,-12601.0,-6746.0,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,155.2,953344900.0,2365036.0,Retail/Wholesale,3.0,13
79,AMZN,23.Q3,1.92,17.73,65.32,7.17,12.3,4.2,6.7,166.1,143083.0,11188.0,9879.0,486883.0,303910.0,182973.0,21217.0,-11753.0,-8948.0,5.5,0.25,4.4,2.0,86.72,8.92,443.37,133.1,1224564700.0,2365036.0,Retail/Wholesale,3.0,13
80,AMZN,23.Q2,1.26,16.39,102.32,7.93,8.6,2.9,4.4,183.3,134383.0,7681.0,6750.0,477607.0,309005.0,168602.0,16476.0,-9673.0,-6539.0,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,133.7,1058754800.0,2365036.0,Retail/Wholesale,3.0,13
81,AMZN,23.Q1,0.41,15.08,246.49,6.85,3.0,1.0,1.7,200.5,127358.0,4774.0,3172.0,464378.0,309852.0,154526.0,4788.0,-15806.0,6354.0,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,105.4,1224083600.0,2365036.0,Retail/Wholesale,3.0,13
82,AMZN,22.Q4,-0.27,14.33,-314.82,5.87,-2.0,-0.6,-1.0,216.8,149204.0,2737.0,278.0,462675.0,316632.0,146043.0,29173.0,-10821.0,86.0,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,103.1,1523798600.0,2365036.0,Retail/Wholesale,3.0,13
83,AMZN,22.Q3,1.09,13.49,101.67,8.37,8.4,2.7,3.5,211.6,127101.0,2525.0,2872.0,428362.0,290873.0,137489.0,11404.0,-15608.0,3016.0,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,102.4,1459311500.0,2365036.0,Retail/Wholesale,3.0,13
84,AMZN,22.Q2,1.12,12.91,93.1,8.22,8.9,2.8,4.0,219.4,121234.0,3317.0,-2028.0,419728.0,288326.0,131402.0,8965.0,-12078.0,4626.0,1.75,1.25,0.3,1.3,108.08,12.49,389.8,134.9,1337852600.0,2365036.0,Retail/Wholesale,3.0,13
85,AMZN,22.Q1,2.08,13.18,77.47,12.38,16.9,5.4,7.6,206.5,116444.0,3669.0,-3844.0,410767.0,276766.0,134001.0,-2790.0,906.0,1990.0,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,124.3,1465008000.0,2365036.0,Retail/Wholesale,3.0,13
