,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500
3416,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3417,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3418,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3419,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3420,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3421,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3422,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3423,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3424,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3425,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3426,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3427,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3428,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3429,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3430,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3431,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3432,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3433,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3434,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3435,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3436,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3437,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3438,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3439,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3440,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3441,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3442,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3443,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3444,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3445,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3446,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3447,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3448,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3449,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3450,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3451,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3452,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3453,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3454,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3455,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3456,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3457,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3458,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3459,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3460,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3461,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3462,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3463,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3464,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3465,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3466,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3467,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3468,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3469,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3470,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3471,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3472,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3473,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3474,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3475,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3476,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3477,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3478,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3479,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3480,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3481,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3482,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3483,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3484,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3485,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3486,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3487,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3488,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3489,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3490,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3491,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3492,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3493,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3494,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3495,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3496,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3497,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3498,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3499,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3500,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3501,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3502,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3503,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3504,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3505,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3506,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3507,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3508,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3509,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3510,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3511,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3512,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3513,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3514,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3515,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3516,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3517,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3518,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3519,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3520,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3521,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3522,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3523,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3524,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3525,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3526,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3527,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3528,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3529,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3530,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3531,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3532,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3533,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3534,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3535,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3536,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3537,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3538,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3539,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3540,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3541,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3542,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3543,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3544,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3545,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3546,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3547,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3548,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3549,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3550,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3551,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3552,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3553,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3554,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3555,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3556,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3557,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3558,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3559,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3560,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3561,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3562,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3563,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3564,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3565,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3566,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3567,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3568,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3569,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3570,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3571,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3572,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3573,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3574,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3575,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3576,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3577,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3578,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3579,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3580,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3581,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3582,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3583,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3584,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3585,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3586,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3587,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3588,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3589,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3590,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3591,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3592,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3593,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3594,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3595,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3596,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3597,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3598,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3599,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3600,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3601,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3602,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3603,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3604,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3605,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3606,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3607,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3608,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3609,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3610,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3611,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3612,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3613,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3614,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3615,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3616,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3617,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3618,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3619,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3620,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3621,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3622,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3623,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3624,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3625,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3626,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3627,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3628,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3629,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3630,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3631,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3632,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3633,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3634,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3635,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3636,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3637,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3638,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3639,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3640,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3641,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3642,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3643,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3644,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3645,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3646,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3647,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3648,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3649,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3650,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3651,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3652,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3653,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3654,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3655,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3656,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3657,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3658,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3659,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3660,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3661,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3662,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3663,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3664,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3665,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3666,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3667,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3668,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3669,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3670,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3671,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3672,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3673,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3674,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3675,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3676,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3677,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3678,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3679,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3680,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3681,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3682,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3683,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3684,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3685,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3686,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3687,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3688,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3689,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3690,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3691,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3692,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3693,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3694,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3695,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3696,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3697,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3698,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3699,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3700,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3701,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3702,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3703,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3704,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3705,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3706,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3707,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3708,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3709,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3710,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3711,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3712,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3713,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3714,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3715,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3716,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3717,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3718,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3719,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3720,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3721,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3722,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3723,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3724,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3725,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3726,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3727,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3728,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3729,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3730,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3731,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3732,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3733,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3734,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3735,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3736,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3737,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3738,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3739,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3740,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3741,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3742,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3743,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3744,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3745,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3746,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3747,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3748,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3749,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3750,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3751,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3752,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3753,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3754,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3755,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3756,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3757,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3758,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3759,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3760,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3761,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3762,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3763,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3764,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3765,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3766,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3767,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3768,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3769,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3770,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3771,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3772,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3773,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3774,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3775,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3776,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3777,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3778,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3779,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3780,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3781,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3782,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3783,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3784,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3785,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3786,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3787,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3788,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3789,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3790,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3791,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3792,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3793,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3794,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3795,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3796,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3797,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3798,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3799,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3800,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3801,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3802,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3803,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3804,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3805,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3806,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3807,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3808,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3809,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3810,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3811,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3812,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3813,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3814,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3815,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3816,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3817,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3818,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3819,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3820,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3821,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3822,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3823,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3824,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3825,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3826,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3827,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3828,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3829,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3830,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3831,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3832,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3833,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3834,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3835,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3836,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3837,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3838,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3839,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3840,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3841,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3842,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3843,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3844,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3845,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3846,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
