,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500
10040,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10041,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10042,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10043,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10044,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10045,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10046,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10047,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10048,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10049,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10050,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10051,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10052,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10053,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10054,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10055,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10056,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10057,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10058,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10059,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10060,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10061,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10062,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10063,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10064,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10065,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10066,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10067,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10068,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10069,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10070,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10071,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10072,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10073,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10074,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10075,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10076,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10077,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10078,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10079,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10080,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10081,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10082,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10083,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10084,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10085,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10086,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10087,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10088,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10089,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10090,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10091,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10092,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10093,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10094,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10095,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10096,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10097,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10098,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10099,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10100,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10101,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10102,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10103,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10104,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10105,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10106,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10107,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10108,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10109,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10110,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10111,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10112,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10113,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10114,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10115,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10116,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10117,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10118,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10119,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10120,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10121,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10122,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10123,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10124,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10125,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10126,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10127,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10128,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10129,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10130,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10131,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10132,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10133,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10134,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10135,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10136,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10137,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10138,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10139,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10140,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10141,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10142,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10143,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10144,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10145,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10146,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10147,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10148,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10149,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10150,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10151,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10152,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10153,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10154,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10155,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10156,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10157,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10158,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10159,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10160,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10161,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10162,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10163,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10164,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10165,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10166,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10167,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10168,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10169,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10170,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10171,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10172,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10173,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10174,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10175,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10176,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10177,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10178,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10179,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10180,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10181,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10182,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10183,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10184,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10185,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10186,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10187,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10188,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10189,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10190,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10191,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10192,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10193,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10194,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10195,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10196,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10197,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10198,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10199,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10200,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10201,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10202,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10203,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10204,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10205,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10206,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10207,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10208,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10209,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10210,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10211,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10212,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10213,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10214,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10215,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10216,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10217,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10218,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10219,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10220,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10221,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10222,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10223,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10224,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10225,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10226,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10227,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10228,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10229,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10230,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10231,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10232,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10233,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10234,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10235,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10236,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10237,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10238,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10239,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10240,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10241,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10242,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10243,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10244,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10245,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10246,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10247,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10248,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10249,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10250,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10251,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10252,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10253,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10254,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10255,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10256,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10257,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10258,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10259,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10260,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10261,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10262,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10263,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10264,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10265,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10266,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10267,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10268,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10269,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10270,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10271,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10272,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10273,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10274,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10275,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10276,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10277,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10278,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10279,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10280,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10281,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10282,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10283,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10284,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10285,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10286,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10287,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10288,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10289,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10290,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10291,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10292,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10293,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10294,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10295,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10296,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10297,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10298,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10299,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10300,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10301,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10302,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10303,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10304,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10305,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10306,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10307,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10308,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10309,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10310,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10311,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10312,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10313,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10314,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10315,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10316,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10317,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10318,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10319,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10320,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10321,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10322,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10323,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10324,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10325,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10326,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10327,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10328,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10329,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10330,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10331,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10332,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10333,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10334,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10335,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10336,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10337,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10338,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10339,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10340,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10341,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10342,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10343,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10344,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10345,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10346,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10347,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10348,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10349,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10350,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10351,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10352,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10353,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10354,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10355,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10356,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10357,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10358,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10359,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10360,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10361,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10362,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10363,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10364,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10365,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10366,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10367,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10368,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10369,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10370,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10371,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10372,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10373,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10374,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10375,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10376,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10377,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10378,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10379,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10380,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10381,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10382,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10383,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10384,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10385,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10386,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10387,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10388,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10389,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10390,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10391,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10392,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10393,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10394,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10395,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10396,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10397,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10398,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10399,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10400,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10401,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10402,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10403,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10404,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10405,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10406,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10407,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10408,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10409,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10410,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10411,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10412,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10413,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10414,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10415,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10416,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10417,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10418,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10419,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10420,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10421,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10422,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10423,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10424,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10425,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10426,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10427,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10428,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10429,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10430,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10431,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10432,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10433,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10434,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10435,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10436,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10437,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10438,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10439,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10440,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10441,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10442,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10443,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10444,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10445,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
10446,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
10447,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
10448,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
10449,2.25,0.0,2.5,0.0,73.76,0.0,290.72
10450,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
10451,5.5,0.0,3.0,1.4,85.26,3.96,534.01
10452,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
10453,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
10454,5.5,0.25,4.4,2.0,86.72,8.92,443.37
10455,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
10456,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
10457,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
10458,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
10459,1.75,1.25,0.3,1.3,108.08,12.49,389.8
10460,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
10461,0.25,0.0,7.4,3.9,80.0,10.0,453.42
10462,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
10463,0.25,0.0,6.4,0.8,66.0,6.0,422.6
10464,0.25,0.0,5.6,1.2,60.0,14.5,383.63
10465,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
10466,0.25,0.0,35.2,63.9,42.9,12.4,342.57
10467,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
10468,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
10469,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
10470,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
